model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc case,6,RO,14052,3493,0,10559,NA,NA,0,0.4,0.86,1,5,Romania
UMass-SemiMech,inc case,3,RO,8477,2021,0,6456,0.93,0.94,0.2,0.6,0.78,1,5,Romania
UMass-SemiMech,inc case,4,RO,12841,2707,0,10134,1.14,1.13,0.25,0.5,0.78,1,4,Romania
EuroCOVIDhub-baseline,inc death,1,RO,88,9,36,43,1,1,0.1,0.7,-0.27,1,10,Romania
EuroCOVIDhub-ensemble,inc death,1,RO,48,26,19,3,0.54,0.56,0.8,1,-0.22,1,10,Romania
IEM_Health-CovidProject,inc death,1,RO,65,38,9,19,0.73,0.77,0.8,1,0.1,1,10,Romania
ILM-EKF,inc death,1,RO,67,60,7,1,0.75,0.41,0.9,1,-0.08,1,10,Romania
LANL-GrowthRate,inc death,1,RO,55,12,34,8,0.63,0.68,0.1,0.9,-0.22,1,10,Romania
RobertWalraven-ESG,inc death,1,RO,74,11,22,41,0.83,0.83,0.1,0.5,-0.05,1,10,Romania
USC-SIkJalpha,inc death,1,RO,61,21,26,14,0.66,0.66,0.4,0.5,0.04,1,10,Romania
epiforecasts-EpiNow2,inc death,1,RO,50,21,24,4,0.57,0.58,0.7,0.9,-0.15,1,10,Romania
EuroCOVIDhub-baseline,inc death,2,RO,169,16,74,79,1,1,0,0.56,-0.29,1,9,Romania
EuroCOVIDhub-ensemble,inc death,2,RO,64,35,22,7,0.38,0.43,0.67,1,-0.18,1,9,Romania
IEM_Health-CovidProject,inc death,2,RO,133,60,20,53,0.8,0.96,0.44,0.89,0.2,1,9,Romania
ILM-EKF,inc death,2,RO,77,67,9,2,0.46,0.34,1,1,-0.1,1,9,Romania
LANL-GrowthRate,inc death,2,RO,90,21,58,10,0.55,0.59,0.33,0.78,-0.34,1,9,Romania
RobertWalraven-ESG,inc death,2,RO,156,14,61,82,0.89,0.81,0.11,0.33,0.02,1,9,Romania
USC-SIkJalpha,inc death,2,RO,53,28,20,5,0.3,0.34,0.56,0.78,-0.15,1,9,Romania
epiforecasts-EpiNow2,inc death,2,RO,73,28,39,6,0.45,0.51,0.56,1,-0.17,1,9,Romania
EuroCOVIDhub-baseline,inc death,3,RO,237,21,118,98,1,1,0,0.38,-0.28,1,8,Romania
EuroCOVIDhub-ensemble,inc death,3,RO,70,47,14,9,0.29,0.3,0.62,1,-0.11,1,8,Romania
IEM_Health-CovidProject,inc death,3,RO,238,90,35,113,1.06,1.34,0.38,0.88,0.24,1,8,Romania
ILM-EKF,inc death,3,RO,93,82,3,8,0.39,0.28,1,1,-0.04,1,8,Romania
LANL-GrowthRate,inc death,3,RO,87,33,48,6,0.38,0.46,0.38,1,-0.44,1,8,Romania
RobertWalraven-ESG,inc death,3,RO,242,15,112,114,0.99,0.88,0.25,0.25,-0.1,1,8,Romania
USC-SIkJalpha,inc death,3,RO,49,35,6,8,0.2,0.17,0.5,0.88,0.07,1,8,Romania
epiforecasts-EpiNow2,inc death,3,RO,103,40,44,19,0.45,0.58,0.38,1,-0.11,1,8,Romania
EuroCOVIDhub-baseline,inc death,4,RO,259,26,154,80,1,1,0.14,0.14,-0.23,1,7,Romania
EuroCOVIDhub-ensemble,inc death,4,RO,83,65,10,9,0.33,0.31,1,1,0.06,1,7,Romania
IEM_Health-CovidProject,inc death,4,RO,326,126,45,155,1.39,1.79,0.29,1,0.21,1,7,Romania
ILM-EKF,inc death,4,RO,137,113,2,23,0.52,0.47,0.86,1,0.19,1,7,Romania
LANL-GrowthRate,inc death,4,RO,79,48,31,0,0.3,0.31,0.71,1,-0.4,1,7,Romania
RobertWalraven-ESG,inc death,4,RO,333,17,181,135,1.29,1.15,0,0,-0.14,1,7,Romania
UMass-MechBayes,inc death,1,RO,68,27,41,0,0.72,0.82,0.43,0.86,-0.54,1,7,Romania
UMass-SemiMech,inc death,1,RO,66,29,37,0,0.7,0.7,0.57,0.86,-0.4,1,7,Romania
USC-SIkJalpha,inc death,4,RO,78,51,3,25,0.32,0.27,0.86,0.86,0.14,1,7,Romania
epiforecasts-EpiNow2,inc death,4,RO,143,64,34,45,0.54,0.59,0.43,0.86,0.02,1,7,Romania
LANL-GrowthRate,inc death,5,RO,119,67,39,14,NA,NA,0.5,1,-0.05,1,6,Romania
UMass-MechBayes,inc death,2,RO,95,32,62,0,0.55,0.6,0.33,0.83,-0.55,1,6,Romania
UMass-SemiMech,inc death,2,RO,84,36,41,6,0.49,0.54,0.5,1,-0.25,1,6,Romania
USC-SIkJalpha,inc death,5,RO,128,74,1,53,NA,NA,0.5,0.83,0.42,1,6,Romania
LANL-GrowthRate,inc death,6,RO,185,84,61,39,NA,NA,0.4,1,0.05,1,5,Romania
UMass-MechBayes,inc death,3,RO,101,41,60,1,0.45,0.56,0.4,1,-0.5,1,5,Romania
UMass-SemiMech,inc death,3,RO,83,46,27,10,0.37,0.48,0.4,1,-0.2,1,5,Romania
UMass-MechBayes,inc death,4,RO,76,51,24,0,0.33,0.35,0.75,1,-0.38,1,4,Romania
UMass-SemiMech,inc death,4,RO,72,56,14,1,0.31,0.19,0.75,1,-0.15,1,4,Romania
EuroCOVIDhub-baseline,inc case,1,SE,2521,412,1227,882,1,1,0.1,0.9,0.21,1,10,Sweden
EuroCOVIDhub-ensemble,inc case,1,SE,3427,2534,797,96,1.36,1.02,0.9,1,-0.06,1,10,Sweden
IEM_Health-CovidProject,inc case,1,SE,3182,2241,346,595,1.24,1.14,0.6,1,0.07,1,10,Sweden
ILM-EKF,inc case,1,SE,2466,1307,385,774,0.97,1.11,0.7,1,0.16,1,10,Sweden
LANL-GrowthRate,inc case,1,SE,4719,3674,1046,0,1.85,1.59,0.9,1,-0.32,1,10,Sweden
USC-SIkJalpha,inc case,1,SE,3598,1783,1622,193,1.4,1.39,0.7,0.8,-0.2,1,10,Sweden
epiforecasts-EpiNow2,inc case,1,SE,4721,3477,490,753,1.8,1.77,0.8,1,0.13,1,10,Sweden
EuroCOVIDhub-baseline,inc case,2,SE,3799,837,1797,1165,1,1,0.11,1,-0.09,1,9,Sweden
EuroCOVIDhub-ensemble,inc case,2,SE,4391,3358,942,91,1.17,0.8,0.89,1,-0.11,1,9,Sweden
IEM_Health-CovidProject,inc case,2,SE,5096,3201,793,1102,1.34,1.18,0.56,1,0.11,1,9,Sweden
ILM-EKF,inc case,2,SE,3979,2461,241,1277,1.07,0.9,0.78,1,0.17,1,9,Sweden
LANL-GrowthRate,inc case,2,SE,5064,3735,1329,0,1.32,1.03,0.78,1,-0.34,1,9,Sweden
USC-SIkJalpha,inc case,2,SE,5617,2092,2571,954,1.49,1.39,0.67,0.78,-0.24,1,9,Sweden
epiforecasts-EpiNow2,inc case,2,SE,5448,4348,367,733,1.42,1.19,1,1,0.13,1,9,Sweden
EuroCOVIDhub-baseline,inc case,3,SE,4758,1213,2103,1441,1,1,0,1,-0.19,1,8,Sweden
EuroCOVIDhub-ensemble,inc case,3,SE,4833,3827,811,195,1.03,0.79,0.88,1,-0.12,1,8,Sweden
IEM_Health-CovidProject,inc case,3,SE,7174,4454,938,1782,1.56,1.28,0.5,1,0.07,1,8,Sweden
ILM-EKF,inc case,3,SE,6224,4049,65,2109,1.37,1.02,0.75,1,0.21,1,8,Sweden
LANL-GrowthRate,inc case,3,SE,5524,3769,1738,16,1.14,0.91,0.62,1,-0.36,1,8,Sweden
USC-SIkJalpha,inc case,3,SE,6625,2348,3207,1069,1.41,1.35,0.5,0.75,-0.26,1,8,Sweden
epiforecasts-EpiNow2,inc case,3,SE,6457,5164,482,811,1.35,1.01,0.88,1,0.1,1,8,Sweden
EuroCOVIDhub-baseline,inc case,4,SE,5384,1535,2344,1505,1,1,0.29,1,-0.19,1,7,Sweden
EuroCOVIDhub-ensemble,inc case,4,SE,5916,4552,1055,309,1.1,0.98,0.86,1,-0.11,1,7,Sweden
IEM_Health-CovidProject,inc case,4,SE,9425,5973,1520,1931,1.75,1.64,0.57,1,0.06,1,7,Sweden
ILM-EKF,inc case,4,SE,10230,6202,325,3702,1.9,1.64,0.57,1,0.33,1,7,Sweden
LANL-GrowthRate,inc case,4,SE,6147,3761,2386,1,1.14,0.95,0.71,1,-0.36,1,7,Sweden
USC-SIkJalpha,inc case,4,SE,7663,2552,3040,2070,1.42,1.46,0.43,0.71,-0.14,1,7,Sweden
epiforecasts-EpiNow2,inc case,4,SE,6832,5536,706,590,1.27,0.91,0.86,1,-0.03,1,7,Sweden
LANL-GrowthRate,inc case,5,SE,6943,3787,3112,44,NA,NA,0.67,1,-0.38,1,6,Sweden
UMass-SemiMech,inc case,1,SE,14809,4647,7872,2291,5.54,4.63,0.5,0.83,-0.05,1,6,Sweden
USC-SIkJalpha,inc case,5,SE,7854,3131,4245,478,NA,NA,0.5,0.83,-0.23,1,6,Sweden
LANL-GrowthRate,inc case,6,SE,6300,3831,2469,0,NA,NA,0.6,1,-0.4,1,5,Sweden
UMass-SemiMech,inc case,2,SE,17835,7607,8721,1507,4.36,2.92,0.6,0.8,-0.04,1,5,Sweden
UMass-SemiMech,inc case,3,SE,15200,4799,9562,839,3.06,1.95,0.75,0.75,-0.15,1,4,Sweden
EuroCOVIDhub-baseline,inc death,1,SE,20,13,3,4,1,1,0.8,1,0.13,1,10,Sweden
EuroCOVIDhub-ensemble,inc death,1,SE,20,15,0,6,1.06,1.09,0.6,1,0.36,1,10,Sweden
IEM_Health-CovidProject,inc death,1,SE,26,15,9,2,1.36,1.76,0.7,1,-0.18,1,10,Sweden
ILM-EKF,inc death,1,SE,24,20,1,3,1.21,0.96,0.9,1,0.16,1,10,Sweden
LANL-GrowthRate,inc death,1,SE,23,6,1,16,1.04,1.24,0.2,0.9,0.58,1,10,Sweden
RobertWalraven-ESG,inc death,1,SE,15,9,6,0,0.78,0.82,0.8,0.9,-0.19,1,10,Sweden
USC-SIkJalpha,inc death,1,SE,22,11,5,6,1.1,0.95,0.5,0.7,0.2,1,10,Sweden
epiforecasts-EpiNow2,inc death,1,SE,32,17,1,14,1.53,1.73,0.6,1,0.47,1,10,Sweden
EuroCOVIDhub-baseline,inc death,2,SE,28,23,2,3,1,1,1,1,0.11,1,9,Sweden
EuroCOVIDhub-ensemble,inc death,2,SE,26,18,1,7,0.96,1.36,0.67,1,0.32,1,9,Sweden
IEM_Health-CovidProject,inc death,2,SE,35,18,12,5,1.29,2.14,0.44,1,-0.2,1,9,Sweden
ILM-EKF,inc death,2,SE,31,24,1,5,1.07,1.21,1,1,0.24,1,9,Sweden
LANL-GrowthRate,inc death,2,SE,21,7,0,14,0.71,1.04,0.22,1,0.66,1,9,Sweden
RobertWalraven-ESG,inc death,2,SE,21,11,10,0,0.76,0.96,0.67,0.89,-0.29,1,9,Sweden
USC-SIkJalpha,inc death,2,SE,25,13,3,9,0.88,1.03,0.67,0.78,0.27,1,9,Sweden
epiforecasts-EpiNow2,inc death,2,SE,52,29,0,23,1.67,2.19,0.56,1,0.47,1,9,Sweden
EuroCOVIDhub-baseline,inc death,3,SE,33,30,1,2,1,1,1,1,0.04,1,8,Sweden
EuroCOVIDhub-ensemble,inc death,3,SE,30,22,1,7,0.92,1.4,0.88,1,0.21,1,8,Sweden
IEM_Health-CovidProject,inc death,3,SE,43,21,16,6,1.34,2.72,0.62,1,-0.26,1,8,Sweden
ILM-EKF,inc death,3,SE,36,29,0,7,1.09,1.45,0.88,1,0.31,1,8,Sweden
LANL-GrowthRate,inc death,3,SE,19,8,0,11,0.58,0.96,0.5,0.88,0.52,1,8,Sweden
RobertWalraven-ESG,inc death,3,SE,25,13,11,0,0.72,1.07,0.62,1,-0.39,1,8,Sweden
USC-SIkJalpha,inc death,3,SE,25,15,1,9,0.76,0.92,0.62,0.75,0.24,1,8,Sweden
epiforecasts-EpiNow2,inc death,3,SE,63,37,0,26,1.71,2.16,0.62,1,0.42,1,8,Sweden
EuroCOVIDhub-baseline,inc death,4,SE,39,35,1,3,1,1,1,1,0.04,1,7,Sweden
EuroCOVIDhub-ensemble,inc death,4,SE,33,26,1,6,0.84,1.11,0.86,1,0.17,1,7,Sweden
IEM_Health-CovidProject,inc death,4,SE,42,21,20,1,1.07,2.31,0.43,1,-0.43,1,7,Sweden
ILM-EKF,inc death,4,SE,49,36,0,13,1.24,1.8,0.71,1,0.4,1,7,Sweden
LANL-GrowthRate,inc death,4,SE,22,10,2,10,0.57,1.07,0.29,1,0.4,1,7,Sweden
RobertWalraven-ESG,inc death,4,SE,28,15,12,0,0.7,1.23,0.57,1,-0.44,1,7,Sweden
USC-SIkJalpha,inc death,4,SE,30,19,2,10,0.77,0.98,0.71,0.86,0.14,1,7,Sweden
epiforecasts-EpiNow2,inc death,4,SE,71,47,0,24,1.82,2.25,0.57,1,0.4,1,7,Sweden
LANL-GrowthRate,inc death,5,SE,17,11,1,4,NA,NA,0.83,1,0.15,1,6,Sweden
UMass-MechBayes,inc death,1,SE,102,29,0,73,5.81,7.02,0,0.83,0.92,1,6,Sweden
UMass-SemiMech,inc death,1,SE,56,21,0,35,3.19,3.59,0.5,0.67,0.68,1,6,Sweden
USC-SIkJalpha,inc death,5,SE,28,24,2,2,NA,NA,0.83,1,0.02,1,6,Sweden
LANL-GrowthRate,inc death,6,SE,17,13,1,4,NA,NA,0.8,1,0.1,1,5,Sweden
UMass-MechBayes,inc death,2,SE,117,38,1,77,4.58,6.92,0.2,0.6,0.67,1,5,Sweden
UMass-SemiMech,inc death,2,SE,59,24,0,35,2.32,3.27,0.4,0.8,0.67,1,5,Sweden
UMass-MechBayes,inc death,3,SE,129,51,2,76,4.29,7.24,0.25,1,0.59,1,4,Sweden
UMass-SemiMech,inc death,3,SE,68,28,0,40,2.26,3.97,0,1,0.81,1,4,Sweden
EuroCOVIDhub-baseline,inc case,1,SI,506,80,155,271,1,1,0,1,0.3,1,10,Slovenia
EuroCOVIDhub-ensemble,inc case,1,SI,450,303,55,92,0.9,0.9,0.7,1,0.03,1,10,Slovenia
IEM_Health-CovidProject,inc case,1,SI,620,432,71,117,1.23,1.31,0.8,1,0.07,1,10,Slovenia
ILM-EKF,inc case,1,SI,549,277,93,179,1.1,1.28,0.4,1,0.07,1,10,Slovenia
LANL-GrowthRate,inc case,1,SI,649,437,212,0,1.28,1.28,0.8,1,-0.37,1,10,Slovenia
USC-SIkJalpha,inc case,1,SI,565,274,55,236,1.13,1.16,0.5,0.8,0.2,1,10,Slovenia
epiforecasts-EpiNow2,inc case,1,SI,464,201,32,231,0.94,0.97,0.7,0.9,0.13,1,10,Slovenia
DSMPG-bayes,inc case,1,SI,513,228,42,244,1.01,1,0.78,1,0.12,1,9,Slovenia
EuroCOVIDhub-baseline,inc case,2,SI,724,177,218,329,1,1,0.22,1,0.2,1,9,Slovenia
EuroCOVIDhub-ensemble,inc case,2,SI,779,422,151,206,1.08,1.15,0.56,1,0.01,1,9,Slovenia
IEM_Health-CovidProject,inc case,2,SI,982,593,174,216,1.34,1.42,0.44,1,0.09,1,9,Slovenia
ILM-EKF,inc case,2,SI,931,435,188,308,1.29,1.39,0.33,1,0.07,1,9,Slovenia
LANL-GrowthRate,inc case,2,SI,858,527,300,31,1.15,1.1,0.78,1,-0.24,1,9,Slovenia
USC-SIkJalpha,inc case,2,SI,906,295,243,368,1.25,1.2,0.22,0.56,0.17,1,9,Slovenia
epiforecasts-EpiNow2,inc case,2,SI,903,314,140,449,1.28,1.37,0.22,0.89,0.04,1,9,Slovenia
DSMPG-bayes,inc case,2,SI,1050,440,118,491,1.43,1.48,0.38,1,0.12,1,8,Slovenia
EuroCOVIDhub-baseline,inc case,3,SI,960,268,257,435,1,1,0,1,0.21,1,8,Slovenia
EuroCOVIDhub-ensemble,inc case,3,SI,1145,559,235,350,1.19,1.18,0.38,1,0.1,1,8,Slovenia
IEM_Health-CovidProject,inc case,3,SI,1438,790,280,368,1.48,1.54,0.38,1,0.15,1,8,Slovenia
ILM-EKF,inc case,3,SI,1397,644,258,494,1.46,1.51,0.5,1,0.14,1,8,Slovenia
LANL-GrowthRate,inc case,3,SI,1008,567,330,110,1.01,0.95,0.62,1,-0.12,1,8,Slovenia
USC-SIkJalpha,inc case,3,SI,1287,338,389,560,1.34,1.17,0.38,0.5,0.39,1,8,Slovenia
epiforecasts-EpiNow2,inc case,3,SI,1304,428,228,648,1.39,1.34,0.38,0.88,0.06,1,8,Slovenia
DSMPG-bayes,inc case,3,SI,1648,763,132,753,1.72,1.64,0.43,1,0.22,1,7,Slovenia
EuroCOVIDhub-baseline,inc case,4,SI,1082,353,210,520,1,1,0.14,1,0.24,1,7,Slovenia
EuroCOVIDhub-ensemble,inc case,4,SI,1502,748,248,505,1.39,1.43,0.29,1,0.21,1,7,Slovenia
IEM_Health-CovidProject,inc case,4,SI,1919,1035,350,534,1.75,1.73,0.43,1,0.14,1,7,Slovenia
ILM-EKF,inc case,4,SI,1980,920,290,771,1.84,1.86,0.29,1,0.23,1,7,Slovenia
LANL-GrowthRate,inc case,4,SI,1091,624,265,202,0.97,0.9,0.43,1,0.03,1,7,Slovenia
UMass-SemiMech,inc case,1,SI,529,391,28,110,1.03,1.09,0.86,1,0.21,1,7,Slovenia
USC-SIkJalpha,inc case,4,SI,1753,413,410,929,1.63,1.47,0.29,0.43,0.37,1,7,Slovenia
epiforecasts-EpiNow2,inc case,4,SI,1576,542,235,799,1.47,1.47,0.29,0.86,0.17,1,7,Slovenia
DSMPG-bayes,inc case,4,SI,2297,1241,61,995,2.15,1.88,0.5,1,0.37,1,6,Slovenia
LANL-GrowthRate,inc case,5,SI,1126,688,112,327,NA,NA,0.67,1,0.15,1,6,Slovenia
UMass-SemiMech,inc case,2,SI,885,548,36,301,1.24,1.4,0.67,1,0.33,1,6,Slovenia
USC-SIkJalpha,inc case,5,SI,2155,496,370,1290,NA,NA,0.33,0.5,0.35,1,6,Slovenia
LANL-GrowthRate,inc case,6,SI,1298,765,22,511,NA,NA,0.6,1,0.28,1,5,Slovenia
UMass-SemiMech,inc case,3,SI,1332,684,72,575,1.35,1.48,0.4,1,0.42,1,5,Slovenia
UMass-SemiMech,inc case,4,SI,1831,940,21,869,1.46,1.5,0.5,1,0.45,1,4,Slovenia
EuroCOVIDhub-baseline,inc death,1,SI,7,2,1,3,1,1,0.3,1,-0.01,1,10,Slovenia
EuroCOVIDhub-ensemble,inc death,1,SI,6,3,1,2,0.9,1.02,0.5,1,0.01,1,10,Slovenia
IEM_Health-CovidProject,inc death,1,SI,8,3,2,2,1.15,1.21,0.5,0.9,-0.14,1,10,Slovenia
ILM-EKF,inc death,1,SI,9,8,0,1,1.38,0.93,0.9,1,0.07,1,10,Slovenia
LANL-GrowthRate,inc death,1,SI,5,2,1,2,0.72,0.84,0.5,0.9,-0.04,1,10,Slovenia
RobertWalraven-ESG,inc death,1,SI,7,2,3,2,1.04,1.13,0.4,1,-0.19,1,10,Slovenia
USC-SIkJalpha,inc death,1,SI,6,2,2,3,0.89,0.96,0.5,0.7,0.03,1,10,Slovenia
epiforecasts-EpiNow2,inc death,1,SI,8,3,1,3,1.14,1.3,0.3,1,0.27,1,10,Slovenia
EuroCOVIDhub-baseline,inc death,2,SI,9,5,1,3,1,1,0.56,1,0.07,1,9,Slovenia
EuroCOVIDhub-ensemble,inc death,2,SI,7,4,2,2,0.8,0.88,0.44,1,0.08,1,9,Slovenia
IEM_Health-CovidProject,inc death,2,SI,11,4,3,4,1.27,1.41,0.44,0.78,-0.02,1,9,Slovenia
ILM-EKF,inc death,2,SI,10,8,1,1,1.11,0.79,1,1,0.09,1,9,Slovenia
LANL-GrowthRate,inc death,2,SI,6,2,2,2,0.7,0.75,0.44,0.89,-0.07,1,9,Slovenia
RobertWalraven-ESG,inc death,2,SI,9,3,5,1,0.99,1.12,0.33,0.89,-0.24,1,9,Slovenia
USC-SIkJalpha,inc death,2,SI,7,2,2,3,0.8,0.91,0.22,0.67,0.14,1,9,Slovenia
epiforecasts-EpiNow2,inc death,2,SI,8,4,1,4,0.9,1.02,0.56,1,0.34,1,9,Slovenia
EuroCOVIDhub-baseline,inc death,3,SI,9,7,1,1,1,1,1,1,0.06,1,8,Slovenia
EuroCOVIDhub-ensemble,inc death,3,SI,6,4,2,1,0.72,0.9,0.88,1,0,1,8,Slovenia
IEM_Health-CovidProject,inc death,3,SI,11,5,4,2,1.23,1.64,0.38,1,-0.1,1,8,Slovenia
ILM-EKF,inc death,3,SI,11,9,0,1,1.24,1.11,1,1,0.09,1,8,Slovenia
LANL-GrowthRate,inc death,3,SI,8,2,4,2,0.85,1.17,0.25,0.75,-0.16,1,8,Slovenia
RobertWalraven-ESG,inc death,3,SI,10,3,7,0,1.08,1.4,0.38,0.88,-0.53,1,8,Slovenia
USC-SIkJalpha,inc death,3,SI,8,2,2,4,0.9,1.31,0.25,0.62,0.38,1,8,Slovenia
epiforecasts-EpiNow2,inc death,3,SI,8,4,0,4,0.98,1.37,0.75,1,0.34,1,8,Slovenia
EuroCOVIDhub-baseline,inc death,4,SI,9,9,0,0,1,1,1,1,0.01,1,7,Slovenia
EuroCOVIDhub-ensemble,inc death,4,SI,8,5,1,2,0.91,1.81,0.71,1,-0.03,1,7,Slovenia
IEM_Health-CovidProject,inc death,4,SI,14,7,6,2,1.51,3.63,0.43,1,-0.23,1,7,Slovenia
ILM-EKF,inc death,4,SI,13,10,1,2,1.47,2.51,0.86,1,0.11,1,7,Slovenia
LANL-GrowthRate,inc death,4,SI,8,2,4,2,0.87,2.04,0.14,1,-0.24,1,7,Slovenia
RobertWalraven-ESG,inc death,4,SI,14,4,10,0,1.43,3.07,0.29,0.71,-0.64,1,7,Slovenia
UMass-MechBayes,inc death,1,SI,6,2,2,2,0.85,0.97,0.14,1,0.02,1,7,Slovenia
UMass-SemiMech,inc death,1,SI,7,2,1,3,0.94,1.08,0.29,1,0.15,1,7,Slovenia
USC-SIkJalpha,inc death,4,SI,9,3,0,5,1.04,2.25,0.57,0.86,0.34,1,7,Slovenia
epiforecasts-EpiNow2,inc death,4,SI,12,6,0,6,1.36,3.07,0.57,1,0.38,1,7,Slovenia
LANL-GrowthRate,inc death,5,SI,9,3,4,2,NA,NA,0,0.83,-0.17,1,6,Slovenia
UMass-MechBayes,inc death,2,SI,7,3,1,2,0.78,0.83,0.5,1,0.23,1,6,Slovenia
UMass-SemiMech,inc death,2,SI,8,3,1,4,0.99,1.13,0.33,1,0.44,1,6,Slovenia
USC-SIkJalpha,inc death,5,SI,13,4,1,8,NA,NA,0.33,0.67,0.3,1,6,Slovenia
LANL-GrowthRate,inc death,6,SI,11,3,5,3,NA,NA,0,1,-0.07,1,5,Slovenia
UMass-MechBayes,inc death,3,SI,6,4,0,2,0.75,0.95,0.8,1,0.2,1,5,Slovenia
UMass-SemiMech,inc death,3,SI,7,4,0,3,0.9,1.26,0.6,1,0.52,1,5,Slovenia
UMass-MechBayes,inc death,4,SI,9,6,0,3,0.93,2.11,0.75,1,0.32,1,4,Slovenia
UMass-SemiMech,inc death,4,SI,11,5,0,6,1.2,2.87,0.5,1,0.45,1,4,Slovenia
EuroCOVIDhub-baseline,inc case,1,SK,917,142,0,775,1,1,0,1,0.76,1,10,Slovakia
EuroCOVIDhub-ensemble,inc case,1,SK,536,426,0,110,0.55,0.36,0.9,1,0.26,1,10,Slovakia
IEM_Health-CovidProject,inc case,1,SK,941,772,0,168,1.01,0.78,0.6,1,0.37,1,10,Slovakia
ILM-EKF,inc case,1,SK,571,360,4,207,0.56,0.43,0.7,1,0.25,1,10,Slovakia
LANL-GrowthRate,inc case,1,SK,804,633,170,0,0.9,0.86,1,1,-0.34,1,10,Slovakia
USC-SIkJalpha,inc case,1,SK,1225,399,0,826,1.32,1.06,0,0.2,0.93,1,10,Slovakia
epiforecasts-EpiExpert,inc case,1,SK,599,190,42,367,0.61,0.57,0.3,0.6,0.48,1,10,Slovakia
epiforecasts-EpiNow2,inc case,1,SK,406,251,9,145,0.39,0.37,0.8,1,0.14,1,10,Slovakia
DSMPG-bayes,inc case,1,SK,422,250,32,140,0.47,0.42,0.62,1,0.04,1,8,Slovakia
EuroCOVIDhub-baseline,inc case,2,SK,1756,316,0,1440,1,1,0,0.89,0.78,1,9,Slovakia
EuroCOVIDhub-ensemble,inc case,2,SK,959,566,1,393,0.52,0.44,0.67,1,0.39,1,9,Slovakia
IEM_Health-CovidProject,inc case,2,SK,1447,1002,1,445,0.82,0.72,0.56,1,0.46,1,9,Slovakia
ILM-EKF,inc case,2,SK,1003,570,11,422,0.53,0.46,0.78,1,0.27,1,9,Slovakia
LANL-GrowthRate,inc case,2,SK,960,754,141,65,0.55,0.5,1,1,-0.2,1,9,Slovakia
USC-SIkJalpha,inc case,2,SK,2037,461,0,1576,1.12,0.82,0.11,0.33,0.87,1,9,Slovakia
epiforecasts-EpiExpert,inc case,2,SK,1228,281,103,844,0.66,0.6,0.22,0.67,0.54,1,9,Slovakia
epiforecasts-EpiNow2,inc case,2,SK,825,366,13,446,0.42,0.37,0.78,1,0.2,1,9,Slovakia
EuroCOVIDhub-baseline,inc case,3,SK,2695,461,0,2234,1,1,0,0.62,0.86,1,8,Slovakia
EuroCOVIDhub-ensemble,inc case,3,SK,1458,719,0,739,0.5,0.45,0.5,1,0.46,1,8,Slovakia
IEM_Health-CovidProject,inc case,3,SK,2023,1277,0,746,0.74,0.68,0.5,1,0.49,1,8,Slovakia
ILM-EKF,inc case,3,SK,1443,826,8,610,0.49,0.41,0.62,1,0.29,1,8,Slovakia
LANL-GrowthRate,inc case,3,SK,1131,847,23,261,0.42,0.3,0.88,1,0.01,1,8,Slovakia
USC-SIkJalpha,inc case,3,SK,2732,524,0,2208,0.95,0.71,0.12,0.38,0.88,1,8,Slovakia
epiforecasts-EpiExpert,inc case,3,SK,1960,374,98,1488,0.67,0.6,0.12,0.62,0.56,1,8,Slovakia
epiforecasts-EpiNow2,inc case,3,SK,1248,488,24,737,0.42,0.39,0.62,0.88,0.21,1,8,Slovakia
EuroCOVIDhub-baseline,inc case,4,SK,3595,582,0,3013,1,1,0,0.57,0.9,1,7,Slovakia
EuroCOVIDhub-ensemble,inc case,4,SK,1951,899,0,1053,0.5,0.46,0.57,1,0.51,1,7,Slovakia
IEM_Health-CovidProject,inc case,4,SK,2594,1600,0,994,0.71,0.63,0.57,1,0.44,1,7,Slovakia
ILM-EKF,inc case,4,SK,1862,1145,10,707,0.47,0.4,0.71,1,0.26,1,7,Slovakia
LANL-GrowthRate,inc case,4,SK,1513,986,0,526,0.41,0.32,0.71,1,0.34,1,7,Slovakia
UMass-SemiMech,inc case,1,SK,630,466,3,161,1.17,1.26,0.71,1,0.36,1,7,Slovakia
USC-SIkJalpha,inc case,4,SK,3442,624,0,2818,0.88,0.65,0.14,0.43,0.83,1,7,Slovakia
epiforecasts-EpiExpert,inc case,4,SK,2650,435,52,2163,0.66,0.62,0,0.57,0.64,1,7,Slovakia
epiforecasts-EpiNow2,inc case,4,SK,1535,570,33,931,0.38,0.37,0.71,0.86,0.19,1,7,Slovakia
LANL-GrowthRate,inc case,5,SK,2170,1147,0,1023,NA,NA,0.67,1,0.53,1,6,Slovakia
UMass-SemiMech,inc case,2,SK,942,563,12,366,1.12,1.3,0.33,1,0.48,1,6,Slovakia
USC-SIkJalpha,inc case,5,SK,4190,739,0,3451,NA,NA,0.17,0.5,0.8,1,6,Slovakia
LANL-GrowthRate,inc case,6,SK,2933,1339,0,1594,NA,NA,0,1,0.72,1,5,Slovakia
UMass-SemiMech,inc case,3,SK,1215,665,37,513,1.13,1.65,0.4,1,0.46,1,5,Slovakia
UMass-SemiMech,inc case,4,SK,1473,806,52,615,1.16,1.66,0.25,1,0.4,1,4,Slovakia
