model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-ensemble,inc death,4,PT,11,7,1,3,0.32,0.35,0.67,1,0.18,1,18,Portugal
IEM_Health-CovidProject,inc death,4,PT,11,3,8,1,0.32,0.44,0.39,0.94,-0.33,1,18,Portugal
ILM-EKF,inc death,4,PT,11,8,1,2,0.31,0.32,0.72,1,0.09,1,18,Portugal
LANL-GrowthRate,inc death,4,PT,17,2,12,4,0.37,0.42,0.18,0.53,0.04,1,17,Portugal
RobertWalraven-ESG,inc death,4,PT,12,6,6,0,0.34,0.41,0.72,0.94,-0.3,1,18,Portugal
UMass-MechBayes,inc death,1,PT,5,2,1,2,0.5,0.47,0.56,0.89,0.4,1,18,Portugal
USC-SIkJalpha,inc death,4,PT,15,2,7,6,0.43,0.48,0.17,0.33,0.08,1,18,Portugal
epiforecasts-EpiNow2,inc death,4,PT,19,10,1,7,0.54,0.6,0.44,0.94,0.28,1,18,Portugal
LANL-GrowthRate,inc death,5,PT,19,2,12,5,NA,NA,0.19,0.56,0.09,1,16,Portugal
UMass-MechBayes,inc death,2,PT,6,3,0,3,0.35,0.2,0.65,0.94,0.39,1,17,Portugal
USC-SIkJalpha,inc death,5,PT,17,2,9,6,NA,NA,0,0.29,0.06,1,17,Portugal
UMass-MechBayes,inc death,3,PT,9,4,0,5,0.35,0.2,0.5,0.94,0.44,1,16,Portugal
UMass-MechBayes,inc death,4,PT,11,5,1,5,0.34,0.25,0.67,0.93,0.37,1,15,Portugal
UMass-SemiMech,inc death,4,PT,13,6,1,7,0.4,0.28,0.53,0.8,0.42,1,15,Portugal
MUNI-ARIMA,inc death,1,PT,10,4,2,4,0.5,0.57,0.62,0.92,-0,1,13,Portugal
MUNI-ARIMA,inc death,2,PT,14,9,3,2,0.35,0.4,0.75,1,-0.08,1,12,Portugal
MUNI-ARIMA,inc death,3,PT,27,20,2,4,0.35,0.39,0.8,1,-0.02,1,10,Portugal
MUNI-ARIMA,inc death,4,PT,47,37,4,6,0.37,0.42,0.78,1,-0.07,1,9,Portugal
EuroCOVIDhub-baseline,inc case,1,RO,1767,344,393,1030,1,1,0.43,0.95,0.25,1,21,Romania
EuroCOVIDhub-ensemble,inc case,1,RO,934,498,23,413,0.5,0.57,0.43,1,0.26,1,21,Romania
IEM_Health-CovidProject,inc case,1,RO,1459,548,46,865,0.76,0.92,0.29,0.86,0.25,1,21,Romania
ILM-EKF,inc case,1,RO,1038,509,63,466,0.55,0.64,0.52,0.9,0.03,1,21,Romania
LANL-GrowthRate,inc case,1,RO,675,512,145,18,0.69,0.66,0.8,1,-0.33,1,20,Romania
USC-SIkJalpha,inc case,1,RO,1763,651,82,1030,0.94,0.79,0.33,0.33,0.41,1,21,Romania
epiforecasts-EpiNow2,inc case,1,RO,607,303,55,248,0.29,0.38,0.48,0.86,-0.03,1,21,Romania
EuroCOVIDhub-baseline,inc case,2,RO,3437,707,631,2099,1,1,0.5,0.8,0.27,1,20,Romania
EuroCOVIDhub-ensemble,inc case,2,RO,2099,800,62,1237,0.56,0.69,0.25,1,0.35,1,20,Romania
IEM_Health-CovidProject,inc case,2,RO,3196,847,157,2192,0.85,1,0.2,0.55,0.3,1,20,Romania
ILM-EKF,inc case,2,RO,2385,931,93,1361,0.6,0.75,0.4,0.9,0.08,1,20,Romania
LANL-GrowthRate,inc case,2,RO,1301,691,148,462,0.71,0.71,0.58,0.95,-0.15,1,19,Romania
USC-SIkJalpha,inc case,2,RO,2630,778,96,1756,0.72,0.67,0.25,0.35,0.36,1,20,Romania
epiforecasts-EpiNow2,inc case,2,RO,1603,615,98,890,0.39,0.51,0.35,0.75,-0.07,1,20,Romania
EuroCOVIDhub-baseline,inc case,3,RO,4969,999,610,3361,1,1,0.42,0.79,0.36,1,19,Romania
EuroCOVIDhub-ensemble,inc case,3,RO,3785,1233,47,2505,0.67,0.81,0.16,0.79,0.46,1,19,Romania
IEM_Health-CovidProject,inc case,3,RO,5464,1258,120,4086,0.98,1.14,0.26,0.42,0.38,1,19,Romania
ILM-EKF,inc case,3,RO,4327,1527,82,2718,0.71,0.9,0.53,0.84,0.13,1,19,Romania
LANL-GrowthRate,inc case,3,RO,2466,890,94,1483,0.81,0.8,0.56,0.89,0.13,1,18,Romania
USC-SIkJalpha,inc case,3,RO,3725,926,85,2713,0.69,0.67,0.16,0.26,0.41,1,19,Romania
epiforecasts-EpiNow2,inc case,3,RO,3205,1008,127,2070,0.53,0.7,0.32,0.74,-0.07,1,19,Romania
EuroCOVIDhub-baseline,inc case,4,RO,6334,1244,379,4711,1,1,0.5,0.78,0.41,1,18,Romania
EuroCOVIDhub-ensemble,inc case,4,RO,5992,1913,41,4039,0.8,0.99,0.11,0.67,0.58,1,18,Romania
IEM_Health-CovidProject,inc case,4,RO,8285,1828,65,6391,1.14,1.31,0.22,0.33,0.42,1,18,Romania
ILM-EKF,inc case,4,RO,6922,2377,83,4461,0.84,1.13,0.44,0.72,0.19,1,18,Romania
LANL-GrowthRate,inc case,4,RO,3968,1132,51,2785,0.94,0.93,0.29,0.76,0.4,1,17,Romania
USC-SIkJalpha,inc case,4,RO,5089,1204,82,3803,0.71,0.79,0.22,0.28,0.5,1,18,Romania
epiforecasts-EpiNow2,inc case,4,RO,5303,1484,110,3710,0.64,0.9,0.33,0.61,-0.04,1,18,Romania
LANL-GrowthRate,inc case,5,RO,5678,1382,35,4261,NA,NA,0.19,0.62,0.62,1,16,Romania
USC-SIkJalpha,inc case,5,RO,6542,1536,85,4921,NA,NA,0.18,0.29,0.48,1,17,Romania
UMass-SemiMech,inc case,4,RO,4990,1005,65,3920,0.94,0.93,0.13,0.4,0.49,1,15,Romania
MUNI-ARIMA,inc case,1,RO,154,124,13,17,0.69,0.66,0.92,1,-0.07,1,13,Romania
MUNI-ARIMA,inc case,2,RO,305,240,48,17,0.71,0.71,1,1,-0.19,1,12,Romania
RobertWalraven-ESG,inc case,1,RO,635,148,24,462,1.93,0.8,0.33,0.81,0.22,1,21,Romania
MUNI-ARIMA,inc case,3,RO,352,264,69,19,0.81,0.8,1,1,-0.25,1,10,Romania
RobertWalraven-ESG,inc case,2,RO,817,188,56,573,1.61,0.71,0.35,0.85,0.18,1,20,Romania
MUNI-ARIMA,inc case,4,RO,417,309,96,11,0.94,0.93,1,1,-0.32,1,9,Romania
RobertWalraven-ESG,inc case,3,RO,930,235,63,633,1.71,0.66,0.32,0.79,0.24,1,19,Romania
RobertWalraven-ESG,inc case,4,RO,1032,289,73,670,1.99,0.62,0.28,0.83,0.29,1,18,Romania
EuroCOVIDhub-baseline,inc death,1,RO,148,10,59,79,1,1,0.14,0.67,0.02,1,21,Romania
EuroCOVIDhub-ensemble,inc death,1,RO,100,22,62,16,0.67,0.7,0.48,0.76,-0.07,1,21,Romania
IEM_Health-CovidProject,inc death,1,RO,108,34,31,42,0.73,0.88,0.48,0.86,0.19,1,21,Romania
ILM-EKF,inc death,1,RO,116,41,60,14,0.78,0.74,0.52,0.81,-0.02,1,21,Romania
LANL-GrowthRate,inc death,1,RO,145,12,128,5,0.72,0.78,0.2,0.75,-0.47,1,20,Romania
RobertWalraven-ESG,inc death,1,RO,123,16,61,46,0.83,0.86,0.14,0.57,-0.03,1,21,Romania
USC-SIkJalpha,inc death,1,RO,145,18,71,56,0.98,0.92,0.24,0.29,0.12,1,21,Romania
epiforecasts-EpiNow2,inc death,1,RO,144,16,122,6,0.97,0.92,0.33,0.62,-0.29,1,21,Romania
EuroCOVIDhub-baseline,inc death,2,RO,207,19,73,115,1,1,0.1,0.6,0.02,1,20,Romania
EuroCOVIDhub-ensemble,inc death,2,RO,139,27,82,30,0.67,0.68,0.45,0.7,-0.13,1,20,Romania
IEM_Health-CovidProject,inc death,2,RO,191,52,52,87,0.92,1.03,0.3,0.7,0.3,1,20,Romania
ILM-EKF,inc death,2,RO,156,40,100,16,0.75,0.68,0.6,0.7,-0.16,1,20,Romania
Imperial-DeCa,inc death,1,RO,229,4,223,3,0.99,0.93,0.12,0.24,-0.62,1,17,Romania
Imperial-RtI0,inc death,1,RO,171,11,134,26,0.74,0.78,0.18,0.65,-0.21,1,17,Romania
Imperial-sbkp,inc death,1,RO,197,6,164,26,0.85,0.84,0.06,0.47,-0.35,1,17,Romania
LANL-GrowthRate,inc death,2,RO,152,16,131,5,0.84,0.81,0.37,0.58,-0.51,1,19,Romania
RobertWalraven-ESG,inc death,2,RO,213,19,111,84,1.03,0.97,0.2,0.4,-0.03,1,20,Romania
USC-SIkJalpha,inc death,2,RO,169,20,106,43,0.81,0.73,0.3,0.45,-0.1,1,20,Romania
epiforecasts-EpiNow2,inc death,2,RO,189,17,164,9,0.91,0.81,0.25,0.5,-0.3,1,20,Romania
EuroCOVIDhub-baseline,inc death,3,RO,283,25,96,161,1,1,0,0.42,0.12,1,19,Romania
EuroCOVIDhub-ensemble,inc death,3,RO,164,34,89,41,0.58,0.58,0.37,0.68,-0.1,1,19,Romania
IEM_Health-CovidProject,inc death,3,RO,271,75,60,137,0.96,1.08,0.32,0.68,0.3,1,19,Romania
ILM-EKF,inc death,3,RO,196,43,133,19,0.69,0.61,0.47,0.63,-0.22,1,19,Romania
LANL-GrowthRate,inc death,3,RO,194,19,171,4,0.78,0.73,0.33,0.72,-0.46,1,18,Romania
RobertWalraven-ESG,inc death,3,RO,306,22,161,123,1.08,1,0.16,0.26,-0.06,1,19,Romania
USC-SIkJalpha,inc death,3,RO,190,21,125,44,0.67,0.58,0.26,0.42,-0.09,1,19,Romania
epiforecasts-EpiNow2,inc death,3,RO,223,20,189,14,0.79,0.71,0.16,0.53,-0.27,1,19,Romania
EuroCOVIDhub-baseline,inc death,4,RO,351,30,109,212,1,1,0.06,0.28,0.1,1,18,Romania
EuroCOVIDhub-ensemble,inc death,4,RO,203,44,108,51,0.58,0.58,0.44,0.67,0.04,1,18,Romania
IEM_Health-CovidProject,inc death,4,RO,397,104,79,214,1.13,1.3,0.17,0.67,0.28,1,18,Romania
ILM-EKF,inc death,4,RO,229,52,157,20,0.65,0.58,0.39,0.61,-0.11,1,18,Romania
LANL-GrowthRate,inc death,4,RO,175,25,145,5,0.77,0.72,0.53,0.76,-0.38,1,17,Romania
RobertWalraven-ESG,inc death,4,RO,382,25,203,154,1.09,1.01,0.06,0.06,-0.05,1,18,Romania
UMass-MechBayes,inc death,1,RO,128,19,78,31,0.82,0.82,0.28,0.56,-0.14,1,18,Romania
USC-SIkJalpha,inc death,4,RO,219,25,153,41,0.62,0.51,0.44,0.44,-0.03,1,18,Romania
epiforecasts-EpiNow2,inc death,4,RO,246,29,195,23,0.7,0.64,0.17,0.5,-0.25,1,18,Romania
LANL-GrowthRate,inc death,5,RO,187,34,144,9,NA,NA,0.38,0.75,-0.21,1,16,Romania
UMass-MechBayes,inc death,2,RO,179,23,115,41,0.84,0.84,0.35,0.59,-0.2,1,17,Romania
USC-SIkJalpha,inc death,5,RO,248,31,174,44,NA,NA,0.18,0.35,0.06,1,17,Romania
UMass-MechBayes,inc death,3,RO,206,29,126,51,0.78,0.76,0.25,0.62,-0.31,1,16,Romania
UMass-MechBayes,inc death,4,RO,268,38,163,66,0.9,0.76,0.33,0.47,-0.15,1,15,Romania
UMass-SemiMech,inc death,4,RO,196,46,96,54,0.66,0.6,0.33,0.6,0.06,1,15,Romania
MUNI-ARIMA,inc death,1,RO,119,15,58,46,0.82,0.83,0.31,0.69,0.22,1,13,Romania
MUNI-ARIMA,inc death,2,RO,203,26,75,103,0.84,0.81,0.25,0.67,0.13,1,12,Romania
MUNI-ARIMA,inc death,3,RO,301,37,109,154,0.78,0.73,0.2,0.4,0.1,1,10,Romania
MUNI-ARIMA,inc death,4,RO,342,47,108,187,0.77,0.72,0,0.44,-0.03,1,9,Romania
EuroCOVIDhub-baseline,inc case,1,SE,2408,399,688,1320,1,1,0.29,0.9,0.24,1,21,Sweden
EuroCOVIDhub-ensemble,inc case,1,SE,2576,1469,531,575,1.02,0.93,0.67,0.9,-0.01,1,21,Sweden
IEM_Health-CovidProject,inc case,1,SE,2538,1198,281,1059,1.02,0.99,0.48,0.81,0.1,1,21,Sweden
ILM-EKF,inc case,1,SE,2085,750,462,873,0.84,0.94,0.48,0.81,-0.02,1,21,Sweden
LANL-GrowthRate,inc case,1,SE,3742,2251,701,790,1.03,1.06,0.65,0.9,-0.03,1,20,Sweden
USC-SIkJalpha,inc case,1,SE,2664,981,1063,620,1.04,1.07,0.52,0.57,-0.11,1,21,Sweden
epiforecasts-EpiNow2,inc case,1,SE,3352,2117,429,806,1.29,1.45,0.71,1,0.03,1,21,Sweden
EuroCOVIDhub-baseline,inc case,2,SE,4004,806,871,2327,1,1,0.35,0.95,0.18,1,20,Sweden
EuroCOVIDhub-ensemble,inc case,2,SE,3432,1921,573,938,0.82,0.73,0.6,0.9,-0.02,1,20,Sweden
IEM_Health-CovidProject,inc case,2,SE,4219,1715,507,1998,1.01,1,0.35,0.7,0.11,1,20,Sweden
ILM-EKF,inc case,2,SE,3033,1359,330,1345,0.71,0.72,0.5,0.8,0.03,1,20,Sweden
LANL-GrowthRate,inc case,2,SE,4257,2359,800,1097,0.85,0.87,0.53,0.95,0.02,1,19,Sweden
USC-SIkJalpha,inc case,2,SE,3602,1108,1505,989,0.81,0.88,0.45,0.55,-0.07,1,20,Sweden
epiforecasts-EpiNow2,inc case,2,SE,4113,2507,426,1181,0.96,1.02,0.5,1,-0.02,1,20,Sweden
EuroCOVIDhub-baseline,inc case,3,SE,5594,1159,950,3485,1,1,0.26,0.89,0.22,1,19,Sweden
EuroCOVIDhub-ensemble,inc case,3,SE,4395,2525,505,1365,0.74,0.68,0.63,0.89,0.09,1,19,Sweden
IEM_Health-CovidProject,inc case,3,SE,6286,2363,612,3311,1.06,1.04,0.26,0.68,0.19,1,19,Sweden
ILM-EKF,inc case,3,SE,4447,2152,288,2007,0.72,0.71,0.47,0.84,0.11,1,19,Sweden
LANL-GrowthRate,inc case,3,SE,4806,2493,929,1384,0.81,0.81,0.33,0.89,0.08,1,18,Sweden
USC-SIkJalpha,inc case,3,SE,4264,1235,1744,1285,0.68,0.74,0.42,0.58,-0.11,1,19,Sweden
epiforecasts-EpiNow2,inc case,3,SE,5306,2908,537,1861,0.88,0.9,0.47,0.95,-0.03,1,19,Sweden
EuroCOVIDhub-baseline,inc case,4,SE,7270,1467,971,4832,1,1,0.33,0.78,0.29,1,18,Sweden
EuroCOVIDhub-ensemble,inc case,4,SE,6028,3345,597,2086,0.79,0.75,0.44,0.83,0.16,1,18,Sweden
IEM_Health-CovidProject,inc case,4,SE,8817,3223,743,4851,1.13,1.19,0.39,0.72,0.19,1,18,Sweden
ILM-EKF,inc case,4,SE,6710,3174,441,3096,0.82,0.9,0.39,0.78,0.15,1,18,Sweden
LANL-GrowthRate,inc case,4,SE,5955,2678,1122,2156,0.81,0.84,0.41,0.88,0.2,1,17,Sweden
USC-SIkJalpha,inc case,4,SE,5088,1454,1738,1895,0.63,0.71,0.33,0.5,-0.06,1,18,Sweden
epiforecasts-EpiNow2,inc case,4,SE,6548,3141,781,2626,0.86,0.87,0.33,0.78,-0.02,1,18,Sweden
LANL-GrowthRate,inc case,5,SE,7054,2919,1276,2859,NA,NA,0.38,0.81,0.29,1,16,Sweden
USC-SIkJalpha,inc case,5,SE,6018,1645,1923,2451,NA,NA,0.41,0.53,0.03,1,17,Sweden
UMass-SemiMech,inc case,4,SE,13826,9327,2584,1915,0.81,0.84,0.64,0.86,0.18,1,14,Sweden
MUNI-ARIMA,inc case,1,SE,3138,369,790,1979,1.03,1.06,0.38,0.69,0.16,1,13,Sweden
MUNI-ARIMA,inc case,2,SE,4748,699,695,3355,0.85,0.87,0.33,0.67,0.06,1,12,Sweden
RobertWalraven-ESG,inc case,1,SE,1744,235,619,890,0.99,1.03,0.43,0.71,-0.37,1,21,Sweden
MUNI-ARIMA,inc case,3,SE,5876,859,525,4493,0.81,0.81,0.3,0.6,-0.14,1,10,Sweden
RobertWalraven-ESG,inc case,2,SE,2215,280,563,1372,0.85,0.91,0.3,0.65,-0.33,1,20,Sweden
MUNI-ARIMA,inc case,4,SE,7474,972,1029,5473,0.81,0.84,0.22,0.56,-0.15,1,9,Sweden
RobertWalraven-ESG,inc case,3,SE,2407,318,709,1380,0.82,0.82,0.11,0.68,-0.36,1,19,Sweden
RobertWalraven-ESG,inc case,4,SE,2702,361,578,1763,0.72,0.71,0.22,0.78,-0.32,1,18,Sweden
EuroCOVIDhub-baseline,inc death,1,SE,17,10,2,4,1,1,0.81,1,0.16,1,21,Sweden
EuroCOVIDhub-ensemble,inc death,1,SE,15,9,1,6,0.92,0.95,0.62,0.95,0.35,1,21,Sweden
IEM_Health-CovidProject,inc death,1,SE,21,10,5,5,1.23,1.51,0.57,0.95,0.08,1,21,Sweden
ILM-EKF,inc death,1,SE,18,13,1,4,1.06,0.85,0.76,0.95,0.14,1,21,Sweden
LANL-GrowthRate,inc death,1,SE,17,4,1,11,0.93,0.91,0.25,0.9,0.54,1,20,Sweden
RobertWalraven-ESG,inc death,1,SE,12,6,5,1,0.69,0.72,0.76,0.86,-0.19,1,21,Sweden
USC-SIkJalpha,inc death,1,SE,14,5,4,5,0.84,0.7,0.38,0.52,0.19,1,21,Sweden
epiforecasts-EpiNow2,inc death,1,SE,22,11,1,9,0.93,0.91,0.53,1,0.29,1,17,Sweden
EuroCOVIDhub-baseline,inc death,2,SE,24,19,1,4,1,1,0.95,1,0.14,1,20,Sweden
EuroCOVIDhub-ensemble,inc death,2,SE,20,12,1,7,0.84,1.13,0.65,0.95,0.41,1,20,Sweden
IEM_Health-CovidProject,inc death,2,SE,28,14,6,8,1.17,1.78,0.35,0.95,0.22,1,20,Sweden
ILM-EKF,inc death,2,SE,20,15,1,4,0.84,0.89,0.9,0.95,0.2,1,20,Sweden
LANL-GrowthRate,inc death,2,SE,17,5,0,12,0.79,0.99,0.26,0.95,0.67,1,19,Sweden
RobertWalraven-ESG,inc death,2,SE,13,7,5,1,0.56,0.71,0.75,0.95,-0.16,1,20,Sweden
USC-SIkJalpha,inc death,2,SE,16,6,3,7,0.67,0.75,0.6,0.7,0.22,1,20,Sweden
epiforecasts-EpiNow2,inc death,2,SE,35,19,0,15,0.79,0.99,0.69,1,0.4,1,16,Sweden
EuroCOVIDhub-baseline,inc death,3,SE,30,25,1,4,1,1,1,1,0.15,1,19,Sweden
EuroCOVIDhub-ensemble,inc death,3,SE,24,15,0,9,0.81,1.02,0.63,0.95,0.42,1,19,Sweden
IEM_Health-CovidProject,inc death,3,SE,42,20,8,14,1.41,2.11,0.42,0.95,0.2,1,19,Sweden
ILM-EKF,inc death,3,SE,23,17,0,5,0.77,0.82,0.84,0.95,0.25,1,19,Sweden
LANL-GrowthRate,inc death,3,SE,16,6,0,11,0.76,0.91,0.22,0.89,0.68,1,18,Sweden
RobertWalraven-ESG,inc death,3,SE,16,8,6,2,0.55,0.67,0.74,0.95,-0.17,1,19,Sweden
USC-SIkJalpha,inc death,3,SE,15,7,1,7,0.52,0.53,0.42,0.53,0.28,1,19,Sweden
EuroCOVIDhub-baseline,inc death,4,SE,36,29,1,6,1,1,1,1,0.17,1,18,Sweden
EuroCOVIDhub-ensemble,inc death,4,SE,31,19,1,11,0.86,0.99,0.44,0.94,0.51,1,18,Sweden
IEM_Health-CovidProject,inc death,4,SE,57,29,8,20,1.59,2.1,0.28,0.94,0.27,1,18,Sweden
ILM-EKF,inc death,4,SE,28,20,0,8,0.79,0.85,0.83,0.94,0.29,1,18,Sweden
LANL-GrowthRate,inc death,4,SE,24,7,1,17,0.76,0.87,0.12,0.71,0.69,1,17,Sweden
RobertWalraven-ESG,inc death,4,SE,17,10,5,2,0.47,0.56,0.78,1,-0.11,1,18,Sweden
USC-SIkJalpha,inc death,4,SE,17,8,2,7,0.49,0.49,0.56,0.67,0.28,1,18,Sweden
LANL-GrowthRate,inc death,5,SE,25,8,1,17,NA,NA,0.38,0.81,0.6,1,16,Sweden
UMass-MechBayes,inc death,1,SE,53,14,1,38,0.93,0.91,0.24,0.82,0.68,1,17,Sweden
USC-SIkJalpha,inc death,5,SE,20,10,2,8,NA,NA,0.59,0.76,0.11,1,17,Sweden
UMass-MechBayes,inc death,2,SE,60,18,1,42,0.79,0.99,0.31,0.81,0.61,1,16,Sweden
UMass-MechBayes,inc death,3,SE,63,23,1,40,0.76,0.91,0.2,0.93,0.65,1,15,Sweden
UMass-MechBayes,inc death,4,SE,74,32,1,41,0.92,1.14,0.36,0.86,0.62,1,14,Sweden
UMass-SemiMech,inc death,4,SE,50,28,0,22,0.62,0.66,0.29,0.93,0.68,1,14,Sweden
MUNI-ARIMA,inc death,1,SE,13,6,0,7,0.93,0.91,0.54,0.92,0.37,1,13,Sweden
MUNI-ARIMA,inc death,2,SE,20,9,0,11,0.79,0.99,0.25,1,0.62,1,12,Sweden
MUNI-ARIMA,inc death,3,SE,29,11,0,19,0.76,0.91,0.2,1,0.69,1,10,Sweden
MUNI-ARIMA,inc death,4,SE,38,13,0,25,0.76,0.87,0.11,0.89,0.8,1,9,Sweden
EuroCOVIDhub-baseline,inc case,1,SI,363,75,84,205,1,1,0.19,1,0.31,1,21,Slovenia
EuroCOVIDhub-ensemble,inc case,1,SI,307,175,45,87,0.83,0.85,0.52,0.9,0.11,1,21,Slovenia
IEM_Health-CovidProject,inc case,1,SI,407,237,63,108,1.08,1.2,0.57,0.95,0.07,1,21,Slovenia
ILM-EKF,inc case,1,SI,369,161,84,124,0.99,1.13,0.33,0.95,0.03,1,21,Slovenia
LANL-GrowthRate,inc case,1,SI,417,253,158,6,1.03,1.08,0.6,0.95,-0.34,1,20,Slovenia
USC-SIkJalpha,inc case,1,SI,380,145,43,191,1.02,1.04,0.43,0.62,0.19,1,21,Slovenia
epiforecasts-EpiNow2,inc case,1,SI,418,129,46,242,1.22,1.13,0.48,0.76,0.04,1,21,Slovenia
EuroCOVIDhub-baseline,inc case,2,SI,589,161,107,320,1,1,0.35,1,0.29,1,20,Slovenia
EuroCOVIDhub-ensemble,inc case,2,SI,694,285,96,313,1.23,1.23,0.4,0.9,0.15,1,20,Slovenia
IEM_Health-CovidProject,inc case,2,SI,662,316,119,226,1.06,1.19,0.25,0.8,0.11,1,20,Slovenia
ILM-EKF,inc case,2,SI,595,243,136,216,0.94,1.07,0.25,0.85,0.07,1,20,Slovenia
LANL-GrowthRate,inc case,2,SI,544,309,200,34,1.25,1.34,0.58,0.95,-0.21,1,19,Slovenia
USC-SIkJalpha,inc case,2,SI,653,160,147,345,1.04,1,0.2,0.35,0.16,1,20,Slovenia
epiforecasts-EpiNow2,inc case,2,SI,1909,467,122,1320,3.74,3.15,0.25,0.65,0.01,1,20,Slovenia
EuroCOVIDhub-baseline,inc case,3,SI,818,240,117,460,1,1,0.21,1,0.35,1,19,Slovenia
EuroCOVIDhub-ensemble,inc case,3,SI,1251,356,130,765,1.68,1.44,0.26,0.89,0.25,1,19,Slovenia
IEM_Health-CovidProject,inc case,3,SI,949,410,173,366,1.08,1.19,0.21,0.84,0.18,1,19,Slovenia
ILM-EKF,inc case,3,SI,816,343,165,307,0.9,1.02,0.42,0.84,0.13,1,19,Slovenia
LANL-GrowthRate,inc case,3,SI,646,347,193,106,1.39,1.4,0.56,0.94,-0.05,1,18,Slovenia
USC-SIkJalpha,inc case,3,SI,903,174,219,510,1.02,0.92,0.32,0.37,0.29,1,19,Slovenia
epiforecasts-EpiNow2,inc case,3,SI,4525,497,154,3874,6.58,4.66,0.32,0.68,0.09,1,19,Slovenia
EuroCOVIDhub-baseline,inc case,4,SI,1005,314,91,599,1,1,0.28,1,0.39,1,18,Slovenia
EuroCOVIDhub-ensemble,inc case,4,SI,928,410,137,380,0.85,0.94,0.28,0.94,0.28,1,18,Slovenia
IEM_Health-CovidProject,inc case,4,SI,1249,530,191,527,1.15,1.2,0.22,0.78,0.31,1,18,Slovenia
ILM-EKF,inc case,4,SI,1050,464,165,421,0.91,1.02,0.33,0.94,0.24,1,18,Slovenia
LANL-GrowthRate,inc case,4,SI,736,389,155,191,0.93,0.97,0.47,0.94,0.08,1,17,Slovenia
USC-SIkJalpha,inc case,4,SI,1114,199,223,692,0.99,0.95,0.22,0.28,0.31,1,18,Slovenia
epiforecasts-EpiNow2,inc case,4,SI,836,276,165,394,0.71,0.8,0.28,0.72,0.05,1,18,Slovenia
LANL-GrowthRate,inc case,5,SI,855,453,67,336,NA,NA,0.5,1,0.31,1,16,Slovenia
USC-SIkJalpha,inc case,5,SI,1310,223,184,902,NA,NA,0.18,0.24,0.38,1,17,Slovenia
UMass-SemiMech,inc case,4,SI,1161,491,44,626,0.93,0.97,0.27,0.8,0.41,1,15,Slovenia
MUNI-ARIMA,inc case,1,SI,183,90,17,77,1.03,1.08,0.54,1,0.21,1,13,Slovenia
MUNI-ARIMA,inc case,2,SI,367,194,27,145,1.25,1.34,0.5,1,0.15,1,12,Slovenia
RobertWalraven-ESG,inc case,1,SI,225,57,31,138,1.06,1.15,0.29,0.76,0.17,1,21,Slovenia
MUNI-ARIMA,inc case,3,SI,419,237,39,143,1.39,1.4,0.3,1,0.15,1,10,Slovenia
RobertWalraven-ESG,inc case,2,SI,297,70,51,176,0.79,1.15,0.1,0.85,0.15,1,20,Slovenia
MUNI-ARIMA,inc case,4,SI,515,285,59,172,0.93,0.97,0.44,1,0.12,1,9,Slovenia
RobertWalraven-ESG,inc case,3,SI,352,83,68,201,0.67,1.02,0.05,0.79,0.18,1,19,Slovenia
RobertWalraven-ESG,inc case,4,SI,384,100,60,223,1.01,0.93,0.17,0.78,0.24,1,18,Slovenia
EuroCOVIDhub-baseline,inc death,1,SI,5,2,1,2,1,1,0.52,1,0.16,1,21,Slovenia
EuroCOVIDhub-ensemble,inc death,1,SI,4,2,1,1,0.78,0.84,0.71,0.95,0.09,1,21,Slovenia
IEM_Health-CovidProject,inc death,1,SI,4,2,1,1,0.95,1.02,0.62,0.86,-0.01,1,21,Slovenia
ILM-EKF,inc death,1,SI,6,5,0,1,1.23,0.76,0.9,0.95,0.08,1,21,Slovenia
LANL-GrowthRate,inc death,1,SI,4,1,1,2,0.92,0.91,0.4,0.9,0.32,1,20,Slovenia
RobertWalraven-ESG,inc death,1,SI,4,2,1,1,0.9,0.95,0.67,1,-0.07,1,21,Slovenia
USC-SIkJalpha,inc death,1,SI,4,1,1,2,0.8,0.85,0.52,0.62,0.16,1,21,Slovenia
epiforecasts-EpiNow2,inc death,1,SI,4,2,1,2,0.93,1.06,0.57,1,0.16,1,21,Slovenia
EuroCOVIDhub-baseline,inc death,2,SI,7,4,1,2,1,1,0.8,1,0.16,1,20,Slovenia
EuroCOVIDhub-ensemble,inc death,2,SI,5,2,1,1,0.67,0.74,0.65,0.95,0.19,1,20,Slovenia
IEM_Health-CovidProject,inc death,2,SI,6,2,2,2,0.96,1.12,0.55,0.85,0.05,1,20,Slovenia
ILM-EKF,inc death,2,SI,6,5,0,1,0.89,0.63,0.95,0.95,0.1,1,20,Slovenia
LANL-GrowthRate,inc death,2,SI,7,2,1,4,0.78,0.82,0.26,0.68,0.41,1,19,Slovenia
RobertWalraven-ESG,inc death,2,SI,5,2,3,1,0.8,0.85,0.65,0.95,-0.13,1,20,Slovenia
USC-SIkJalpha,inc death,2,SI,4,1,1,2,0.66,0.75,0.4,0.65,0.26,1,20,Slovenia
epiforecasts-EpiNow2,inc death,2,SI,5,2,0,2,0.76,0.87,0.65,1,0.23,1,20,Slovenia
EuroCOVIDhub-baseline,inc death,3,SI,8,6,0,2,1,1,0.95,1,0.2,1,19,Slovenia
