model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc case,1,PL,8431,3122,1363,3946,0.74,10410,0.83,0.23,0.46,0.25,1,26,Poland
epiforecasts-EpiNow2,inc case,1,PL,3045,1257,341,1447,0.24,4976,0.38,0.54,0.96,-0.06,1,26,Poland
EuroCOVIDhub-baseline,inc case,2,PL,17382,2156,5609,9618,1,22666,1,0.56,0.72,0.19,1,25,Poland
EuroCOVIDhub-ensemble,inc case,2,PL,10804,3144,562,7098,0.43,16981,0.63,0.52,0.84,0.31,1,25,Poland
IEM_Health-CovidProject,inc case,2,PL,19872,4028,697,15147,0.78,28882,1.1,0.28,0.56,0.2,1,25,Poland
ILM-EKF,inc case,2,PL,11089,3615,107,7367,0.42,15546,0.56,0.52,0.96,-0.07,1,25,Poland
ITWW-county_repro,inc case,2,PL,21376,849,1,20525,0.7,23915,0.82,0.24,0.64,0.64,1,25,Poland
LANL-GrowthRate,inc case,2,PL,8817,3370,1132,4315,0.34,13950,0.52,0.54,0.96,-0.21,1,24,Poland
MOCOS-agent1,inc case,2,PL,4387,2533,382,1473,0.21,6250,0.28,0.6,0.92,0.06,1,25,Poland
USC-SIkJalpha,inc case,2,PL,13591,3760,2197,7634,0.59,17849,0.69,0.24,0.36,0.04,1,25,Poland
epiforecasts-EpiExpert,inc case,2,PL,10242,1721,1299,7221,0.41,14586,0.56,0.25,0.75,0.3,1,24,Poland
epiforecasts-EpiNow2,inc case,2,PL,7870,2669,289,4911,0.31,10343,0.42,0.44,0.88,-0.09,1,25,Poland
EuroCOVIDhub-baseline,inc case,3,PL,23444,3246,6186,14012,1,29752,1,0.58,0.75,0.25,1,24,Poland
EuroCOVIDhub-ensemble,inc case,3,PL,18484,4303,602,13579,0.47,26844,0.66,0.38,0.71,0.41,1,24,Poland
IEM_Health-CovidProject,inc case,3,PL,35144,6327,1157,27661,0.9,50146,1.29,0.29,0.46,0.2,1,24,Poland
ILM-EKF,inc case,3,PL,21706,6776,114,14815,0.46,30767,0.67,0.5,0.83,-0.05,1,24,Poland
ITWW-county_repro,inc case,3,PL,36370,1466,3,34900,0.69,40644,0.87,0.25,0.58,0.62,1,24,Poland
LANL-GrowthRate,inc case,3,PL,14761,4282,1430,9049,0.36,24084,0.57,0.35,0.91,-0.06,1,23,Poland
MOCOS-agent1,inc case,3,PL,5478,3042,274,2161,0.19,7855,0.27,0.58,0.79,0.2,1,24,Poland
USC-SIkJalpha,inc case,3,PL,17530,4500,2065,10964,0.52,24521,0.67,0.21,0.42,0.06,1,24,Poland
epiforecasts-EpiExpert,inc case,3,PL,18257,2375,1930,13953,0.49,24436,0.66,0.22,0.7,0.38,1,23,Poland
epiforecasts-EpiNow2,inc case,3,PL,14139,4261,345,9533,0.36,19231,0.51,0.33,0.83,-0.07,1,24,Poland
EuroCOVIDhub-baseline,inc case,4,PL,27279,4160,4361,18758,1,34932,1,0.52,0.78,0.28,1,23,Poland
EuroCOVIDhub-ensemble,inc case,4,PL,26619,5975,309,20334,0.53,38210,0.76,0.35,0.57,0.47,1,23,Poland
IEM_Health-CovidProject,inc case,4,PL,53360,9675,707,42978,1.07,75578,1.54,0.22,0.43,0.16,1,23,Poland
ILM-EKF,inc case,4,PL,36780,11994,139,24647,0.51,52923,0.77,0.39,0.78,-0.05,1,23,Poland
ITWW-county_repro,inc case,4,PL,58086,2415,6,55665,0.79,65174,1.01,0.22,0.52,0.6,1,23,Poland
LANL-GrowthRate,inc case,4,PL,18847,5275,742,12831,0.4,28662,0.6,0.45,0.86,0.14,1,22,Poland
MOCOS-agent1,inc case,4,PL,6430,3513,30,2887,0.18,11984,0.33,0.48,0.83,0.25,1,23,Poland
USC-SIkJalpha,inc case,4,PL,20110,5923,544,13642,0.51,28024,0.63,0.17,0.3,0.08,1,23,Poland
epiforecasts-EpiExpert,inc case,4,PL,23907,3130,1510,19267,0.53,31622,0.69,0.27,0.45,0.49,1,22,Poland
epiforecasts-EpiNow2,inc case,4,PL,20934,5750,241,14943,0.38,29537,0.57,0.39,0.74,-0.06,1,23,Poland
LANL-GrowthRate,inc case,5,PL,23025,5883,107,17034,NA,33562,NA,0.33,0.76,0.3,1,21,Poland
USC-SIkJalpha,inc case,5,PL,24551,7571,225,16756,NA,33333,NA,0.14,0.23,0.11,1,22,Poland
LANL-GrowthRate,inc case,6,PL,27217,6608,34,20574,NA,39034,NA,0.3,0.6,0.46,1,20,Poland
PL_GRedlarski-DistrictsSum,inc case,1,PL,554,157,138,260,0.27,855,0.34,0.5,0.94,-0.04,1,18,Poland
MUNI-ARIMA,inc case,1,PL,521,482,19,20,0.38,350,0.22,0.94,1,0.04,1,18,Poland
PL_GRedlarski-DistrictsSum,inc case,2,PL,992,231,210,550,0.34,1442,0.42,0.41,0.88,-0.13,1,17,Poland
MUNI-ARIMA,inc case,2,PL,1089,990,71,28,0.57,898,0.38,1,1,-0.05,1,17,Poland
PL_GRedlarski-DistrictsSum,inc case,3,PL,1278,289,98,890,0.39,1866,0.51,0.5,0.88,-0.08,1,16,Poland
epiforecasts-EpiExpert_Rt,inc case,4,PL,3610,874,364,2371,0.46,5261,0.65,0.44,0.62,-0.11,1,16,Poland
epiforecasts-EpiExpert_direct,inc case,3,PL,1972,408,47,1518,0.84,2901,1.07,0.07,0.53,0.55,1,15,Poland
PL_GRedlarski-DistrictsSum,inc case,4,PL,1626,364,86,1175,0.43,2366,0.59,0.33,0.8,0.02,1,15,Poland
RobertWalraven-ESG,inc case,1,PL,959,742,22,195,1.01,9320,0.76,0.69,0.92,0.03,1,26,Poland
epiforecasts-EpiExpert_direct,inc case,4,PL,2957,622,35,2300,1.1,4202,1.4,0.07,0.29,0.63,1,14,Poland
MUNI-ARIMA,inc case,3,PL,1334,1233,81,20,0.67,848,0.38,1,1,-0.11,1,15,Poland
RobertWalraven-ESG,inc case,2,PL,1065,862,24,178,0.82,17126,0.68,0.68,0.76,0.01,1,25,Poland
MUNI-ARIMA,inc case,4,PL,1741,1634,101,7,0.81,779,0.31,1,1,-0.19,1,14,Poland
RobertWalraven-ESG,inc case,3,PL,1170,977,30,162,0.74,21305,0.59,0.67,0.79,0.02,1,24,Poland
RobertWalraven-ESG,inc case,4,PL,1291,1109,42,140,0.8,22504,0.49,0.65,0.83,0.01,1,23,Poland
Karlen-pypm,inc case,1,PL,90,70,9,10,0.32,112,0.35,1,1,0.01,1,7,Poland
Karlen-pypm,inc case,2,PL,106,82,8,15,0.25,143,0.33,0.83,1,0.08,1,6,Poland
Karlen-pypm,inc case,3,PL,128,97,14,16,0.23,167,0.33,0.8,1,0.12,1,5,Poland
Karlen-pypm,inc case,4,PL,160,114,26,21,0.23,228,0.35,0.75,1,0.05,1,4,Poland
EuroCOVIDhub-baseline,inc death,1,PL,158,24,51,82,1,224,1,0.42,0.88,0.15,1,26,Poland
EuroCOVIDhub-ensemble,inc death,1,PL,65,51,7,7,0.38,74,0.34,0.69,1,0.05,1,26,Poland
IEM_Health-CovidProject,inc death,1,PL,172,110,16,46,0.95,243,1.05,0.58,0.96,0.16,1,26,Poland
ILM-EKF,inc death,1,PL,77,64,8,5,0.46,81,0.37,0.88,1,0.02,1,26,Poland
ITWW-county_repro,inc death,1,PL,181,6,107,68,0.97,200,0.84,0.19,0.35,0.19,1,26,Poland
LANL-GrowthRate,inc death,1,PL,64,23,38,3,0.38,96,0.43,0.32,0.76,-0.27,1,25,Poland
MOCOS-agent1,inc death,1,PL,57,36,12,8,0.34,71,0.33,0.69,0.96,0.07,1,26,Poland
RobertWalraven-ESG,inc death,1,PL,141,26,33,82,0.84,189,0.85,0.54,0.81,0.1,1,26,Poland
USC-SIkJalpha,inc death,1,PL,140,53,21,66,0.84,130,0.63,0.27,0.35,0.37,1,26,Poland
epiforecasts-EpiNow2,inc death,1,PL,121,63,20,37,0.69,160,0.72,0.5,0.96,0.04,1,26,Poland
EuroCOVIDhub-baseline,inc death,2,PL,311,49,93,169,1,431,1,0.48,0.72,0.18,1,25,Poland
EuroCOVIDhub-ensemble,inc death,2,PL,88,68,2,18,0.26,95,0.24,0.76,1,0.18,1,25,Poland
IEM_Health-CovidProject,inc death,2,PL,298,161,25,112,0.84,449,1.01,0.44,0.92,0.29,1,25,Poland
ILM-EKF,inc death,2,PL,116,76,14,26,0.34,181,0.4,0.68,1,0.02,1,25,Poland
ITWW-county_repro,inc death,2,PL,265,10,110,144,0.74,298,0.67,0.12,0.32,0.18,1,25,Poland
LANL-GrowthRate,inc death,2,PL,115,35,76,5,0.33,170,0.39,0.25,0.79,-0.28,1,24,Poland
MOCOS-agent1,inc death,2,PL,71,44,21,7,0.21,94,0.23,0.64,0.96,-0.08,1,25,Poland
RobertWalraven-ESG,inc death,2,PL,271,32,92,147,0.76,337,0.75,0.48,0.64,0.1,1,25,Poland
USC-SIkJalpha,inc death,2,PL,137,67,17,52,0.41,186,0.44,0.36,0.48,0.34,1,25,Poland
epiforecasts-EpiExpert,inc death,2,PL,148,39,43,66,0.44,227,0.53,0.32,0.8,0.1,1,25,Poland
epiforecasts-EpiNow2,inc death,2,PL,187,65,26,96,0.53,260,0.59,0.32,0.84,0.03,1,25,Poland
EuroCOVIDhub-baseline,inc death,3,PL,476,69,138,269,1,643,1,0.38,0.62,0.23,1,24,Poland
EuroCOVIDhub-ensemble,inc death,3,PL,120,86,2,32,0.22,158,0.24,0.88,1,0.27,1,24,Poland
IEM_Health-CovidProject,inc death,3,PL,469,224,42,203,0.85,717,1.05,0.42,0.92,0.37,1,24,Poland
ILM-EKF,inc death,3,PL,191,101,14,76,0.31,324,0.41,0.54,1,-0.01,1,24,Poland
ITWW-county_repro,inc death,3,PL,359,18,84,257,0.61,413,0.57,0.12,0.25,0.17,1,24,Poland
LANL-GrowthRate,inc death,3,PL,158,45,109,4,0.26,249,0.32,0.3,0.78,-0.25,1,23,Poland
MIT_CovidAnalytics-DELPHI,inc death,3,PL,261,99,96,66,0.46,409,0.56,0.67,0.88,0.03,1,24,Poland
MOCOS-agent1,inc death,3,PL,79,55,21,4,0.14,110,0.16,0.62,1,-0.18,1,24,Poland
RobertWalraven-ESG,inc death,3,PL,417,39,166,213,0.72,498,0.72,0.5,0.67,0.11,1,24,Poland
USC-SIkJalpha,inc death,3,PL,171,81,4,86,0.3,252,0.35,0.33,0.46,0.5,1,24,Poland
epiforecasts-EpiExpert,inc death,3,PL,216,50,55,111,0.4,318,0.47,0.25,0.79,0.27,1,24,Poland
epiforecasts-EpiNow2,inc death,3,PL,280,75,39,165,0.47,401,0.56,0.33,0.79,0.02,1,24,Poland
EuroCOVIDhub-baseline,inc death,4,PL,616,85,163,369,1,817,1,0.39,0.61,0.29,1,23,Poland
EuroCOVIDhub-ensemble,inc death,4,PL,180,111,2,68,0.24,275,0.3,0.65,1,0.37,1,23,Poland
IEM_Health-CovidProject,inc death,4,PL,678,304,55,319,0.91,1033,1.14,0.39,0.78,0.42,1,23,Poland
ILM-EKF,inc death,4,PL,333,152,10,171,0.33,541,0.43,0.61,1,-0.06,1,23,Poland
ITWW-county_repro,inc death,4,PL,530,31,42,457,0.57,618,0.55,0.22,0.48,0.25,1,23,Poland
LANL-GrowthRate,inc death,4,PL,201,58,124,20,0.23,319,0.28,0.36,0.82,-0.12,1,22,Poland
MIT_CovidAnalytics-DELPHI,inc death,4,PL,352,116,141,95,0.44,538,0.54,0.57,0.83,0.03,1,23,Poland
MOCOS-agent1,inc death,4,PL,82,68,13,1,0.1,102,0.1,0.83,1,-0.22,1,23,Poland
RobertWalraven-ESG,inc death,4,PL,547,45,223,279,0.72,640,0.71,0.48,0.61,0.18,1,23,Poland
UMass-MechBayes,inc death,1,PL,77,60,4,13,0.45,88,0.45,0.7,1,0.02,1,23,Poland
USC-SIkJalpha,inc death,4,PL,241,112,1,128,0.29,339,0.33,0.35,0.39,0.61,1,23,Poland
epiforecasts-EpiExpert,inc death,4,PL,293,67,60,167,0.41,447,0.51,0.22,0.78,0.52,1,23,Poland
epiforecasts-EpiNow2,inc death,4,PL,399,99,37,262,0.47,574,0.55,0.35,0.78,-0.01,1,23,Poland
LANL-GrowthRate,inc death,5,PL,240,72,141,27,NA,360,NA,0.48,0.95,0.09,1,21,Poland
UMass-MechBayes,inc death,2,PL,84,64,1,19,0.25,95,0.26,0.82,1,0.1,1,22,Poland
USC-SIkJalpha,inc death,5,PL,358,154,2,202,NA,499,NA,0.36,0.59,0.42,1,22,Poland
LANL-GrowthRate,inc death,6,PL,306,87,145,74,NA,477,NA,0.4,0.95,0.28,1,20,Poland
UMass-MechBayes,inc death,3,PL,117,67,2,48,0.24,187,0.32,0.81,1,0.13,1,21,Poland
UMass-MechBayes,inc death,4,PL,190,79,1,110,0.28,314,0.38,0.6,1,0.23,1,20,Poland
MUNI-ARIMA,inc death,1,PL,43,18,9,16,0.53,65,0.53,0.67,0.94,0.15,1,18,Poland
MUNI-ARIMA,inc death,2,PL,66,31,14,22,0.52,97,0.56,0.71,0.94,-0,1,17,Poland
epiforecasts-EpiExpert_Rt,inc death,4,PL,64,22,36,6,0.31,81,0.32,0.19,0.62,-0.08,1,16,Poland
epiforecasts-EpiExpert_direct,inc death,3,PL,119,19,0,99,0.75,161,0.81,0.19,0.69,0.62,1,16,Poland
epiforecasts-EpiExpert_direct,inc death,4,PL,155,25,0,131,0.91,212,1.02,0.07,0.6,0.83,1,15,Poland
MUNI-ARIMA,inc death,3,PL,80,34,13,32,0.75,113,0.85,0.8,1,-0.1,1,15,Poland
MUNI-ARIMA,inc death,4,PL,96,42,12,41,0.92,123,0.92,0.79,0.93,-0.17,1,14,Poland
Karlen-pypm,inc death,1,PL,4,2,1,1,0.38,8,0.45,0.71,1,0.16,1,7,Poland
Karlen-pypm,inc death,2,PL,6,3,1,3,0.34,10,0.41,0.5,1,0.21,1,6,Poland
Karlen-pypm,inc death,3,PL,9,3,1,4,0.38,15,0.56,0.4,1,0.23,1,5,Poland
Karlen-pypm,inc death,4,PL,13,4,2,7,0.43,22,0.72,0,1,0.48,1,4,Poland
EuroCOVIDhub-baseline,inc case,1,PT,1042,411,416,215,1,1344,1,0.54,1,-0.11,1,26,Portugal
EuroCOVIDhub-ensemble,inc case,1,PT,765,386,202,177,0.78,1149,0.9,0.65,0.96,-0.13,1,26,Portugal
IEM_Health-CovidProject,inc case,1,PT,876,386,199,291,0.88,1400,1.09,0.5,0.96,-0.04,1,26,Portugal
ILM-EKF,inc case,1,PT,983,457,182,344,1.02,1605,1.26,0.46,1,-0.14,1,26,Portugal
LANL-GrowthRate,inc case,1,PT,884,415,430,39,0.87,1412,1.07,0.48,0.92,-0.44,1,25,Portugal
USC-SIkJalpha,inc case,1,PT,1532,267,962,303,1.49,1871,1.4,0.31,0.46,-0.17,1,26,Portugal
epiforecasts-EpiNow2,inc case,1,PT,837,367,151,318,0.84,1356,1.04,0.42,0.92,0.12,1,26,Portugal
EuroCOVIDhub-baseline,inc case,2,PT,1864,873,722,268,1,2490,1,0.64,1,-0.1,1,25,Portugal
EuroCOVIDhub-ensemble,inc case,2,PT,1474,642,395,437,0.86,2425,1.05,0.48,0.96,-0.18,1,25,Portugal
IEM_Health-CovidProject,inc case,2,PT,1582,528,478,575,0.92,2525,1.09,0.32,0.88,-0.08,1,25,Portugal
ILM-EKF,inc case,2,PT,2128,830,377,921,1.27,3588,1.56,0.36,0.96,-0.17,1,25,Portugal
LANL-GrowthRate,inc case,2,PT,1633,556,647,430,0.92,2518,1.05,0.5,0.88,-0.31,1,24,Portugal
USC-SIkJalpha,inc case,2,PT,2508,320,1823,365,1.39,3182,1.3,0.2,0.32,-0.32,1,25,Portugal
epiforecasts-EpiNow2,inc case,2,PT,1946,770,318,858,1.11,3204,1.36,0.32,0.92,0.04,1,25,Portugal
EuroCOVIDhub-baseline,inc case,3,PT,2510,1267,990,253,1,3371,1,0.71,1,-0.1,1,24,Portugal
EuroCOVIDhub-ensemble,inc case,3,PT,2271,952,675,643,0.98,3926,1.23,0.33,0.96,-0.18,1,24,Portugal
IEM_Health-CovidProject,inc case,3,PT,2413,714,881,817,1.04,3860,1.21,0.21,0.92,-0.15,1,24,Portugal
ILM-EKF,inc case,3,PT,3823,1378,638,1808,1.7,6047,1.93,0.25,0.92,-0.19,1,24,Portugal
LANL-GrowthRate,inc case,3,PT,2517,727,1010,780,1.07,3986,1.23,0.26,0.83,-0.28,1,23,Portugal
USC-SIkJalpha,inc case,3,PT,3331,360,2670,301,1.38,4184,1.26,0.21,0.33,-0.5,1,24,Portugal
epiforecasts-EpiNow2,inc case,3,PT,3439,1270,587,1582,1.44,5401,1.65,0.46,0.79,-0.04,1,24,Portugal
EuroCOVIDhub-baseline,inc case,4,PT,3041,1605,1213,223,1,4180,1,0.74,1,-0.12,1,23,Portugal
EuroCOVIDhub-ensemble,inc case,4,PT,3157,1384,931,842,1.09,5332,1.32,0.43,1,-0.2,1,23,Portugal
IEM_Health-CovidProject,inc case,4,PT,3291,949,1340,1002,1.16,5195,1.3,0.17,0.83,-0.22,1,23,Portugal
ILM-EKF,inc case,4,PT,6239,2252,927,3060,2.3,9826,2.53,0.3,0.91,-0.21,1,23,Portugal
LANL-GrowthRate,inc case,4,PT,3080,863,1517,700,1.05,4689,1.12,0.41,0.86,-0.27,1,22,Portugal
USC-SIkJalpha,inc case,4,PT,4020,421,3441,158,1.38,5196,1.26,0.26,0.35,-0.59,1,23,Portugal
epiforecasts-EpiNow2,inc case,4,PT,4959,1786,950,2222,1.61,7135,1.67,0.48,0.74,-0.11,1,23,Portugal
LANL-GrowthRate,inc case,5,PT,3428,918,1965,544,NA,4866,NA,0.48,0.76,-0.2,1,21,Portugal
USC-SIkJalpha,inc case,5,PT,4750,491,4198,60,NA,6023,NA,0.27,0.45,-0.56,1,22,Portugal
LANL-GrowthRate,inc case,6,PT,3891,977,2448,466,NA,5443,NA,0.5,0.75,-0.16,1,20,Portugal
MUNI-ARIMA,inc case,1,PT,1611,504,965,142,1.39,1808,1.2,0.78,0.94,-0.06,1,18,Portugal
MUNI-ARIMA,inc case,2,PT,2762,1251,1086,425,1.3,3364,1.18,0.88,0.94,-0.08,1,17,Portugal
RobertWalraven-ESG,inc case,1,PT,1550,343,758,449,1.14,1795,1.34,0.35,0.77,-0.37,1,26,Portugal
MUNI-ARIMA,inc case,3,PT,4216,2088,1405,723,1.35,5752,1.33,0.73,0.93,-0.09,1,15,Portugal
RobertWalraven-ESG,inc case,2,PT,3091,416,1874,801,1.22,2865,1.17,0.4,0.68,-0.46,1,25,Portugal
MUNI-ARIMA,inc case,4,PT,5648,3016,1664,968,1.45,7997,1.42,0.71,0.93,-0.11,1,14,Portugal
RobertWalraven-ESG,inc case,3,PT,4640,479,3294,867,1.28,3991,1.19,0.38,0.67,-0.44,1,24,Portugal
RobertWalraven-ESG,inc case,4,PT,5827,530,4614,683,1.25,4732,1.12,0.35,0.65,-0.46,1,23,Portugal
Karlen-pypm,inc case,1,PT,2251,878,208,1165,1.31,3029,1.3,0.57,0.71,0.16,1,7,Portugal
Karlen-pypm,inc case,2,PT,4947,987,799,3161,1.63,6621,1.63,0.33,0.67,0.04,1,6,Portugal
Karlen-pypm,inc case,3,PT,7089,968,1733,4389,1.98,9349,1.95,0.2,0.4,-0.02,1,5,Portugal
Karlen-pypm,inc case,4,PT,8012,741,2459,4812,2.24,10718,1.95,0,0.25,0.01,1,4,Portugal
EuroCOVIDhub-baseline,inc death,1,PT,13,8,1,4,1,14,1,0.81,1,0.08,1,26,Portugal
EuroCOVIDhub-ensemble,inc death,1,PT,5,3,1,1,0.45,7,0.61,0.77,1,0.08,1,26,Portugal
IEM_Health-CovidProject,inc death,1,PT,6,3,2,2,0.5,11,0.81,0.5,1,-0.12,1,26,Portugal
ILM-EKF,inc death,1,PT,9,8,1,0,0.8,7,0.56,0.92,1,0.07,1,26,Portugal
LANL-GrowthRate,inc death,1,PT,9,2,5,1,0.72,13,1.01,0.4,0.72,-0.15,1,25,Portugal
RobertWalraven-ESG,inc death,1,PT,8,4,3,1,0.68,12,1,0.62,0.96,-0.2,1,26,Portugal
USC-SIkJalpha,inc death,1,PT,6,2,2,2,0.48,8,0.62,0.31,0.54,0.05,1,26,Portugal
epiforecasts-EpiNow2,inc death,1,PT,5,3,1,2,0.44,8,0.65,0.58,0.96,0.2,1,26,Portugal
EuroCOVIDhub-baseline,inc death,2,PT,21,15,2,5,1,24,1,0.88,1,0.05,1,25,Portugal
EuroCOVIDhub-ensemble,inc death,2,PT,6,4,1,1,0.33,8,0.42,0.8,1,0.08,1,25,Portugal
IEM_Health-CovidProject,inc death,2,PT,8,4,3,2,0.41,13,0.66,0.4,0.96,-0.13,1,25,Portugal
ILM-EKF,inc death,2,PT,10,9,1,1,0.53,8,0.37,0.88,1,0.09,1,25,Portugal
LANL-GrowthRate,inc death,2,PT,12,2,8,2,0.63,18,0.87,0.29,0.67,-0.14,1,24,Portugal
RobertWalraven-ESG,inc death,2,PT,9,5,4,0,0.48,14,0.73,0.76,0.96,-0.28,1,25,Portugal
USC-SIkJalpha,inc death,2,PT,7,2,2,3,0.34,10,0.44,0.28,0.52,-0.04,1,25,Portugal
epiforecasts-EpiNow2,inc death,2,PT,8,4,1,3,0.36,12,0.52,0.52,0.96,0.29,1,25,Portugal
EuroCOVIDhub-baseline,inc death,3,PT,28,21,2,5,1,31,1,0.92,1,0.02,1,24,Portugal
EuroCOVIDhub-ensemble,inc death,3,PT,8,6,1,2,0.32,12,0.46,0.75,1,0.11,1,24,Portugal
IEM_Health-CovidProject,inc death,3,PT,11,4,5,2,0.45,18,0.74,0.42,0.96,-0.13,1,24,Portugal
ILM-EKF,inc death,3,PT,12,10,1,1,0.47,11,0.42,0.79,1,0.11,1,24,Portugal
LANL-GrowthRate,inc death,3,PT,16,2,12,3,0.64,22,0.84,0.17,0.61,-0.12,1,23,Portugal
RobertWalraven-ESG,inc death,3,PT,11,6,5,0,0.45,17,0.66,0.71,0.96,-0.31,1,24,Portugal
USC-SIkJalpha,inc death,3,PT,11,2,4,5,0.39,14,0.5,0.21,0.46,0.06,1,24,Portugal
epiforecasts-EpiNow2,inc death,3,PT,11,6,1,4,0.37,15,0.5,0.58,0.96,0.29,1,24,Portugal
EuroCOVIDhub-baseline,inc death,4,PT,34,27,2,5,1,38,1,0.96,1,0.02,1,23,Portugal
EuroCOVIDhub-ensemble,inc death,4,PT,12,8,2,2,0.37,15,0.47,0.7,1,0.12,1,23,Portugal
IEM_Health-CovidProject,inc death,4,PT,14,5,6,2,0.47,22,0.77,0.43,0.96,-0.21,1,23,Portugal
ILM-EKF,inc death,4,PT,15,12,1,2,0.51,19,0.63,0.78,1,0.09,1,23,Portugal
LANL-GrowthRate,inc death,4,PT,20,2,15,3,0.64,25,0.81,0.18,0.55,-0.15,1,22,Portugal
RobertWalraven-ESG,inc death,4,PT,14,6,8,0,0.46,20,0.68,0.65,0.91,-0.36,1,23,Portugal
UMass-MechBayes,inc death,1,PT,6,2,3,2,0.61,9,0.83,0.57,0.87,0.21,1,23,Portugal
USC-SIkJalpha,inc death,4,PT,14,2,7,5,0.43,18,0.53,0.22,0.35,0.02,1,23,Portugal
epiforecasts-EpiNow2,inc death,4,PT,17,10,1,6,0.48,24,0.67,0.52,0.96,0.22,1,23,Portugal
LANL-GrowthRate,inc death,5,PT,23,2,17,3,NA,28,NA,0.19,0.52,-0.13,1,21,Portugal
UMass-MechBayes,inc death,2,PT,8,3,3,3,0.45,10,0.54,0.59,0.91,0.18,1,22,Portugal
USC-SIkJalpha,inc death,5,PT,17,3,10,5,NA,23,NA,0.05,0.36,-0.01,1,22,Portugal
LANL-GrowthRate,inc death,6,PT,27,2,20,4,NA,32,NA,0.15,0.5,-0.11,1,20,Portugal
UMass-MechBayes,inc death,3,PT,11,4,3,4,0.45,16,0.64,0.48,0.9,0.22,1,21,Portugal
UMass-MechBayes,inc death,4,PT,16,7,4,5,0.51,22,0.7,0.6,0.9,0.25,1,20,Portugal
MUNI-ARIMA,inc death,1,PT,14,4,7,3,1.46,20,1.97,0.61,0.89,-0.02,1,18,Portugal
MUNI-ARIMA,inc death,2,PT,23,10,7,6,1.39,33,2.04,0.65,0.94,-0.06,1,17,Portugal
MUNI-ARIMA,inc death,3,PT,37,21,8,8,1.5,49,2.11,0.67,0.93,-0.05,1,15,Portugal
MUNI-ARIMA,inc death,4,PT,55,37,8,10,1.7,68,2.24,0.71,0.93,-0.04,1,14,Portugal
Karlen-pypm,inc death,1,PT,7,4,2,1,0.4,11,0.64,0.57,1,0.04,1,7,Portugal
Karlen-pypm,inc death,2,PT,7,5,1,1,0.29,10,0.43,0.83,1,0.07,1,6,Portugal
Karlen-pypm,inc death,3,PT,8,6,1,1,0.24,10,0.31,0.8,1,-0.04,1,5,Portugal
Karlen-pypm,inc death,4,PT,12,7,3,3,0.32,23,0.6,0.5,1,-0.03,1,4,Portugal
EuroCOVIDhub-baseline,inc case,1,RO,1596,351,442,803,1,2351,1,0.42,0.96,0.08,1,26,Romania
EuroCOVIDhub-ensemble,inc case,1,RO,780,449,30,301,0.41,1254,0.49,0.46,1,0.12,1,26,Romania
IEM_Health-CovidProject,inc case,1,RO,1208,477,78,654,0.61,1998,0.76,0.23,0.88,0.02,1,26,Romania
ILM-EKF,inc case,1,RO,887,474,69,344,0.49,1370,0.52,0.54,0.92,-0.05,1,26,Romania
LANL-GrowthRate,inc case,1,RO,589,447,132,9,0.33,734,0.3,0.72,1,-0.39,1,25,Romania
USC-SIkJalpha,inc case,1,RO,1498,565,120,813,0.78,1753,0.7,0.27,0.46,0.25,1,26,Romania
epiforecasts-EpiNow2,inc case,1,RO,513,286,46,181,0.27,819,0.3,0.58,0.88,-0.04,1,26,Romania
EuroCOVIDhub-baseline,inc case,2,RO,2991,710,662,1618,1,4468,1,0.52,0.84,0.11,1,25,Romania
EuroCOVIDhub-ensemble,inc case,2,RO,1737,719,94,923,0.49,2931,0.6,0.28,1,0.17,1,25,Romania
IEM_Health-CovidProject,inc case,2,RO,2657,729,256,1672,0.77,4212,0.84,0.16,0.52,0.05,1,25,Romania
ILM-EKF,inc case,2,RO,2005,844,143,1018,0.57,3118,0.59,0.44,0.88,-0.03,1,25,Romania
LANL-GrowthRate,inc case,2,RO,1143,601,211,330,0.36,1830,0.38,0.54,0.88,-0.27,1,24,Romania
USC-SIkJalpha,inc case,2,RO,2266,672,195,1399,0.7,2935,0.63,0.24,0.36,0.19,1,25,Romania
epiforecasts-EpiNow2,inc case,2,RO,1349,589,89,671,0.4,2167,0.44,0.4,0.8,-0.07,1,25,Romania
EuroCOVIDhub-baseline,inc case,3,RO,4208,985,653,2570,1,6332,1,0.46,0.83,0.18,1,24,Romania
EuroCOVIDhub-ensemble,inc case,3,RO,3112,1091,145,1875,0.64,4924,0.72,0.17,0.75,0.2,1,24,Romania
IEM_Health-CovidProject,inc case,3,RO,4531,1070,355,3106,0.95,6892,0.99,0.21,0.38,0.1,1,24,Romania
ILM-EKF,inc case,3,RO,3615,1338,247,2030,0.73,5438,0.76,0.5,0.79,-0.04,1,24,Romania
LANL-GrowthRate,inc case,3,RO,2185,768,323,1094,0.53,3383,0.52,0.43,0.78,-0.1,1,23,Romania
USC-SIkJalpha,inc case,3,RO,3252,821,204,2227,0.77,4367,0.7,0.12,0.29,0.21,1,24,Romania
epiforecasts-EpiNow2,inc case,3,RO,2666,943,151,1573,0.57,4317,0.65,0.33,0.79,-0.11,1,24,Romania
EuroCOVIDhub-baseline,inc case,4,RO,5252,1207,474,3571,1,7798,1,0.57,0.83,0.23,1,23,Romania
