model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
epiforecasts-EpiExpert,inc case,3,PL,24976,3043,2719,19213,0.72,0.78,0.12,0.59,0.44,1,17,Poland
epiforecasts-EpiNow2,inc case,3,PL,19038,5382,465,13192,0.51,0.65,0.22,0.83,-0.08,1,18,Poland
EuroCOVIDhub-baseline,inc case,4,PL,36322,4396,5985,25942,1,1,0.35,0.71,0.42,1,17,Poland
EuroCOVIDhub-ensemble,inc case,4,PL,36573,7679,479,28415,0.88,1.1,0.18,0.41,0.73,1,17,Poland
IEM_Health-CovidProject,inc case,4,PL,73304,12516,929,59859,1.72,2.17,0.24,0.41,0.51,1,17,Poland
ILM-EKF,inc case,4,PL,50480,15506,50,34924,1.04,1.52,0.41,0.82,0.2,1,17,Poland
ITWW-county_repro,inc case,4,PL,78912,3084,0,75828,1.69,1.87,0.18,0.35,0.8,1,17,Poland
LANL-GrowthRate,inc case,4,PL,26392,6915,1088,18390,0.91,1.01,0.44,0.81,0.41,1,16,Poland
MIMUW-StochSEIR,inc case,4,PL,45670,1456,1200,43014,1.03,1.08,0.06,0.24,0.74,1,17,Poland
MIT_CovidAnalytics-DELPHI,inc case,4,PL,40454,7747,6657,26050,0.91,0.98,0.56,0.75,-0.05,1,16,Poland
MOCOS-agent1,inc case,4,PL,8837,4479,9,4349,0.22,0.34,0.41,0.82,0.47,1,17,Poland
USC-SIkJalpha,inc case,4,PL,27492,7672,706,19115,0.7,0.8,0.24,0.35,0.36,1,17,Poland
epiforecasts-EpiExpert,inc case,4,PL,33231,4061,2174,26996,0.89,0.99,0.06,0.25,0.62,1,16,Poland
epiforecasts-EpiNow2,inc case,4,PL,28630,7351,299,20980,0.62,0.84,0.35,0.71,-0.03,1,17,Poland
USC-SIkJalpha,inc case,5,PL,33996,9966,67,23963,NA,NA,0.19,0.25,0.41,1,16,Poland
UMass-SemiMech,inc case,3,PL,25585,4430,13,21141,0.71,0.8,0.13,0.53,0.6,1,15,Poland
UMass-SemiMech,inc case,4,PL,36810,6083,26,30701,0.91,1.04,0.07,0.36,0.61,1,14,Poland
epiforecasts-EpiExpert_Rt,inc case,1,PL,1453,534,119,800,0.29,0.35,0.54,1,-0.16,1,13,Poland
PL_GRedlarski-DistrictsSum,inc case,1,PL,806,197,208,401,0.64,0.73,0.33,0.92,-0.02,1,12,Poland
epiforecasts-EpiExpert_Rt,inc case,2,PL,3108,677,436,1995,0.47,0.56,0.33,0.75,-0.2,1,12,Poland
epiforecasts-EpiExpert_direct,inc case,1,PL,1943,231,24,1688,1.49,1.55,0.27,0.55,0.55,1,11,Poland
MUNI-ARIMA,inc case,1,PL,624,559,34,31,0.64,0.73,0.92,1,-0.01,1,12,Poland
PL_GRedlarski-DistrictsSum,inc case,2,PL,1468,290,315,863,0.68,0.75,0.27,0.82,-0.15,1,11,Poland
epiforecasts-EpiExpert_Rt,inc case,3,PL,5067,891,842,3334,0.62,0.67,0.27,0.55,-0.23,1,11,Poland
epiforecasts-EpiExpert_direct,inc case,2,PL,2301,343,21,1936,1.1,1.07,0.2,0.5,0.54,1,10,Poland
MUNI-ARIMA,inc case,2,PL,1299,1109,139,51,0.68,0.75,1,1,-0.13,1,11,Poland
epiforecasts-EpiExpert_Rt,inc case,4,PL,5742,1223,584,3935,0.58,0.66,0.2,0.4,-0.2,1,10,Poland
epiforecasts-EpiExpert_direct,inc case,3,PL,2984,564,47,2373,1.03,1.13,0,0.33,0.55,1,9,Poland
RobertWalraven-ESG,inc case,1,PL,1337,948,36,353,1.25,0.8,0.6,0.9,0.11,1,20,Poland
epiforecasts-EpiExpert_direct,inc case,4,PL,4602,873,9,3721,1.45,1.56,0,0.25,0.74,1,8,Poland
MUNI-ARIMA,inc case,3,PL,1373,1168,163,42,0.77,0.84,1,1,-0.22,1,9,Poland
RobertWalraven-ESG,inc case,2,PL,1504,1140,19,346,0.99,0.75,0.58,0.68,0.13,1,19,Poland
MUNI-ARIMA,inc case,4,PL,1635,1422,196,17,0.91,1.01,1,1,-0.29,1,8,Poland
RobertWalraven-ESG,inc case,3,PL,1705,1348,15,343,1.15,0.71,0.56,0.72,0.14,1,18,Poland
RobertWalraven-ESG,inc case,4,PL,1965,1626,11,328,1.61,0.64,0.53,0.76,0.15,1,17,Poland
EuroCOVIDhub-baseline,inc death,1,PL,203,25,68,110,1,1,0.25,0.85,0.22,1,20,Poland
EuroCOVIDhub-ensemble,inc death,1,PL,83,63,10,10,0.41,0.33,0.7,1,0.04,1,20,Poland
IEM_Health-CovidProject,inc death,1,PL,226,136,24,65,1.11,1.09,0.6,1,0.28,1,20,Poland
ILM-EKF,inc death,1,PL,98,78,12,8,0.48,0.36,0.9,1,-0.03,1,20,Poland
ITWW-county_repro,inc death,1,PL,234,8,139,88,1.15,0.89,0.2,0.3,0.13,1,20,Poland
LANL-GrowthRate,inc death,1,PL,84,29,52,3,0.29,0.29,0.37,0.79,-0.43,1,19,Poland
MIT_CovidAnalytics-DELPHI,inc death,1,PL,162,66,65,31,0.8,0.91,0.55,0.95,0.05,1,20,Poland
MOCOS-agent1,inc death,1,PL,73,45,17,12,0.36,0.31,0.7,0.95,0.1,1,20,Poland
RobertWalraven-ESG,inc death,1,PL,183,30,45,108,0.9,0.84,0.4,0.75,0.14,1,20,Poland
USC-SIkJalpha,inc death,1,PL,180,66,27,87,0.89,0.58,0.3,0.3,0.44,1,20,Poland
epiforecasts-EpiExpert,inc death,1,PL,97,37,33,27,0.48,0.51,0.35,0.9,0.02,1,20,Poland
epiforecasts-EpiNow2,inc death,1,PL,157,78,29,49,0.77,0.71,0.6,0.95,-0.07,1,20,Poland
EuroCOVIDhub-baseline,inc death,2,PL,404,51,125,228,1,1,0.32,0.63,0.23,1,19,Poland
EuroCOVIDhub-ensemble,inc death,2,PL,114,84,3,27,0.28,0.22,0.84,1,0.17,1,19,Poland
IEM_Health-CovidProject,inc death,2,PL,397,202,37,159,0.98,1.05,0.47,0.95,0.38,1,19,Poland
ILM-EKF,inc death,2,PL,154,94,21,39,0.38,0.42,0.68,1,-0.06,1,19,Poland
ITWW-county_repro,inc death,2,PL,346,12,146,188,0.85,0.69,0.11,0.26,0.05,1,19,Poland
Imperial-DeCa,inc death,1,PL,248,6,204,38,1.02,0.79,0.06,0.31,-0.42,1,16,Poland
Imperial-RtI0,inc death,1,PL,198,19,23,156,0.82,0.73,0.31,0.5,0.39,1,16,Poland
Imperial-sbkp,inc death,1,PL,221,12,12,197,0.91,0.75,0.12,0.5,0.4,1,16,Poland
LANL-GrowthRate,inc death,2,PL,153,44,105,5,0.52,0.49,0.22,0.83,-0.48,1,18,Poland
MIMUW-StochSEIR,inc death,2,PL,194,10,54,131,0.48,0.4,0.21,0.42,0.38,1,19,Poland
MIT_CovidAnalytics-DELPHI,inc death,2,PL,244,98,76,70,0.6,0.68,0.63,1,0.16,1,19,Poland
MOCOS-agent1,inc death,2,PL,93,54,30,10,0.23,0.21,0.58,0.95,-0.14,1,19,Poland
RobertWalraven-ESG,inc death,2,PL,356,37,123,196,0.88,0.78,0.32,0.53,0.15,1,19,Poland
USC-SIkJalpha,inc death,2,PL,179,84,23,72,0.44,0.43,0.47,0.47,0.33,1,19,Poland
epiforecasts-EpiExpert,inc death,2,PL,197,49,60,88,0.49,0.52,0.32,0.89,-0.01,1,19,Poland
epiforecasts-EpiNow2,inc death,2,PL,246,81,38,127,0.61,0.6,0.42,0.79,-0.14,1,19,Poland
EuroCOVIDhub-baseline,inc death,3,PL,627,72,188,367,1,1,0.17,0.5,0.28,1,18,Poland
EuroCOVIDhub-ensemble,inc death,3,PL,160,108,3,49,0.26,0.24,0.89,1,0.27,1,18,Poland
IEM_Health-CovidProject,inc death,3,PL,636,285,61,291,1.01,1.12,0.33,0.89,0.46,1,18,Poland
ILM-EKF,inc death,3,PL,260,127,22,111,0.42,0.51,0.39,1,-0.09,1,18,Poland
ITWW-county_repro,inc death,3,PL,475,22,113,340,0.76,0.64,0.11,0.22,-0.01,1,18,Poland
LANL-GrowthRate,inc death,3,PL,216,57,153,5,0.48,0.48,0.41,0.82,-0.52,1,17,Poland
MIMUW-StochSEIR,inc death,3,PL,255,37,53,165,0.41,0.34,0.28,0.61,0.46,1,18,Poland
MIT_CovidAnalytics-DELPHI,inc death,3,PL,353,125,131,96,0.56,0.64,0.61,0.89,0.13,1,18,Poland
MOCOS-agent1,inc death,3,PL,106,69,31,6,0.17,0.17,0.56,1,-0.28,1,18,Poland
RobertWalraven-ESG,inc death,3,PL,555,44,223,287,0.88,0.77,0.33,0.56,0.16,1,18,Poland
USC-SIkJalpha,inc death,3,PL,228,104,5,119,0.36,0.39,0.39,0.56,0.39,1,18,Poland
epiforecasts-EpiExpert,inc death,3,PL,290,63,77,150,0.46,0.49,0.33,0.83,0.16,1,18,Poland
epiforecasts-EpiNow2,inc death,3,PL,375,95,57,223,0.6,0.62,0.33,0.83,-0.19,1,18,Poland
EuroCOVIDhub-baseline,inc death,4,PL,823,89,224,510,1,1,0.18,0.47,0.36,1,17,Poland
EuroCOVIDhub-ensemble,inc death,4,PL,247,141,3,102,0.3,0.34,0.59,1,0.39,1,17,Poland
IEM_Health-CovidProject,inc death,4,PL,934,393,81,460,1.13,1.27,0.29,0.71,0.51,1,17,Poland
ILM-EKF,inc death,4,PL,460,195,16,249,0.56,0.67,0.47,1,-0.1,1,17,Poland
ITWW-county_repro,inc death,4,PL,713,38,58,617,0.87,0.75,0.24,0.53,0.06,1,17,Poland
LANL-GrowthRate,inc death,4,PL,281,75,179,27,0.5,0.52,0.38,0.81,-0.33,1,16,Poland
MIMUW-StochSEIR,inc death,4,PL,296,62,51,184,0.36,0.36,0.53,0.76,0.39,1,17,Poland
MIT_CovidAnalytics-DELPHI,inc death,4,PL,484,148,196,139,0.59,0.66,0.53,0.76,0.14,1,17,Poland
MOCOS-agent1,inc death,4,PL,110,86,21,2,0.13,0.12,0.88,1,-0.29,1,17,Poland
RobertWalraven-ESG,inc death,4,PL,737,52,304,382,0.9,0.78,0.29,0.47,0.25,1,17,Poland
UMass-MechBayes,inc death,1,PL,94,70,6,18,0.68,0.54,0.76,1,0.04,1,17,Poland
USC-SIkJalpha,inc death,4,PL,327,145,1,180,0.4,0.41,0.47,0.53,0.48,1,17,Poland
epiforecasts-EpiExpert,inc death,4,PL,401,85,86,230,0.49,0.55,0.29,0.76,0.4,1,17,Poland
epiforecasts-EpiNow2,inc death,4,PL,543,126,54,363,0.66,0.7,0.29,0.76,-0.23,1,17,Poland
UMass-MechBayes,inc death,2,PL,105,76,2,27,0.52,0.36,0.88,1,0.12,1,16,Poland
USC-SIkJalpha,inc death,5,PL,497,202,2,292,NA,NA,0.38,0.56,0.38,1,16,Poland
UMass-MechBayes,inc death,3,PL,159,85,3,71,0.39,0.38,0.87,1,0.26,1,15,Poland
UMass-SemiMech,inc death,3,PL,241,103,1,137,0.59,0.54,0.73,0.93,0.23,1,15,Poland
UMass-MechBayes,inc death,4,PL,277,107,1,169,0.41,0.45,0.57,1,0.4,1,14,Poland
UMass-SemiMech,inc death,4,PL,413,132,1,279,0.62,0.64,0.29,0.86,0.45,1,14,Poland
epiforecasts-EpiExpert_Rt,inc death,1,PL,83,44,38,0,0.68,0.6,0.38,0.92,-0.52,1,13,Poland
epiforecasts-EpiExpert_Rt,inc death,2,PL,101,37,64,0,0.52,0.49,0.33,0.58,-0.64,1,12,Poland
epiforecasts-EpiExpert_direct,inc death,1,PL,92,17,4,70,0.68,0.6,0.33,0.58,0.63,1,12,Poland
MUNI-ARIMA,inc death,1,PL,62,23,13,26,0.68,0.6,0.5,0.92,0.24,1,12,Poland
epiforecasts-EpiExpert_Rt,inc death,3,PL,104,33,69,2,0.48,0.48,0.27,0.55,-0.68,1,11,Poland
epiforecasts-EpiExpert_direct,inc death,2,PL,159,23,1,135,0.52,0.49,0.36,0.64,0.63,1,11,Poland
MUNI-ARIMA,inc death,2,PL,98,40,21,36,0.52,0.49,0.55,0.91,0.06,1,11,Poland
epiforecasts-EpiExpert_Rt,inc death,4,PL,91,31,59,1,0.5,0.52,0.3,0.7,-0.65,1,10,Poland
epiforecasts-EpiExpert_direct,inc death,3,PL,185,28,0,157,0.49,0.48,0.2,0.7,0.8,1,10,Poland
epiforecasts-EpiExpert_direct,inc death,4,PL,251,36,0,216,0.54,0.57,0,0.56,0.9,1,9,Poland
MUNI-ARIMA,inc death,3,PL,124,45,22,57,0.46,0.48,0.67,1,-0.07,1,9,Poland
MUNI-ARIMA,inc death,4,PL,153,55,22,75,0.47,0.48,0.62,0.88,-0.16,1,8,Poland
EuroCOVIDhub-baseline,inc case,1,PT,995,373,553,68,1,1,0.5,1,-0.22,1,20,Portugal
EuroCOVIDhub-ensemble,inc case,1,PT,605,297,240,68,0.61,0.71,0.7,1,-0.19,1,20,Portugal
IEM_Health-CovidProject,inc case,1,PT,641,270,275,96,0.62,0.79,0.5,0.95,-0.2,1,20,Portugal
ILM-EKF,inc case,1,PT,748,347,182,220,0.75,0.94,0.5,1,-0.18,1,20,Portugal
LANL-GrowthRate,inc case,1,PT,715,281,384,49,0.82,0.96,0.42,0.89,-0.46,1,19,Portugal
USC-SIkJalpha,inc case,1,PT,1498,299,1070,129,1.55,1.42,0.4,0.5,-0.22,1,20,Portugal
epiforecasts-EpiNow2,inc case,1,PT,673,267,172,234,0.67,0.86,0.45,0.95,0.05,1,20,Portugal
EuroCOVIDhub-baseline,inc case,2,PT,1871,797,998,76,1,1,0.68,1,-0.24,1,19,Portugal
EuroCOVIDhub-ensemble,inc case,2,PT,1039,481,459,99,0.55,0.65,0.47,1,-0.27,1,19,Portugal
IEM_Health-CovidProject,inc case,2,PT,1124,323,657,144,0.59,0.7,0.32,0.84,-0.32,1,19,Portugal
ILM-EKF,inc case,2,PT,1387,584,356,447,0.74,0.93,0.37,1,-0.26,1,19,Portugal
LANL-GrowthRate,inc case,2,PT,1267,367,738,162,0.82,0.9,0.44,0.89,-0.43,1,18,Portugal
USC-SIkJalpha,inc case,2,PT,2476,338,2009,130,1.37,1.22,0.26,0.37,-0.33,1,19,Portugal
epiforecasts-EpiNow2,inc case,2,PT,1553,572,365,616,0.82,0.97,0.37,0.95,-0.07,1,19,Portugal
EuroCOVIDhub-baseline,inc case,3,PT,2615,1154,1395,66,1,1,0.72,1,-0.25,1,18,Portugal
EuroCOVIDhub-ensemble,inc case,3,PT,1604,701,794,109,0.61,0.74,0.39,1,-0.32,1,18,Portugal
IEM_Health-CovidProject,inc case,3,PT,1791,370,1218,202,0.68,0.77,0.17,0.89,-0.44,1,18,Portugal
ILM-EKF,inc case,3,PT,1817,800,648,369,0.69,0.81,0.28,1,-0.34,1,18,Portugal
LANL-GrowthRate,inc case,3,PT,1772,440,1264,68,0.89,0.92,0.24,0.82,-0.48,1,17,Portugal
USC-SIkJalpha,inc case,3,PT,3302,294,2894,114,1.31,1.14,0.28,0.33,-0.48,1,18,Portugal
epiforecasts-EpiNow2,inc case,3,PT,2485,933,696,856,0.93,1.03,0.5,0.78,-0.18,1,18,Portugal
EuroCOVIDhub-baseline,inc case,4,PT,3184,1454,1682,48,1,1,0.76,1,-0.24,1,17,Portugal
EuroCOVIDhub-ensemble,inc case,4,PT,2214,927,1184,103,0.69,0.8,0.47,1,-0.39,1,17,Portugal
IEM_Health-CovidProject,inc case,4,PT,2372,433,1876,63,0.75,0.82,0.18,0.82,-0.56,1,17,Portugal
ILM-EKF,inc case,4,PT,2131,930,1071,130,0.66,0.77,0.35,1,-0.42,1,17,Portugal
LANL-GrowthRate,inc case,4,PT,2617,434,2105,77,0.92,0.91,0.31,0.81,-0.5,1,16,Portugal
USC-SIkJalpha,inc case,4,PT,3795,292,3412,91,1.23,1.05,0.29,0.41,-0.59,1,17,Portugal
epiforecasts-EpiNow2,inc case,4,PT,2982,1297,1220,465,0.88,0.91,0.47,0.76,-0.28,1,17,Portugal
USC-SIkJalpha,inc case,5,PT,4234,327,3816,90,NA,NA,0.25,0.44,-0.51,1,16,Portugal
UMass-SemiMech,inc case,3,PT,1926,1115,599,211,0.89,0.92,0.53,1,-0.26,1,15,Portugal
UMass-SemiMech,inc case,4,PT,2247,1064,970,214,0.92,0.91,0.5,1,-0.27,1,14,Portugal
MUNI-ARIMA,inc case,1,PT,687,459,91,137,0.82,0.96,0.83,1,-0.1,1,12,Portugal
MUNI-ARIMA,inc case,2,PT,1350,1091,242,17,0.82,0.9,1,1,-0.18,1,11,Portugal
RobertWalraven-ESG,inc case,1,PT,1469,237,1142,90,1.05,1.25,0.35,0.75,-0.59,1,20,Portugal
MUNI-ARIMA,inc case,3,PT,2524,1850,624,51,0.89,0.92,0.89,1,-0.27,1,9,Portugal
RobertWalraven-ESG,inc case,2,PT,3293,270,3023,0,1.16,1.05,0.37,0.68,-0.77,1,19,Portugal
MUNI-ARIMA,inc case,4,PT,3512,2409,1103,0,0.92,0.91,0.88,1,-0.35,1,8,Portugal
RobertWalraven-ESG,inc case,3,PT,6017,322,5694,0,1.43,1.11,0.39,0.67,-0.82,1,18,Portugal
RobertWalraven-ESG,inc case,4,PT,8546,372,8174,0,1.64,1.14,0.35,0.65,-0.85,1,17,Portugal
EuroCOVIDhub-baseline,inc death,1,PT,13,7,1,5,1,1,0.8,1,0.08,1,20,Portugal
EuroCOVIDhub-ensemble,inc death,1,PT,5,3,1,1,0.37,0.39,0.8,1,0.1,1,20,Portugal
IEM_Health-CovidProject,inc death,1,PT,6,2,2,2,0.46,0.69,0.45,1,-0.22,1,20,Portugal
ILM-EKF,inc death,1,PT,8,7,1,1,0.6,0.42,0.9,1,0.1,1,20,Portugal
LANL-GrowthRate,inc death,1,PT,9,2,6,2,0.47,0.54,0.37,0.68,-0.13,1,19,Portugal
RobertWalraven-ESG,inc death,1,PT,8,4,3,1,0.6,0.8,0.6,0.95,-0.25,1,20,Portugal
USC-SIkJalpha,inc death,1,PT,6,2,2,2,0.46,0.55,0.3,0.5,0.06,1,20,Portugal
epiforecasts-EpiNow2,inc death,1,PT,5,2,0,2,0.4,0.49,0.5,0.95,0.29,1,20,Portugal
EuroCOVIDhub-baseline,inc death,2,PT,23,14,2,7,1,1,0.84,1,0.09,1,19,Portugal
EuroCOVIDhub-ensemble,inc death,2,PT,6,4,1,2,0.28,0.32,0.79,1,0.16,1,19,Portugal
IEM_Health-CovidProject,inc death,2,PT,7,2,4,1,0.33,0.48,0.32,0.95,-0.25,1,19,Portugal
ILM-EKF,inc death,2,PT,8,7,0,1,0.36,0.28,0.84,1,0.13,1,19,Portugal
Imperial-DeCa,inc death,1,PT,7,1,1,4,0.55,0.6,0.5,0.71,0.29,1,14,Portugal
Imperial-RtI0,inc death,1,PT,7,3,2,2,0.57,0.65,0.71,1,0.08,1,14,Portugal
Imperial-sbkp,inc death,1,PT,4,2,1,1,0.33,0.39,0.64,1,0.08,1,14,Portugal
LANL-GrowthRate,inc death,2,PT,12,2,8,3,0.34,0.4,0.22,0.61,-0.04,1,18,Portugal
RobertWalraven-ESG,inc death,2,PT,9,5,3,0,0.38,0.47,0.79,0.95,-0.25,1,19,Portugal
USC-SIkJalpha,inc death,2,PT,8,2,3,3,0.35,0.39,0.26,0.47,0.02,1,19,Portugal
epiforecasts-EpiNow2,inc death,2,PT,8,3,0,5,0.37,0.49,0.42,0.95,0.41,1,19,Portugal
EuroCOVIDhub-baseline,inc death,3,PT,29,20,2,8,1,1,0.89,1,0.07,1,18,Portugal
EuroCOVIDhub-ensemble,inc death,3,PT,8,5,1,2,0.28,0.34,0.72,1,0.17,1,18,Portugal
IEM_Health-CovidProject,inc death,3,PT,9,2,6,1,0.31,0.44,0.39,0.94,-0.26,1,18,Portugal
ILM-EKF,inc death,3,PT,9,7,1,2,0.3,0.26,0.72,1,0.14,1,18,Portugal
LANL-GrowthRate,inc death,3,PT,14,2,9,4,0.33,0.38,0.24,0.59,0.06,1,17,Portugal
RobertWalraven-ESG,inc death,3,PT,10,5,4,0,0.32,0.4,0.78,1,-0.28,1,18,Portugal
USC-SIkJalpha,inc death,3,PT,12,2,4,6,0.41,0.45,0.17,0.39,0.17,1,18,Portugal
epiforecasts-EpiNow2,inc death,3,PT,12,5,0,6,0.4,0.48,0.56,0.94,0.38,1,18,Portugal
EuroCOVIDhub-baseline,inc death,4,PT,35,26,2,8,1,1,0.94,1,0.09,1,17,Portugal
EuroCOVIDhub-ensemble,inc death,4,PT,11,7,2,3,0.31,0.37,0.65,1,0.2,1,17,Portugal
IEM_Health-CovidProject,inc death,4,PT,10,2,7,1,0.29,0.39,0.41,0.94,-0.3,1,17,Portugal
ILM-EKF,inc death,4,PT,10,7,1,2,0.28,0.29,0.71,1,0.08,1,17,Portugal
LANL-GrowthRate,inc death,4,PT,15,2,9,4,0.34,0.4,0.19,0.56,0.1,1,16,Portugal
RobertWalraven-ESG,inc death,4,PT,11,6,5,0,0.31,0.37,0.76,0.94,-0.26,1,17,Portugal
UMass-MechBayes,inc death,1,PT,5,2,1,2,0.47,0.46,0.53,0.88,0.4,1,17,Portugal
USC-SIkJalpha,inc death,4,PT,14,2,6,6,0.39,0.44,0.18,0.35,0.15,1,17,Portugal
epiforecasts-EpiNow2,inc death,4,PT,18,10,1,7,0.52,0.58,0.47,0.94,0.25,1,17,Portugal
UMass-MechBayes,inc death,2,PT,6,2,0,4,0.34,0.2,0.62,0.94,0.42,1,16,Portugal
USC-SIkJalpha,inc death,5,PT,16,2,7,7,NA,NA,0,0.31,0.12,1,16,Portugal
UMass-MechBayes,inc death,3,PT,8,3,0,4,0.3,0.22,0.53,0.93,0.42,1,15,Portugal
UMass-SemiMech,inc death,3,PT,9,4,0,6,0.37,0.26,0.4,0.87,0.5,1,15,Portugal
UMass-MechBayes,inc death,4,PT,10,4,1,5,0.32,0.23,0.64,0.93,0.36,1,14,Portugal
UMass-SemiMech,inc death,4,PT,12,4,1,7,0.36,0.26,0.5,0.79,0.43,1,14,Portugal
MUNI-ARIMA,inc death,1,PT,7,3,2,1,0.47,0.54,0.67,1,-0.08,1,12,Portugal
MUNI-ARIMA,inc death,2,PT,13,9,2,2,0.34,0.4,0.82,1,-0.04,1,11,Portugal
MUNI-ARIMA,inc death,3,PT,27,20,2,5,0.33,0.38,0.78,1,-0.04,1,9,Portugal
MUNI-ARIMA,inc death,4,PT,49,37,5,7,0.34,0.4,0.75,1,-0.09,1,8,Portugal
EuroCOVIDhub-baseline,inc case,1,RO,1838,348,408,1082,1,1,0.4,0.95,0.29,1,20,Romania
EuroCOVIDhub-ensemble,inc case,1,RO,974,521,20,433,0.5,0.57,0.45,1,0.31,1,20,Romania
IEM_Health-CovidProject,inc case,1,RO,1526,574,44,908,0.77,0.93,0.3,0.85,0.3,1,20,Romania
ILM-EKF,inc case,1,RO,1062,533,40,489,0.52,0.63,0.55,0.95,0.08,1,20,Romania
LANL-GrowthRate,inc case,1,RO,704,537,147,19,0.7,0.66,0.84,1,-0.3,1,19,Romania
USC-SIkJalpha,inc case,1,RO,1842,683,78,1081,0.95,0.79,0.35,0.35,0.48,1,20,Romania
epiforecasts-EpiNow2,inc case,1,RO,634,316,58,260,0.28,0.38,0.45,0.85,-0.05,1,20,Romania
EuroCOVIDhub-baseline,inc case,2,RO,3588,720,659,2209,1,1,0.47,0.79,0.3,1,19,Romania
EuroCOVIDhub-ensemble,inc case,2,RO,2194,839,52,1302,0.56,0.69,0.26,1,0.42,1,19,Romania
IEM_Health-CovidProject,inc case,2,RO,3333,891,135,2308,0.84,1,0.21,0.58,0.37,1,19,Romania
ILM-EKF,inc case,2,RO,2472,979,60,1432,0.57,0.74,0.42,0.95,0.14,1,19,Romania
LANL-GrowthRate,inc case,2,RO,1357,727,143,487,0.71,0.71,0.61,0.94,-0.11,1,18,Romania
USC-SIkJalpha,inc case,2,RO,2746,818,80,1848,0.72,0.67,0.26,0.37,0.44,1,19,Romania
epiforecasts-EpiNow2,inc case,2,RO,1676,645,94,937,0.39,0.51,0.37,0.74,-0.03,1,19,Romania
EuroCOVIDhub-baseline,inc case,3,RO,5206,1020,639,3547,1,1,0.39,0.78,0.39,1,18,Romania
EuroCOVIDhub-ensemble,inc case,3,RO,3967,1299,24,2644,0.66,0.81,0.17,0.78,0.54,1,18,Romania
IEM_Health-CovidProject,inc case,3,RO,5726,1327,87,4313,0.97,1.14,0.28,0.44,0.46,1,18,Romania
ILM-EKF,inc case,3,RO,4523,1611,42,2869,0.67,0.9,0.56,0.89,0.2,1,18,Romania
LANL-GrowthRate,inc case,3,RO,2571,940,60,1570,0.82,0.8,0.59,0.94,0.2,1,17,Romania
USC-SIkJalpha,inc case,3,RO,3889,977,48,2864,0.68,0.67,0.17,0.28,0.49,1,18,Romania
epiforecasts-EpiNow2,inc case,3,RO,3343,1063,96,2185,0.49,0.7,0.33,0.78,-0.02,1,18,Romania
EuroCOVIDhub-baseline,inc case,4,RO,6658,1271,398,4988,1,1,0.47,0.76,0.45,1,17,Romania
EuroCOVIDhub-ensemble,inc case,4,RO,6315,2022,16,4276,0.8,0.98,0.12,0.65,0.66,1,17,Romania
IEM_Health-CovidProject,inc case,4,RO,8728,1935,25,6767,1.13,1.31,0.24,0.35,0.51,1,17,Romania
ILM-EKF,inc case,4,RO,7280,2516,40,4724,0.79,1.13,0.47,0.76,0.26,1,17,Romania
LANL-GrowthRate,inc case,4,RO,4181,1201,21,2959,0.95,0.93,0.31,0.81,0.48,1,16,Romania
USC-SIkJalpha,inc case,4,RO,5340,1275,39,4027,0.7,0.79,0.24,0.29,0.59,1,17,Romania
epiforecasts-EpiNow2,inc case,4,RO,5574,1570,76,3928,0.6,0.89,0.35,0.65,0.02,1,17,Romania
USC-SIkJalpha,inc case,5,RO,6893,1632,33,5228,NA,NA,0.19,0.31,0.57,1,16,Romania
UMass-SemiMech,inc case,3,RO,3892,845,25,3022,0.82,0.8,0.13,0.47,0.51,1,15,Romania
UMass-SemiMech,inc case,4,RO,5308,1073,35,4200,0.95,0.93,0.14,0.36,0.59,1,14,Romania
MUNI-ARIMA,inc case,1,RO,158,125,14,19,0.7,0.66,0.92,1,-0.07,1,12,Romania
MUNI-ARIMA,inc case,2,RO,310,245,47,18,0.71,0.71,1,1,-0.18,1,11,Romania
RobertWalraven-ESG,inc case,1,RO,679,155,16,509,2.08,0.8,0.35,0.8,0.29,1,20,Romania
MUNI-ARIMA,inc case,3,RO,350,274,54,22,0.82,0.8,1,1,-0.22,1,9,Romania
RobertWalraven-ESG,inc case,2,RO,857,200,21,637,1.76,0.71,0.37,0.84,0.27,1,19,Romania
MUNI-ARIMA,inc case,4,RO,410,321,77,12,0.95,0.93,1,1,-0.3,1,8,Romania
RobertWalraven-ESG,inc case,3,RO,992,252,28,712,2.04,0.66,0.33,0.78,0.34,1,18,Romania
RobertWalraven-ESG,inc case,4,RO,1111,318,26,766,2.4,0.62,0.29,0.82,0.41,1,17,Romania
EuroCOVIDhub-baseline,inc death,1,RO,155,10,62,83,1,1,0.1,0.65,0.01,1,20,Romania
EuroCOVIDhub-ensemble,inc death,1,RO,104,23,65,17,0.67,0.7,0.5,0.75,-0.11,1,20,Romania
IEM_Health-CovidProject,inc death,1,RO,113,36,33,44,0.73,0.88,0.45,0.85,0.19,1,20,Romania
ILM-EKF,inc death,1,RO,121,43,63,14,0.78,0.73,0.55,0.8,-0.05,1,20,Romania
LANL-GrowthRate,inc death,1,RO,153,13,135,5,0.72,0.78,0.16,0.74,-0.47,1,19,Romania
RobertWalraven-ESG,inc death,1,RO,127,16,64,47,0.82,0.84,0.15,0.55,-0.06,1,20,Romania
USC-SIkJalpha,inc death,1,RO,150,18,74,57,0.96,0.9,0.25,0.3,0.08,1,20,Romania
