model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
USC-SIkJalpha,inc case,2,RO,3087,641,1197,1249,0.71,3822,0.63,0.21,0.32,0.06,1,28,Romania
epiforecasts-EpiNow2,inc case,2,RO,1440,712,120,609,0.28,2230,0.33,0.43,0.82,-0.07,1,28,Romania
EuroCOVIDhub-baseline,inc case,3,RO,5634,991,2358,2284,1,8041,1,0.41,0.78,0.05,1,27,Romania
EuroCOVIDhub-ensemble,inc case,3,RO,3472,1082,723,1667,0.53,5527,0.64,0.15,0.78,0.09,1,27,Romania
IEM_Health-CovidProject,inc case,3,RO,4730,1055,913,2761,0.68,7273,0.81,0.19,0.44,-0.02,1,27,Romania
ILM-EKF,inc case,3,RO,3548,1483,259,1806,0.47,5214,0.53,0.56,0.81,-0.06,1,27,Romania
LANL-GrowthRate,inc case,3,RO,2910,778,1164,968,0.5,4247,0.51,0.38,0.69,-0.2,1,26,Romania
USC-SIkJalpha,inc case,3,RO,4248,759,1509,1980,0.74,5334,0.66,0.11,0.26,0.08,1,27,Romania
epiforecasts-EpiNow2,inc case,3,RO,2756,1139,213,1404,0.4,4334,0.48,0.41,0.81,-0.12,1,27,Romania
EuroCOVIDhub-baseline,inc case,4,RO,6752,1203,2389,3159,1,9661,1,0.5,0.77,0.09,1,26,Romania
EuroCOVIDhub-ensemble,inc case,4,RO,5258,1613,991,2654,0.66,8229,0.8,0.12,0.69,0.13,1,26,Romania
IEM_Health-CovidProject,inc case,4,RO,6991,1518,1207,4266,0.84,10312,0.97,0.15,0.35,0.01,1,26,Romania
ILM-EKF,inc case,4,RO,5535,2189,425,2922,0.6,7910,0.65,0.46,0.69,-0.06,1,26,Romania
LANL-GrowthRate,inc case,4,RO,4962,939,2216,1807,0.75,6852,0.7,0.2,0.56,-0.05,1,25,Romania
USC-SIkJalpha,inc case,4,RO,5770,1007,1835,2928,0.86,7753,0.8,0.15,0.27,0.11,1,26,Romania
epiforecasts-EpiNow2,inc case,4,RO,4461,1735,227,2499,0.53,6400,0.55,0.38,0.69,-0.13,1,26,Romania
MUNI-ARIMA,inc case,1,RO,517,196,312,9,0.33,763,0.36,0.81,0.95,-0.26,1,21,Romania
MUNI-ARIMA,inc case,2,RO,1251,413,829,8,0.49,1887,0.56,0.8,0.95,-0.33,1,20,Romania
RobertWalraven-ESG,inc case,1,RO,2022,182,1583,257,1.29,2774,0.86,0.28,0.66,-0.19,1,29,Romania
MUNI-ARIMA,inc case,3,RO,1862,582,1272,8,0.62,2954,0.7,0.78,0.94,-0.39,1,18,Romania
RobertWalraven-ESG,inc case,2,RO,3707,178,3226,304,1.45,4765,0.82,0.25,0.64,-0.26,1,28,Romania
MUNI-ARIMA,inc case,4,RO,2216,749,1464,4,0.65,3792,0.78,0.71,1,-0.45,1,17,Romania
RobertWalraven-ESG,inc case,3,RO,4687,202,4168,317,1.56,6165,0.8,0.22,0.56,-0.25,1,27,Romania
RobertWalraven-ESG,inc case,4,RO,5702,224,5163,315,1.65,7221,0.78,0.19,0.62,-0.24,1,26,Romania
Karlen-pypm,inc case,1,RO,919,663,219,37,0.36,1357,0.39,0.8,1,-0.02,1,10,Romania
Karlen-pypm,inc case,2,RO,1535,876,479,180,0.34,2544,0.41,0.44,1,0.01,1,9,Romania
Karlen-pypm,inc case,3,RO,2596,1303,679,615,0.46,4191,0.52,0.38,1,0.1,1,8,Romania
Karlen-pypm,inc case,4,RO,4819,2229,828,1761,0.69,7887,0.8,0.43,1,0.22,1,7,Romania
EuroCOVIDhub-baseline,inc death,1,RO,124,11,57,57,1,163,1,0.21,0.72,-0.15,1,29,Romania
EuroCOVIDhub-ensemble,inc death,1,RO,77,19,47,11,0.59,106,0.63,0.48,0.83,-0.19,1,29,Romania
IEM_Health-CovidProject,inc death,1,RO,83,28,26,29,0.64,131,0.76,0.45,0.86,-0.03,1,29,Romania
ILM-EKF,inc death,1,RO,90,38,43,9,0.69,107,0.62,0.66,0.86,-0.05,1,29,Romania
LANL-GrowthRate,inc death,1,RO,111,11,97,3,0.85,137,0.8,0.29,0.75,-0.5,1,28,Romania
RobertWalraven-ESG,inc death,1,RO,100,15,53,33,0.8,136,0.83,0.17,0.62,-0.17,1,29,Romania
USC-SIkJalpha,inc death,1,RO,116,15,61,40,0.95,141,0.87,0.24,0.31,-0.05,1,29,Romania
epiforecasts-EpiNow2,inc death,1,RO,107,14,88,4,0.78,132,0.75,0.34,0.72,-0.29,1,29,Romania
EuroCOVIDhub-baseline,inc death,2,RO,176,20,75,81,1,240,1,0.18,0.68,-0.15,1,28,Romania
EuroCOVIDhub-ensemble,inc death,2,RO,109,23,65,21,0.59,151,0.61,0.43,0.79,-0.26,1,28,Romania
IEM_Health-CovidProject,inc death,2,RO,149,41,49,59,0.81,224,0.88,0.25,0.64,-0.01,1,28,Romania
ILM-EKF,inc death,2,RO,119,37,71,11,0.62,143,0.55,0.71,0.79,-0.2,1,28,Romania
LANL-GrowthRate,inc death,2,RO,122,14,104,4,0.82,151,0.71,0.33,0.59,-0.55,1,27,Romania
RobertWalraven-ESG,inc death,2,RO,179,18,102,59,1.01,224,0.92,0.25,0.43,-0.19,1,28,Romania
USC-SIkJalpha,inc death,2,RO,136,17,87,32,0.77,164,0.69,0.25,0.39,-0.11,1,28,Romania
epiforecasts-EpiNow2,inc death,2,RO,140,15,119,6,0.71,169,0.65,0.32,0.64,-0.28,1,28,Romania
EuroCOVIDhub-baseline,inc death,3,RO,232,26,95,111,1,318,1,0.15,0.56,-0.06,1,27,Romania
EuroCOVIDhub-ensemble,inc death,3,RO,127,30,70,28,0.54,175,0.55,0.37,0.78,-0.23,1,27,Romania
IEM_Health-CovidProject,inc death,3,RO,207,58,57,92,0.85,314,0.93,0.26,0.67,0.01,1,27,Romania
ILM-EKF,inc death,3,RO,147,40,94,13,0.6,173,0.52,0.59,0.74,-0.24,1,27,Romania
LANL-GrowthRate,inc death,3,RO,157,18,136,3,0.71,185,0.59,0.31,0.69,-0.53,1,26,Romania
RobertWalraven-ESG,inc death,3,RO,251,21,145,85,1.08,309,0.95,0.22,0.33,-0.21,1,27,Romania
USC-SIkJalpha,inc death,3,RO,160,18,103,39,0.72,185,0.61,0.26,0.37,-0.11,1,27,Romania
epiforecasts-EpiNow2,inc death,3,RO,165,20,135,10,0.66,203,0.6,0.22,0.67,-0.23,1,27,Romania
EuroCOVIDhub-baseline,inc death,4,RO,284,32,105,148,1,390,1,0.19,0.46,-0.04,1,26,Romania
EuroCOVIDhub-ensemble,inc death,4,RO,161,38,89,35,0.58,221,0.58,0.38,0.73,-0.11,1,26,Romania
IEM_Health-CovidProject,inc death,4,RO,296,81,72,143,0.99,449,1.06,0.15,0.65,0.06,1,26,Romania
ILM-EKF,inc death,4,RO,172,47,112,13,0.58,206,0.51,0.46,0.73,-0.18,1,26,Romania
LANL-GrowthRate,inc death,4,RO,161,21,136,3,0.67,192,0.56,0.44,0.72,-0.51,1,25,Romania
RobertWalraven-ESG,inc death,4,RO,312,24,182,107,1.1,380,0.96,0.15,0.23,-0.18,1,26,Romania
UMass-MechBayes,inc death,1,RO,101,17,60,23,0.68,126,0.69,0.23,0.69,-0.3,1,26,Romania
USC-SIkJalpha,inc death,4,RO,193,22,126,45,0.72,211,0.57,0.38,0.38,-0.01,1,26,Romania
epiforecasts-EpiNow2,inc death,4,RO,182,29,137,16,0.61,222,0.53,0.27,0.65,-0.18,1,26,Romania
UMass-MechBayes,inc death,2,RO,139,21,89,30,0.66,164,0.62,0.32,0.68,-0.36,1,25,Romania
UMass-MechBayes,inc death,3,RO,157,25,96,36,0.6,199,0.59,0.21,0.62,-0.48,1,24,Romania
UMass-MechBayes,inc death,4,RO,200,31,123,46,0.67,244,0.62,0.3,0.52,-0.35,1,23,Romania
MUNI-ARIMA,inc death,1,RO,84,15,41,28,0.58,116,0.63,0.38,0.81,-0.02,1,21,Romania
MUNI-ARIMA,inc death,2,RO,148,23,65,60,0.75,207,0.79,0.3,0.8,-0.14,1,20,Romania
MUNI-ARIMA,inc death,3,RO,207,31,93,84,0.79,288,0.82,0.33,0.67,-0.22,1,18,Romania
MUNI-ARIMA,inc death,4,RO,241,36,102,103,0.77,358,0.84,0.12,0.65,-0.25,1,17,Romania
Karlen-pypm,inc death,1,RO,30,14,16,0,0.79,21,0.39,0.3,1,-0.61,1,10,Romania
Karlen-pypm,inc death,2,RO,48,16,32,0,0.79,47,0.5,0.22,1,-0.68,1,9,Romania
Karlen-pypm,inc death,3,RO,78,18,60,0,0.9,76,0.54,0.12,1,-0.74,1,8,Romania
Karlen-pypm,inc death,4,RO,127,24,104,0,0.99,121,0.59,0.14,1,-0.74,1,7,Romania
EuroCOVIDhub-baseline,inc case,1,SE,1906,416,523,968,1,2741,1,0.38,0.93,0.12,1,29,Sweden
EuroCOVIDhub-ensemble,inc case,1,SE,2011,1205,372,433,0.97,2535,0.91,0.62,0.93,0.02,1,29,Sweden
IEM_Health-CovidProject,inc case,1,SE,2083,986,193,904,1.08,2919,1.09,0.38,0.83,0.24,1,29,Sweden
ILM-EKF,inc case,1,SE,1694,665,334,695,0.9,2701,1,0.48,0.83,0.07,1,29,Sweden
LANL-GrowthRate,inc case,1,SE,2932,1832,567,533,1.46,4121,1.5,0.64,0.93,-0.16,1,28,Sweden
USC-SIkJalpha,inc case,1,SE,2050,754,769,528,0.97,2839,0.94,0.41,0.55,-0.12,1,29,Sweden
epiforecasts-EpiNow2,inc case,1,SE,2683,1862,285,536,1.33,3860,1.31,0.76,1,0.05,1,29,Sweden
EuroCOVIDhub-baseline,inc case,2,SE,3126,825,662,1638,1,4689,1,0.5,0.96,0.06,1,28,Sweden
EuroCOVIDhub-ensemble,inc case,2,SE,2703,1585,411,707,0.83,3502,0.76,0.57,0.93,0.01,1,28,Sweden
IEM_Health-CovidProject,inc case,2,SE,3436,1402,360,1674,1.1,5020,1.11,0.29,0.71,0.23,1,28,Sweden
ILM-EKF,inc case,2,SE,2557,1182,298,1077,0.83,3763,0.85,0.43,0.82,0.09,1,28,Sweden
LANL-GrowthRate,inc case,2,SE,3347,1882,731,734,1.04,4760,1.03,0.52,0.89,-0.14,1,27,Sweden
USC-SIkJalpha,inc case,2,SE,2810,841,1162,807,0.82,4104,0.82,0.32,0.54,-0.17,1,28,Sweden
epiforecasts-EpiNow2,inc case,2,SE,3475,2346,292,837,1.13,4880,1.06,0.61,1,0.01,1,28,Sweden
EuroCOVIDhub-baseline,inc case,3,SE,4282,1165,732,2386,1,6584,1,0.48,0.93,0.08,1,27,Sweden
EuroCOVIDhub-ensemble,inc case,3,SE,3452,2062,430,960,0.78,4669,0.73,0.56,0.93,0.05,1,27,Sweden
IEM_Health-CovidProject,inc case,3,SE,5069,1917,518,2634,1.19,7310,1.15,0.22,0.67,0.21,1,27,Sweden
ILM-EKF,inc case,3,SE,3852,1842,397,1614,0.93,5491,0.9,0.37,0.85,0.12,1,27,Sweden
LANL-GrowthRate,inc case,3,SE,3798,1947,957,894,0.89,5747,0.89,0.35,0.85,-0.14,1,26,Sweden
USC-SIkJalpha,inc case,3,SE,3426,924,1527,976,0.77,4996,0.73,0.3,0.52,-0.2,1,27,Sweden
epiforecasts-EpiNow2,inc case,3,SE,4607,2907,422,1277,1.14,6203,0.98,0.56,0.96,-0.02,1,27,Sweden
EuroCOVIDhub-baseline,inc case,4,SE,5457,1443,766,3248,1,8240,1,0.54,0.85,0.11,1,26,Sweden
EuroCOVIDhub-ensemble,inc case,4,SE,4702,2673,592,1437,0.85,6432,0.79,0.42,0.85,0.06,1,26,Sweden
IEM_Health-CovidProject,inc case,4,SE,6967,2594,746,3628,1.28,10285,1.26,0.27,0.65,0.14,1,26,Sweden
ILM-EKF,inc case,4,SE,5787,2671,661,2454,1.11,8560,1.1,0.31,0.77,0.1,1,26,Sweden
LANL-GrowthRate,inc case,4,SE,4663,2037,1250,1376,0.88,6961,0.86,0.36,0.76,-0.08,1,25,Sweden
USC-SIkJalpha,inc case,4,SE,4323,1068,1840,1415,0.82,6236,0.74,0.23,0.35,-0.19,1,26,Sweden
epiforecasts-EpiNow2,inc case,4,SE,5860,3369,690,1800,1.2,7704,0.98,0.42,0.85,-0.05,1,26,Sweden
MUNI-ARIMA,inc case,1,SE,2168,380,512,1277,1.43,2826,1.36,0.48,0.81,0.12,1,21,Sweden
MUNI-ARIMA,inc case,2,SE,3221,670,479,2071,1.28,4516,1.25,0.45,0.8,0.03,1,20,Sweden
RobertWalraven-ESG,inc case,1,SE,1300,239,509,552,0.97,2884,1.03,0.38,0.72,-0.31,1,29,Sweden
MUNI-ARIMA,inc case,3,SE,3837,841,437,2558,1.15,5541,1.13,0.44,0.78,-0.13,1,18,Sweden
RobertWalraven-ESG,inc case,2,SE,1849,271,639,939,0.91,4461,0.96,0.25,0.61,-0.34,1,28,Sweden
MUNI-ARIMA,inc case,4,SE,4718,986,794,2938,1.17,6991,1.21,0.29,0.76,-0.18,1,17,Sweden
RobertWalraven-ESG,inc case,3,SE,1954,310,910,734,0.78,5553,0.84,0.15,0.67,-0.41,1,27,Sweden
RobertWalraven-ESG,inc case,4,SE,2500,347,1193,959,0.79,6319,0.79,0.15,0.62,-0.42,1,26,Sweden
Karlen-pypm,inc case,1,SE,931,650,14,267,1.4,1220,1.25,0.8,1,0.28,1,10,Sweden
Karlen-pypm,inc case,2,SE,1789,1017,31,742,1.32,2731,1.39,0.56,1,0.37,1,9,Sweden
Karlen-pypm,inc case,3,SE,3360,1590,56,1714,1.66,5316,1.82,0.38,0.88,0.42,1,8,Sweden
Karlen-pypm,inc case,4,SE,6154,2478,78,3598,2.26,9641,2.61,0.43,0.86,0.54,1,7,Sweden
EuroCOVIDhub-baseline,inc death,1,SE,15,9,2,3,1,20,1,0.83,1,0.1,1,29,Sweden
EuroCOVIDhub-ensemble,inc death,1,SE,14,8,2,4,0.9,18,0.94,0.52,0.93,0.22,1,29,Sweden
IEM_Health-CovidProject,inc death,1,SE,19,8,6,4,1.23,29,1.42,0.48,0.9,0.06,1,29,Sweden
ILM-EKF,inc death,1,SE,61,54,2,5,4.95,31,1.8,0.69,0.97,0.13,1,29,Sweden
LANL-GrowthRate,inc death,1,SE,15,3,4,8,0.98,22,1.07,0.25,0.79,0.28,1,28,Sweden
RobertWalraven-ESG,inc death,1,SE,11,5,5,1,0.76,15,0.8,0.72,0.86,-0.16,1,29,Sweden
USC-SIkJalpha,inc death,1,SE,13,4,5,4,0.87,14,0.73,0.31,0.48,0.14,1,29,Sweden
epiforecasts-EpiNow2,inc death,1,SE,18,9,3,6,1.11,27,1.24,0.4,0.96,0.17,1,25,Sweden
EuroCOVIDhub-baseline,inc death,2,SE,21,17,2,2,1,23,1,0.93,1,0.06,1,28,Sweden
EuroCOVIDhub-ensemble,inc death,2,SE,17,9,3,5,0.82,25,1.07,0.57,0.89,0.25,1,28,Sweden
IEM_Health-CovidProject,inc death,2,SE,24,11,8,5,1.17,38,1.57,0.29,0.79,0.12,1,28,Sweden
ILM-EKF,inc death,2,SE,17,13,2,3,0.77,20,0.84,0.79,0.96,0.12,1,28,Sweden
LANL-GrowthRate,inc death,2,SE,16,4,4,8,0.79,24,1,0.26,0.85,0.36,1,27,Sweden
RobertWalraven-ESG,inc death,2,SE,13,6,6,1,0.62,18,0.77,0.71,0.89,-0.19,1,28,Sweden
USC-SIkJalpha,inc death,2,SE,15,5,6,5,0.74,18,0.77,0.46,0.61,0.11,1,28,Sweden
epiforecasts-EpiNow2,inc death,2,SE,26,14,2,9,1.07,37,1.3,0.58,1,0.22,1,24,Sweden
EuroCOVIDhub-baseline,inc death,3,SE,25,22,1,2,1,27,1,1,1,0.07,1,27,Sweden
EuroCOVIDhub-ensemble,inc death,3,SE,19,12,2,6,0.72,27,0.97,0.63,0.96,0.23,1,27,Sweden
IEM_Health-CovidProject,inc death,3,SE,32,15,7,9,1.14,51,1.69,0.3,0.85,0.06,1,27,Sweden
ILM-EKF,inc death,3,SE,18,14,1,3,0.67,22,0.74,0.81,0.96,0.13,1,27,Sweden
LANL-GrowthRate,inc death,3,SE,16,4,4,7,0.7,23,0.93,0.19,0.73,0.34,1,26,Sweden
RobertWalraven-ESG,inc death,3,SE,14,7,6,1,0.56,19,0.71,0.74,0.93,-0.22,1,27,Sweden
USC-SIkJalpha,inc death,3,SE,14,5,4,5,0.57,16,0.6,0.37,0.52,0.11,1,27,Sweden
epiforecasts-EpiNow2,inc death,3,SE,30,18,2,10,0.99,37,1.14,0.74,1,0.17,1,23,Sweden
EuroCOVIDhub-baseline,inc death,4,SE,30,26,1,3,1,33,1,1,1,0.08,1,26,Sweden
EuroCOVIDhub-ensemble,inc death,4,SE,24,15,2,7,0.74,32,0.95,0.5,0.96,0.29,1,26,Sweden
IEM_Health-CovidProject,inc death,4,SE,41,22,7,13,1.22,63,1.69,0.23,0.88,0.09,1,26,Sweden
ILM-EKF,inc death,4,SE,22,16,1,5,0.67,27,0.75,0.85,0.96,0.16,1,26,Sweden
LANL-GrowthRate,inc death,4,SE,21,5,5,11,0.74,32,0.97,0.12,0.6,0.35,1,25,Sweden
RobertWalraven-ESG,inc death,4,SE,15,8,6,1,0.49,20,0.62,0.77,0.96,-0.19,1,26,Sweden
USC-SIkJalpha,inc death,4,SE,16,6,5,5,0.51,18,0.54,0.42,0.62,0.08,1,26,Sweden
epiforecasts-EpiNow2,inc death,4,SE,35,22,2,11,0.95,45,1.09,0.64,0.95,0.21,1,22,Sweden
UMass-MechBayes,inc death,1,SE,42,12,3,27,2.58,61,3.09,0.24,0.8,0.47,1,25,Sweden
UMass-MechBayes,inc death,2,SE,46,14,3,29,2.14,68,2.98,0.25,0.83,0.41,1,24,Sweden
UMass-MechBayes,inc death,3,SE,46,18,1,27,1.62,66,2.37,0.35,0.96,0.43,1,23,Sweden
UMass-MechBayes,inc death,4,SE,53,25,1,27,1.81,73,2.2,0.45,0.91,0.41,1,22,Sweden
MUNI-ARIMA,inc death,1,SE,12,6,2,4,0.98,15,0.97,0.67,0.95,0.17,1,21,Sweden
MUNI-ARIMA,inc death,2,SE,17,8,2,6,1.09,26,1.56,0.45,1,0.3,1,20,Sweden
MUNI-ARIMA,inc death,3,SE,21,9,2,10,1.19,33,1.78,0.44,1,0.31,1,18,Sweden
MUNI-ARIMA,inc death,4,SE,25,11,2,13,1.22,41,1.82,0.41,0.94,0.38,1,17,Sweden
Karlen-pypm,inc death,1,SE,11,1,9,0,1.08,13,1.11,0.5,0.8,-0.26,1,10,Sweden
Karlen-pypm,inc death,2,SE,11,1,9,1,0.94,14,1.09,0.33,0.78,-0.22,1,9,Sweden
Karlen-pypm,inc death,3,SE,12,2,10,1,1.08,16,1.28,0.38,0.62,-0.29,1,8,Sweden
Karlen-pypm,inc death,4,SE,15,2,11,1,1.07,19,1.36,0.29,0.71,-0.17,1,7,Sweden
EuroCOVIDhub-baseline,inc case,1,SI,437,80,194,162,1,650,1,0.14,1,0.06,1,29,Slovenia
EuroCOVIDhub-ensemble,inc case,1,SI,342,169,63,110,0.76,514,0.78,0.48,0.9,-0.04,1,29,Slovenia
IEM_Health-CovidProject,inc case,1,SI,413,219,70,124,0.87,670,0.99,0.52,0.97,-0.04,1,29,Slovenia
ILM-EKF,inc case,1,SI,458,180,95,183,1.05,716,1.1,0.34,0.93,-0.03,1,29,Slovenia
LANL-GrowthRate,inc case,1,SI,416,251,162,4,0.85,631,0.89,0.54,0.96,-0.41,1,28,Slovenia
USC-SIkJalpha,inc case,1,SI,387,125,88,175,0.83,565,0.83,0.31,0.59,-0.03,1,29,Slovenia
epiforecasts-EpiNow2,inc case,1,SI,462,171,39,252,1.06,646,0.98,0.52,0.79,0.06,1,29,Slovenia
EuroCOVIDhub-baseline,inc case,2,SI,703,169,316,218,1,1082,1,0.29,1,-0.02,1,28,Slovenia
EuroCOVIDhub-ensemble,inc case,2,SI,662,266,142,254,0.89,1081,0.95,0.36,0.93,-0.04,1,28,Slovenia
IEM_Health-CovidProject,inc case,2,SI,613,284,144,185,0.77,997,0.82,0.25,0.82,-0.05,1,28,Slovenia
ILM-EKF,inc case,2,SI,695,271,175,249,0.95,1100,0.96,0.29,0.79,-0.04,1,28,Slovenia
LANL-GrowthRate,inc case,2,SI,574,293,249,32,0.74,901,0.76,0.48,0.96,-0.34,1,27,Slovenia
USC-SIkJalpha,inc case,2,SI,703,135,255,313,0.95,938,0.82,0.14,0.29,-0.09,1,28,Slovenia
epiforecasts-EpiNow2,inc case,2,SI,1651,557,107,987,2.27,2402,2.12,0.39,0.75,0.01,1,28,Slovenia
EuroCOVIDhub-baseline,inc case,3,SI,977,244,427,306,1,1573,1,0.19,0.96,0.01,1,27,Slovenia
EuroCOVIDhub-ensemble,inc case,3,SI,1082,344,222,517,1.03,1629,0.96,0.3,0.81,-0.01,1,27,Slovenia
IEM_Health-CovidProject,inc case,3,SI,847,372,231,244,0.74,1355,0.75,0.3,0.81,-0.02,1,27,Slovenia
ILM-EKF,inc case,3,SI,948,373,271,304,0.93,1529,0.94,0.37,0.78,-0.04,1,27,Slovenia
LANL-GrowthRate,inc case,3,SI,707,317,327,64,0.67,1110,0.67,0.38,0.85,-0.3,1,26,Slovenia
USC-SIkJalpha,inc case,3,SI,895,141,399,355,0.83,1158,0.68,0.22,0.3,-0.03,1,27,Slovenia
epiforecasts-EpiNow2,inc case,3,SI,3686,812,166,2708,3.63,4753,2.73,0.44,0.74,0.02,1,27,Slovenia
EuroCOVIDhub-baseline,inc case,4,SI,1183,311,481,391,1,1936,1,0.23,0.96,0.04,1,26,Slovenia
EuroCOVIDhub-ensemble,inc case,4,SI,1141,436,324,381,0.91,1724,0.82,0.27,0.77,0.05,1,26,Slovenia
IEM_Health-CovidProject,inc case,4,SI,1230,491,356,383,0.94,1900,0.9,0.23,0.65,0.03,1,26,Slovenia
ILM-EKF,inc case,4,SI,1246,476,399,371,1.01,1915,0.94,0.27,0.81,-0.02,1,26,Slovenia
LANL-GrowthRate,inc case,4,SI,933,346,471,115,0.77,1367,0.69,0.4,0.76,-0.2,1,25,Slovenia
USC-SIkJalpha,inc case,4,SI,1171,153,542,475,0.92,1515,0.72,0.15,0.23,-0.03,1,26,Slovenia
epiforecasts-EpiNow2,inc case,4,SI,2674,1021,190,1463,2.3,3585,1.78,0.38,0.73,0.03,1,26,Slovenia
MUNI-ARIMA,inc case,1,SI,230,113,43,73,0.59,370,0.68,0.57,1,0.08,1,21,Slovenia
MUNI-ARIMA,inc case,2,SI,482,256,78,147,0.75,829,0.87,0.55,1,0.01,1,20,Slovenia
RobertWalraven-ESG,inc case,1,SI,386,62,170,154,1.05,668,1,0.21,0.66,-0.14,1,29,Slovenia
MUNI-ARIMA,inc case,3,SI,514,356,88,70,0.57,747,0.54,0.61,1,-0.04,1,18,Slovenia
RobertWalraven-ESG,inc case,2,SI,609,71,445,93,1,1063,0.91,0.11,0.68,-0.24,1,28,Slovenia
MUNI-ARIMA,inc case,4,SI,691,479,129,82,0.62,972,0.55,0.71,1,-0.04,1,17,Slovenia
RobertWalraven-ESG,inc case,3,SI,977,78,798,101,1.15,1502,0.92,0.04,0.59,-0.28,1,27,Slovenia
RobertWalraven-ESG,inc case,4,SI,1318,86,1127,105,1.25,1830,0.92,0.12,0.54,-0.27,1,26,Slovenia
Karlen-pypm,inc case,1,SI,441,166,55,219,0.94,598,0.89,0.4,0.9,-0.18,1,10,Slovenia
Karlen-pypm,inc case,2,SI,570,214,159,197,0.77,906,0.78,0.33,1,-0.2,1,9,Slovenia
Karlen-pypm,inc case,3,SI,851,257,328,266,0.84,1358,0.9,0.25,0.88,-0.2,1,8,Slovenia
Karlen-pypm,inc case,4,SI,1733,338,697,698,1.07,2471,1.02,0.29,0.57,-0.35,1,7,Slovenia
EuroCOVIDhub-baseline,inc death,1,SI,4,2,1,1,1,6,1,0.55,1,0.02,1,29,Slovenia
EuroCOVIDhub-ensemble,inc death,1,SI,3,2,1,1,0.69,5,0.77,0.66,0.97,0,1,29,Slovenia
IEM_Health-CovidProject,inc death,1,SI,4,2,1,1,0.88,6,0.96,0.52,0.83,-0.07,1,29,Slovenia
ILM-EKF,inc death,1,SI,5,5,0,0,1.12,4,0.67,0.93,0.97,0.03,1,29,Slovenia
LANL-GrowthRate,inc death,1,SI,5,1,2,2,1.12,7,1.25,0.36,0.82,0.04,1,28,Slovenia
RobertWalraven-ESG,inc death,1,SI,4,2,1,1,0.83,6,0.89,0.59,0.93,-0.16,1,29,Slovenia
USC-SIkJalpha,inc death,1,SI,3,1,1,2,0.72,5,0.69,0.48,0.59,0.07,1,29,Slovenia
epiforecasts-EpiNow2,inc death,1,SI,4,2,1,1,0.77,6,0.88,0.62,1,0.13,1,29,Slovenia
EuroCOVIDhub-baseline,inc death,2,SI,6,4,1,1,1,8,1,0.79,1,0.03,1,28,Slovenia
EuroCOVIDhub-ensemble,inc death,2,SI,4,2,1,1,0.58,6,0.66,0.64,0.96,0.05,1,28,Slovenia
IEM_Health-CovidProject,inc death,2,SI,6,2,2,2,0.9,9,0.99,0.57,0.79,-0.06,1,28,Slovenia
ILM-EKF,inc death,2,SI,5,5,0,0,0.8,5,0.54,0.96,0.96,0.03,1,28,Slovenia
LANL-GrowthRate,inc death,2,SI,7,1,3,3,1.14,10,1.18,0.26,0.63,0.09,1,27,Slovenia
RobertWalraven-ESG,inc death,2,SI,5,2,3,0,0.75,7,0.8,0.61,0.93,-0.22,1,28,Slovenia
USC-SIkJalpha,inc death,2,SI,4,1,1,2,0.5,5,0.53,0.36,0.71,0.23,1,28,Slovenia
epiforecasts-EpiNow2,inc death,2,SI,4,2,0,2,0.61,7,0.72,0.68,1,0.18,1,28,Slovenia
EuroCOVIDhub-baseline,inc death,3,SI,8,6,1,1,1,10,1,0.93,1,0.06,1,27,Slovenia
EuroCOVIDhub-ensemble,inc death,3,SI,5,3,1,1,0.57,7,0.65,0.7,0.96,0.07,1,27,Slovenia
IEM_Health-CovidProject,inc death,3,SI,7,3,2,2,0.83,10,0.9,0.48,0.89,-0.08,1,27,Slovenia
ILM-EKF,inc death,3,SI,6,5,0,1,0.71,5,0.49,0.93,0.96,0.02,1,27,Slovenia
LANL-GrowthRate,inc death,3,SI,9,1,4,4,1.22,13,1.25,0.15,0.42,0.1,1,26,Slovenia
RobertWalraven-ESG,inc death,3,SI,6,2,3,0,0.72,8,0.75,0.59,0.89,-0.32,1,27,Slovenia
USC-SIkJalpha,inc death,3,SI,4,1,1,2,0.49,6,0.55,0.26,0.52,0.18,1,27,Slovenia
epiforecasts-EpiNow2,inc death,3,SI,9,5,0,4,1.12,13,1.2,0.67,0.93,0.19,1,27,Slovenia
EuroCOVIDhub-baseline,inc death,4,SI,9,7,1,1,1,11,1,0.92,1,0.07,1,26,Slovenia
EuroCOVIDhub-ensemble,inc death,4,SI,6,3,1,2,0.7,10,0.85,0.54,0.96,0.1,1,26,Slovenia
IEM_Health-CovidProject,inc death,4,SI,8,3,2,3,0.82,13,0.99,0.38,0.92,0.01,1,26,Slovenia
ILM-EKF,inc death,4,SI,7,5,1,1,0.7,7,0.58,0.81,0.96,0.01,1,26,Slovenia
LANL-GrowthRate,inc death,4,SI,11,1,4,6,1.26,15,1.3,0.08,0.48,0.13,1,25,Slovenia
RobertWalraven-ESG,inc death,4,SI,7,2,4,0,0.78,10,0.83,0.62,0.81,-0.33,1,26,Slovenia
UMass-MechBayes,inc death,1,SI,3,1,1,1,0.62,4,0.67,0.58,0.96,0.01,1,26,Slovenia
USC-SIkJalpha,inc death,4,SI,5,1,1,3,0.59,7,0.61,0.31,0.42,0.15,1,26,Slovenia
