model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
ILM-EKF,inc case,2,SE,2565,1202,309,1054,0.82,3762,0.85,0.44,0.81,0.06,1,27,Sweden
LANL-GrowthRate,inc case,2,SE,3441,1926,759,756,1.06,4895,1.06,0.5,0.88,-0.16,1,26,Sweden
USC-SIkJalpha,inc case,2,SE,2812,871,1205,736,0.78,4150,0.81,0.33,0.56,-0.21,1,27,Sweden
epiforecasts-EpiNow2,inc case,2,SE,3484,2392,303,789,1.11,4860,1.03,0.63,1,-0.02,1,27,Sweden
EuroCOVIDhub-baseline,inc case,3,SE,4381,1164,760,2457,1,6734,1,0.46,0.92,0.06,1,26,Sweden
EuroCOVIDhub-ensemble,inc case,3,SE,3516,2117,446,952,0.77,4727,0.72,0.58,0.92,0.02,1,26,Sweden
IEM_Health-CovidProject,inc case,3,SE,5085,1964,537,2584,1.15,7342,1.12,0.23,0.69,0.18,1,26,Sweden
ILM-EKF,inc case,3,SE,3880,1872,412,1597,0.91,5505,0.89,0.38,0.85,0.09,1,26,Sweden
LANL-GrowthRate,inc case,3,SE,3918,1996,995,926,0.9,5942,0.91,0.32,0.84,-0.15,1,25,Sweden
USC-SIkJalpha,inc case,3,SE,3499,958,1586,956,0.77,5124,0.74,0.31,0.54,-0.24,1,26,Sweden
epiforecasts-EpiNow2,inc case,3,SE,4650,2940,438,1271,1.12,6219,0.95,0.58,0.96,-0.04,1,26,Sweden
EuroCOVIDhub-baseline,inc case,4,SE,5604,1443,797,3364,1,8474,1,0.52,0.84,0.1,1,25,Sweden
EuroCOVIDhub-ensemble,inc case,4,SE,4819,2748,616,1455,0.85,6569,0.78,0.44,0.84,0.03,1,25,Sweden
IEM_Health-CovidProject,inc case,4,SE,7043,2654,775,3613,1.24,10402,1.22,0.28,0.68,0.11,1,25,Sweden
ILM-EKF,inc case,4,SE,5798,2702,688,2408,1.07,8553,1.06,0.32,0.76,0.07,1,25,Sweden
LANL-GrowthRate,inc case,4,SE,4827,2094,1303,1431,0.9,7224,0.88,0.33,0.75,-0.1,1,24,Sweden
USC-SIkJalpha,inc case,4,SE,4446,1108,1913,1424,0.82,6426,0.75,0.24,0.36,-0.24,1,25,Sweden
epiforecasts-EpiNow2,inc case,4,SE,5883,3366,718,1799,1.17,7711,0.94,0.44,0.84,-0.08,1,25,Sweden
LANL-GrowthRate,inc case,5,SE,5668,2218,1587,1863,NA,8763,NA,0.26,0.65,-0.08,1,23,Sweden
USC-SIkJalpha,inc case,5,SE,5350,1234,2421,1696,NA,7429,NA,0.29,0.38,-0.27,1,24,Sweden
LANL-GrowthRate,inc case,6,SE,6137,2410,1445,2282,NA,9512,NA,0.23,0.68,-0.02,1,22,Sweden
MUNI-ARIMA,inc case,1,SE,2187,375,537,1274,1.4,2816,1.33,0.5,0.8,0.08,1,20,Sweden
MUNI-ARIMA,inc case,2,SE,3265,674,504,2086,1.27,4543,1.24,0.47,0.79,-0.02,1,19,Sweden
RobertWalraven-ESG,inc case,1,SE,1339,224,537,579,1.01,2961,1.08,0.36,0.71,-0.33,1,28,Sweden
MUNI-ARIMA,inc case,3,SE,3926,852,463,2611,1.14,5633,1.11,0.47,0.76,-0.19,1,17,Sweden
RobertWalraven-ESG,inc case,2,SE,1771,269,676,825,0.87,4467,0.94,0.26,0.63,-0.41,1,27,Sweden
MUNI-ARIMA,inc case,4,SE,4882,970,844,3068,1.18,7202,1.21,0.31,0.75,-0.23,1,16,Sweden
RobertWalraven-ESG,inc case,3,SE,2056,310,967,780,0.82,5760,0.87,0.12,0.65,-0.43,1,26,Sweden
RobertWalraven-ESG,inc case,4,SE,2573,349,1273,951,0.81,6478,0.79,0.16,0.6,-0.49,1,25,Sweden
Karlen-pypm,inc case,1,SE,910,684,15,211,1.64,1138,1.32,0.89,1,0.21,1,9,Sweden
Karlen-pypm,inc case,2,SE,1816,1078,35,703,1.5,2728,1.59,0.62,1,0.3,1,8,Sweden
Karlen-pypm,inc case,3,SE,3650,1729,64,1857,1.83,5738,1.99,0.43,0.86,0.38,1,7,Sweden
Karlen-pypm,inc case,4,SE,7022,2775,90,4157,2.54,10993,2.98,0.33,0.83,0.57,1,6,Sweden
EuroCOVIDhub-baseline,inc death,1,SE,15,9,3,3,1,20,1,0.82,1,0.08,1,28,Sweden
EuroCOVIDhub-ensemble,inc death,1,SE,14,8,2,4,0.93,19,0.98,0.5,0.93,0.23,1,28,Sweden
IEM_Health-CovidProject,inc death,1,SE,18,8,7,4,1.2,28,1.38,0.5,0.89,0.02,1,28,Sweden
ILM-EKF,inc death,1,SE,16,11,2,3,1.02,17,0.89,0.71,0.96,0.11,1,28,Sweden
LANL-GrowthRate,inc death,1,SE,15,4,3,8,0.95,22,1.06,0.26,0.81,0.33,1,27,Sweden
RobertWalraven-ESG,inc death,1,SE,11,5,5,1,0.77,15,0.79,0.75,0.86,-0.19,1,28,Sweden
USC-SIkJalpha,inc death,1,SE,14,4,5,4,0.89,15,0.77,0.29,0.46,0.16,1,28,Sweden
EuroCOVIDhub-baseline,inc death,2,SE,21,17,1,2,1,22,1,0.93,1,0.08,1,27,Sweden
EuroCOVIDhub-ensemble,inc death,2,SE,17,10,2,5,0.79,25,1.07,0.59,0.93,0.29,1,27,Sweden
IEM_Health-CovidProject,inc death,2,SE,24,11,7,6,1.12,38,1.59,0.3,0.81,0.16,1,27,Sweden
ILM-EKF,inc death,2,SE,17,13,1,3,0.76,20,0.83,0.81,0.96,0.16,1,27,Sweden
LANL-GrowthRate,inc death,2,SE,15,4,3,8,0.75,23,1,0.27,0.88,0.41,1,26,Sweden
RobertWalraven-ESG,inc death,2,SE,12,6,5,1,0.58,17,0.74,0.74,0.93,-0.16,1,27,Sweden
USC-SIkJalpha,inc death,2,SE,15,5,5,5,0.7,17,0.76,0.48,0.63,0.15,1,27,Sweden
epiforecasts-EpiNow2,inc death,2,SE,26,15,2,10,1.06,37,1.32,0.61,1,0.27,1,23,Sweden
EuroCOVIDhub-baseline,inc death,3,SE,25,22,1,2,1,26,1,1,1,0.08,1,26,Sweden
EuroCOVIDhub-ensemble,inc death,3,SE,19,12,1,6,0.71,27,0.98,0.65,0.96,0.27,1,26,Sweden
IEM_Health-CovidProject,inc death,3,SE,32,16,6,10,1.08,51,1.72,0.31,0.88,0.1,1,26,Sweden
ILM-EKF,inc death,3,SE,18,14,1,3,0.66,21,0.75,0.81,0.96,0.16,1,26,Sweden
LANL-GrowthRate,inc death,3,SE,15,5,3,7,0.65,23,0.93,0.2,0.76,0.4,1,25,Sweden
RobertWalraven-ESG,inc death,3,SE,14,7,6,1,0.54,19,0.7,0.77,0.92,-0.19,1,26,Sweden
USC-SIkJalpha,inc death,3,SE,14,5,3,5,0.54,15,0.59,0.38,0.54,0.15,1,26,Sweden
epiforecasts-EpiNow2,inc death,3,SE,30,18,1,11,0.99,37,1.15,0.77,1,0.21,1,22,Sweden
EuroCOVIDhub-baseline,inc death,4,SE,30,26,1,3,1,33,1,1,1,0.1,1,25,Sweden
EuroCOVIDhub-ensemble,inc death,4,SE,24,15,2,7,0.74,32,0.95,0.52,0.96,0.33,1,25,Sweden
IEM_Health-CovidProject,inc death,4,SE,42,22,7,13,1.23,64,1.74,0.2,0.88,0.07,1,25,Sweden
ILM-EKF,inc death,4,SE,22,16,1,5,0.66,28,0.77,0.84,0.96,0.17,1,25,Sweden
LANL-GrowthRate,inc death,4,SE,21,5,4,11,0.7,31,0.95,0.12,0.62,0.41,1,24,Sweden
RobertWalraven-ESG,inc death,4,SE,15,8,5,1,0.48,20,0.61,0.8,0.96,-0.16,1,25,Sweden
USC-SIkJalpha,inc death,4,SE,15,6,4,5,0.5,18,0.53,0.44,0.64,0.13,1,25,Sweden
epiforecasts-EpiNow2,inc death,4,SE,36,22,2,12,0.96,46,1.09,0.67,0.95,0.25,1,21,Sweden
LANL-GrowthRate,inc death,5,SE,21,6,4,11,NA,31,NA,0.35,0.83,0.38,1,23,Sweden
UMass-MechBayes,inc death,1,SE,43,12,3,29,2.67,64,3.17,0.21,0.79,0.5,1,24,Sweden
USC-SIkJalpha,inc death,5,SE,18,8,4,6,NA,18,NA,0.46,0.67,0.01,1,24,Sweden
LANL-GrowthRate,inc death,6,SE,23,7,3,13,NA,34,NA,0.32,0.77,0.41,1,22,Sweden
UMass-MechBayes,inc death,2,SE,47,15,2,30,2.17,69,3.14,0.26,0.83,0.47,1,23,Sweden
UMass-MechBayes,inc death,3,SE,48,18,1,29,1.63,68,2.48,0.36,0.95,0.48,1,22,Sweden
UMass-MechBayes,inc death,4,SE,55,25,1,29,1.91,76,2.33,0.43,0.9,0.42,1,21,Sweden
MUNI-ARIMA,inc death,1,SE,12,6,2,4,1.05,15,1.04,0.65,0.95,0.19,1,20,Sweden
MUNI-ARIMA,inc death,2,SE,17,8,2,7,1.12,26,1.64,0.47,1,0.36,1,19,Sweden
MUNI-ARIMA,inc death,3,SE,21,9,1,10,1.22,33,1.87,0.47,1,0.37,1,17,Sweden
MUNI-ARIMA,inc death,4,SE,26,11,1,14,1.25,42,1.87,0.38,0.94,0.44,1,16,Sweden
Karlen-pypm,inc death,1,SE,8,1,7,0,1,10,1.03,0.56,0.89,-0.18,1,9,Sweden
Karlen-pypm,inc death,2,SE,9,1,8,1,0.92,12,1.11,0.38,0.88,-0.12,1,8,Sweden
Karlen-pypm,inc death,3,SE,11,2,8,1,1.13,14,1.41,0.43,0.71,-0.19,1,7,Sweden
Karlen-pypm,inc death,4,SE,13,3,10,1,1,17,1.32,0.33,0.83,-0.03,1,6,Sweden
EuroCOVIDhub-baseline,inc case,1,SI,429,80,201,148,1,636,1,0.14,1,0.03,1,28,Slovenia
EuroCOVIDhub-ensemble,inc case,1,SI,290,166,65,59,0.6,439,0.64,0.5,0.93,-0.07,1,28,Slovenia
IEM_Health-CovidProject,inc case,1,SI,360,215,73,73,0.7,585,0.81,0.54,0.96,-0.08,1,28,Slovenia
ILM-EKF,inc case,1,SI,360,170,98,92,0.76,579,0.84,0.36,0.96,-0.07,1,28,Slovenia
LANL-GrowthRate,inc case,1,SI,414,243,168,4,0.85,652,0.94,0.52,0.96,-0.43,1,27,Slovenia
USC-SIkJalpha,inc case,1,SI,351,125,91,135,0.71,511,0.72,0.32,0.61,-0.06,1,28,Slovenia
EuroCOVIDhub-baseline,inc case,2,SI,714,168,320,226,1,1097,1,0.3,1,0.01,1,27,Slovenia
EuroCOVIDhub-ensemble,inc case,2,SI,627,264,147,216,0.79,1022,0.86,0.37,0.93,-0.08,1,27,Slovenia
IEM_Health-CovidProject,inc case,2,SI,584,282,150,153,0.68,947,0.76,0.26,0.81,-0.09,1,27,Slovenia
ILM-EKF,inc case,2,SI,589,252,181,156,0.73,934,0.78,0.3,0.81,-0.08,1,27,Slovenia
LANL-GrowthRate,inc case,2,SI,563,284,259,21,0.7,877,0.74,0.46,0.96,-0.37,1,26,Slovenia
USC-SIkJalpha,inc case,2,SI,642,133,264,245,0.81,865,0.73,0.15,0.3,-0.13,1,27,Slovenia
epiforecasts-EpiNow2,inc case,2,SI,1622,553,111,958,2.14,2342,1.92,0.41,0.74,-0.02,1,27,Slovenia
EuroCOVIDhub-baseline,inc case,3,SI,953,244,391,318,1,1536,1,0.19,0.96,0.04,1,26,Slovenia
EuroCOVIDhub-ensemble,inc case,3,SI,1097,332,230,535,1.07,1673,1.01,0.27,0.81,-0.02,1,26,Slovenia
IEM_Health-CovidProject,inc case,3,SI,850,365,240,245,0.76,1362,0.77,0.27,0.81,-0.04,1,26,Slovenia
ILM-EKF,inc case,3,SI,840,340,282,218,0.8,1348,0.81,0.38,0.77,-0.08,1,26,Slovenia
LANL-GrowthRate,inc case,3,SI,700,314,320,67,0.68,1086,0.67,0.4,0.84,-0.28,1,25,Slovenia
USC-SIkJalpha,inc case,3,SI,915,141,414,360,0.88,1177,0.72,0.23,0.27,-0.06,1,26,Slovenia
epiforecasts-EpiNow2,inc case,3,SI,3694,711,172,2811,3.7,4925,2.93,0.42,0.73,0.01,1,26,Slovenia
EuroCOVIDhub-baseline,inc case,4,SI,1146,311,428,407,1,1879,1,0.24,0.96,0.07,1,25,Slovenia
EuroCOVIDhub-ensemble,inc case,4,SI,1148,416,337,395,0.95,1777,0.88,0.24,0.76,0.05,1,25,Slovenia
IEM_Health-CovidProject,inc case,4,SI,1187,466,371,350,0.92,1819,0.86,0.24,0.64,-0,1,25,Slovenia
ILM-EKF,inc case,4,SI,1114,421,415,278,0.89,1689,0.82,0.28,0.8,-0.06,1,25,Slovenia
LANL-GrowthRate,inc case,4,SI,942,335,486,120,0.82,1386,0.72,0.38,0.75,-0.2,1,24,Slovenia
USC-SIkJalpha,inc case,4,SI,1203,157,564,482,0.99,1551,0.77,0.16,0.2,-0.06,1,25,Slovenia
epiforecasts-EpiNow2,inc case,4,SI,2681,969,190,1522,2.41,3635,1.87,0.36,0.72,0.04,1,25,Slovenia
LANL-GrowthRate,inc case,5,SI,1219,363,646,210,NA,1751,NA,0.35,0.74,-0.08,1,23,Slovenia
USC-SIkJalpha,inc case,5,SI,1498,171,705,621,NA,1855,NA,0.12,0.17,-0.02,1,24,Slovenia
LANL-GrowthRate,inc case,6,SI,1511,410,756,345,NA,2078,NA,0.27,0.77,0.03,1,22,Slovenia
MUNI-ARIMA,inc case,1,SI,201,108,45,48,0.57,318,0.63,0.6,1,0.04,1,20,Slovenia
MUNI-ARIMA,inc case,2,SI,407,238,83,86,0.63,692,0.74,0.58,1,-0.03,1,19,Slovenia
RobertWalraven-ESG,inc case,1,SI,317,57,179,80,0.98,615,0.91,0.21,0.68,-0.19,1,28,Slovenia
MUNI-ARIMA,inc case,3,SI,499,332,93,74,0.57,779,0.59,0.59,1,-0.05,1,17,Slovenia
RobertWalraven-ESG,inc case,2,SI,636,66,471,99,1.1,1100,0.95,0.07,0.67,-0.24,1,27,Slovenia
MUNI-ARIMA,inc case,4,SI,663,439,137,87,0.63,1019,0.62,0.69,1,-0.05,1,16,Slovenia
RobertWalraven-ESG,inc case,3,SI,942,76,759,107,1.18,1486,0.94,0.04,0.62,-0.24,1,26,Slovenia
RobertWalraven-ESG,inc case,4,SI,1281,87,1082,112,1.29,1817,0.95,0.12,0.56,-0.23,1,25,Slovenia
Karlen-pypm,inc case,1,SI,227,142,61,24,0.62,264,0.47,0.44,1,-0.31,1,9,Slovenia
Karlen-pypm,inc case,2,SI,392,168,179,45,0.59,591,0.59,0.38,1,-0.34,1,8,Slovenia
Karlen-pypm,inc case,3,SI,730,225,375,129,0.76,1124,0.77,0.29,0.86,-0.36,1,7,Slovenia
Karlen-pypm,inc case,4,SI,1168,287,813,68,0.75,1698,0.73,0.33,0.67,-0.57,1,6,Slovenia
EuroCOVIDhub-baseline,inc death,1,SI,4,2,1,1,1,6,1,0.57,1,0.05,1,28,Slovenia
EuroCOVIDhub-ensemble,inc death,1,SI,3,2,1,1,0.7,5,0.79,0.64,0.96,0.02,1,28,Slovenia
IEM_Health-CovidProject,inc death,1,SI,4,2,1,1,0.92,6,1.02,0.5,0.82,-0.09,1,28,Slovenia
ILM-EKF,inc death,1,SI,5,4,0,0,1.12,4,0.69,0.93,0.96,0.04,1,28,Slovenia
LANL-GrowthRate,inc death,1,SI,4,1,1,2,1.05,7,1.21,0.37,0.85,0.08,1,27,Slovenia
RobertWalraven-ESG,inc death,1,SI,4,2,1,1,0.85,6,0.91,0.61,0.93,-0.14,1,28,Slovenia
USC-SIkJalpha,inc death,1,SI,3,1,1,2,0.7,5,0.69,0.5,0.61,0.11,1,28,Slovenia
EuroCOVIDhub-baseline,inc death,2,SI,6,4,1,1,1,8,1,0.81,1,0.05,1,27,Slovenia
EuroCOVIDhub-ensemble,inc death,2,SI,4,2,1,1,0.58,6,0.67,0.67,0.96,0.08,1,27,Slovenia
IEM_Health-CovidProject,inc death,2,SI,6,2,2,2,0.87,8,1.01,0.59,0.81,-0.03,1,27,Slovenia
ILM-EKF,inc death,2,SI,5,5,0,0,0.82,5,0.56,0.96,0.96,0.05,1,27,Slovenia
LANL-GrowthRate,inc death,2,SI,6,1,2,3,1.05,9,1.18,0.27,0.65,0.13,1,26,Slovenia
RobertWalraven-ESG,inc death,2,SI,5,2,2,0,0.7,7,0.79,0.63,0.96,-0.2,1,27,Slovenia
USC-SIkJalpha,inc death,2,SI,4,1,1,2,0.53,5,0.6,0.37,0.7,0.21,1,27,Slovenia
epiforecasts-EpiNow2,inc death,2,SI,4,2,0,2,0.64,7,0.76,0.7,1,0.21,1,27,Slovenia
EuroCOVIDhub-baseline,inc death,3,SI,7,6,0,1,1,9,1,0.96,1,0.08,1,26,Slovenia
EuroCOVIDhub-ensemble,inc death,3,SI,4,3,1,1,0.56,7,0.67,0.73,0.96,0.1,1,26,Slovenia
IEM_Health-CovidProject,inc death,3,SI,6,3,2,2,0.71,9,0.85,0.5,0.92,-0.05,1,26,Slovenia
ILM-EKF,inc death,3,SI,6,5,0,1,0.72,5,0.54,0.92,0.96,0.03,1,26,Slovenia
LANL-GrowthRate,inc death,3,SI,8,1,3,4,1.14,12,1.28,0.16,0.44,0.15,1,25,Slovenia
RobertWalraven-ESG,inc death,3,SI,5,2,3,0,0.67,8,0.76,0.62,0.92,-0.29,1,26,Slovenia
USC-SIkJalpha,inc death,3,SI,4,1,1,2,0.53,6,0.62,0.23,0.5,0.21,1,26,Slovenia
epiforecasts-EpiNow2,inc death,3,SI,9,5,0,4,1.18,13,1.33,0.65,0.92,0.22,1,26,Slovenia
EuroCOVIDhub-baseline,inc death,4,SI,8,7,0,1,1,10,1,0.96,1,0.1,1,25,Slovenia
EuroCOVIDhub-ensemble,inc death,4,SI,6,3,1,2,0.72,10,0.92,0.52,0.96,0.12,1,25,Slovenia
IEM_Health-CovidProject,inc death,4,SI,8,3,2,3,0.85,13,1.12,0.36,0.92,0.02,1,25,Slovenia
ILM-EKF,inc death,4,SI,6,5,1,1,0.68,7,0.66,0.8,0.96,0.01,1,25,Slovenia
LANL-GrowthRate,inc death,4,SI,10,1,3,6,1.16,14,1.3,0.08,0.5,0.18,1,24,Slovenia
RobertWalraven-ESG,inc death,4,SI,7,3,4,0,0.75,10,0.84,0.64,0.84,-0.31,1,25,Slovenia
UMass-MechBayes,inc death,1,SI,3,1,1,1,0.64,4,0.68,0.56,0.96,0.03,1,25,Slovenia
USC-SIkJalpha,inc death,4,SI,5,1,1,3,0.6,7,0.65,0.32,0.44,0.19,1,25,Slovenia
epiforecasts-EpiNow2,inc death,4,SI,17,7,0,10,1.96,25,2.12,0.64,0.92,0.15,1,25,Slovenia
LANL-GrowthRate,inc death,5,SI,12,2,3,7,NA,16,NA,0.04,0.43,0.26,1,23,Slovenia
UMass-MechBayes,inc death,2,SI,3,1,1,1,0.47,4,0.58,0.71,0.96,0.12,1,24,Slovenia
USC-SIkJalpha,inc death,5,SI,7,1,2,4,NA,10,NA,0.21,0.38,0.11,1,24,Slovenia
LANL-GrowthRate,inc death,6,SI,14,2,3,9,NA,19,NA,0.05,0.41,0.34,1,22,Slovenia
UMass-MechBayes,inc death,3,SI,3,2,0,1,0.35,3,0.38,0.91,0.96,0.1,1,23,Slovenia
UMass-MechBayes,inc death,4,SI,3,2,0,1,0.38,5,0.43,0.77,0.95,0.08,1,22,Slovenia
MUNI-ARIMA,inc death,1,SI,4,2,1,1,1.11,6,1.36,0.6,0.95,-0.03,1,20,Slovenia
MUNI-ARIMA,inc death,2,SI,4,2,1,1,1.08,7,1.51,0.68,1,-0.02,1,19,Slovenia
MUNI-ARIMA,inc death,3,SI,4,3,1,1,0.85,6,1.08,0.71,1,-0.04,1,17,Slovenia
MUNI-ARIMA,inc death,4,SI,5,3,1,1,0.88,8,1.18,0.69,1,-0.06,1,16,Slovenia
Karlen-pypm,inc death,1,SI,1,1,1,0,0.57,2,0.64,0.56,1,-0.31,1,9,Slovenia
Karlen-pypm,inc death,2,SI,2,1,1,0,0.57,3,0.83,0.62,1,-0.28,1,8,Slovenia
Karlen-pypm,inc death,3,SI,2,1,1,0,0.5,2,0.49,0.86,0.86,-0.27,1,7,Slovenia
Karlen-pypm,inc death,4,SI,3,1,2,0,0.5,4,0.62,0.33,1,-0.58,1,6,Slovenia
EuroCOVIDhub-baseline,inc hosp,1,SI,19,6,13,0,1,30,1,0.25,1,-0.56,1,8,Slovenia
EuroCOVIDhub-baseline,inc hosp,2,SI,38,11,28,0,1,65,1,0.43,1,-0.63,1,7,Slovenia
EuroCOVIDhub-baseline,inc hosp,3,SI,58,14,44,0,1,101,1,0.33,1,-0.72,1,6,Slovenia
Karlen-pypm,inc hosp,1,SI,22,7,12,4,0.94,35,0.89,0.17,0.83,-0.55,1,6,Slovenia
EuroCOVIDhub-baseline,inc hosp,4,SI,77,15,62,0,NA,139,NA,0.2,1,-0.79,1,5,Slovenia
Karlen-pypm,inc hosp,2,SI,31,7,23,1,0.62,45,0.53,0.2,0.8,-0.61,1,5,Slovenia
Karlen-pypm,inc hosp,3,SI,52,8,43,1,0.67,70,0.52,0.25,0.5,-0.58,1,4,Slovenia
EuroCOVIDhub-baseline,inc case,1,SK,498,125,66,307,1,709,1,0.39,1,0.2,1,28,Slovakia
EuroCOVIDhub-ensemble,inc case,1,SK,270,185,33,52,0.51,352,0.48,0.68,1,-0.04,1,28,Slovakia
IEM_Health-CovidProject,inc case,1,SK,423,302,30,90,0.68,513,0.68,0.54,0.86,0.04,1,28,Slovakia
ILM-EKF,inc case,1,SK,310,163,62,85,0.63,483,0.68,0.46,0.96,-0.13,1,28,Slovakia
LANL-GrowthRate,inc case,1,SK,392,271,121,0,0.7,544,0.78,0.7,0.96,-0.47,1,27,Slovakia
USC-SIkJalpha,inc case,1,SK,550,153,60,337,0.91,702,0.86,0.14,0.32,0.2,1,28,Slovakia
EuroCOVIDhub-baseline,inc case,2,SK,882,270,86,526,1,1315,1,0.52,0.96,0.24,1,27,Slovakia
EuroCOVIDhub-ensemble,inc case,2,SK,476,235,91,149,0.55,689,0.53,0.56,0.93,-0.02,1,27,Slovakia
IEM_Health-CovidProject,inc case,2,SK,663,372,90,201,0.7,965,0.72,0.33,0.89,0.07,1,27,Slovakia
ILM-EKF,inc case,2,SK,501,233,113,155,0.59,784,0.62,0.56,0.96,-0.15,1,27,Slovakia
LANL-GrowthRate,inc case,2,SK,529,307,198,23,0.63,753,0.6,0.62,0.88,-0.43,1,26,Slovakia
USC-SIkJalpha,inc case,2,SK,905,163,144,598,0.94,1069,0.78,0.15,0.26,0.06,1,27,Slovakia
epiforecasts-EpiNow2,inc case,2,SK,416,176,66,175,0.48,636,0.49,0.59,0.89,-0.05,1,27,Slovakia
EuroCOVIDhub-baseline,inc case,3,SK,1228,391,82,755,1,1849,1,0.58,0.88,0.28,1,26,Slovakia
EuroCOVIDhub-ensemble,inc case,3,SK,687,284,140,262,0.59,1015,0.57,0.46,0.96,0.04,1,26,Slovakia
IEM_Health-CovidProject,inc case,3,SK,928,448,150,330,0.75,1355,0.74,0.38,0.77,0.09,1,26,Slovakia
ILM-EKF,inc case,3,SK,652,308,141,203,0.56,994,0.57,0.5,0.88,-0.17,1,26,Slovakia
LANL-GrowthRate,inc case,3,SK,637,333,215,89,0.6,782,0.46,0.56,0.88,-0.31,1,25,Slovakia
USC-SIkJalpha,inc case,3,SK,1193,174,219,799,0.95,1368,0.73,0.15,0.27,0.14,1,26,Slovakia
epiforecasts-EpiNow2,inc case,3,SK,565,219,95,251,0.49,863,0.49,0.42,0.81,-0.07,1,26,Slovakia
EuroCOVIDhub-baseline,inc case,4,SK,1503,491,60,952,1,2294,1,0.6,0.88,0.31,1,25,Slovakia
EuroCOVIDhub-ensemble,inc case,4,SK,842,341,140,361,0.59,1274,0.59,0.44,0.92,0.06,1,25,Slovakia
IEM_Health-CovidProject,inc case,4,SK,1150,537,150,463,0.76,1686,0.75,0.32,0.68,0.07,1,25,Slovakia
ILM-EKF,inc case,4,SK,776,387,175,214,0.57,1170,0.55,0.48,0.84,-0.18,1,25,Slovakia
LANL-GrowthRate,inc case,4,SK,797,379,231,187,0.62,1060,0.5,0.42,0.83,-0.12,1,24,Slovakia
USC-SIkJalpha,inc case,4,SK,1419,193,265,962,0.96,1592,0.7,0.08,0.2,0.18,1,25,Slovakia
epiforecasts-EpiNow2,inc case,4,SK,667,263,103,301,0.49,1016,0.47,0.44,0.84,-0.07,1,25,Slovakia
LANL-GrowthRate,inc case,5,SK,1061,434,262,365,NA,1625,NA,0.17,0.78,0.02,1,23,Slovakia
USC-SIkJalpha,inc case,5,SK,1597,209,283,1105,NA,1774,NA,0.12,0.25,0.06,1,24,Slovakia
LANL-GrowthRate,inc case,6,SK,1351,502,286,562,NA,2140,NA,0.05,0.82,0.18,1,22,Slovakia
MUNI-ARIMA,inc case,1,SK,133,81,35,18,0.54,191,0.54,0.65,1,0.03,1,20,Slovakia
MUNI-ARIMA,inc case,2,SK,233,151,71,11,0.54,326,0.56,0.79,1,-0.09,1,19,Slovakia
RobertWalraven-ESG,inc case,1,SK,201,60,132,10,0.95,586,0.83,0.46,0.93,-0.25,1,28,Slovakia
MUNI-ARIMA,inc case,3,SK,321,198,116,6,0.59,404,0.53,0.82,1,-0.19,1,17,Slovakia
RobertWalraven-ESG,inc case,2,SK,328,71,244,13,0.82,848,0.68,0.48,0.89,-0.32,1,27,Slovakia
MUNI-ARIMA,inc case,4,SK,377,262,112,4,0.61,473,0.51,0.81,1,-0.25,1,16,Slovakia
RobertWalraven-ESG,inc case,3,SK,402,78,323,1,0.78,976,0.58,0.5,0.88,-0.35,1,26,Slovakia
RobertWalraven-ESG,inc case,4,SK,467,85,380,1,0.79,1057,0.53,0.44,0.88,-0.38,1,25,Slovakia
Karlen-pypm,inc case,1,SK,161,79,56,26,0.62,275,0.74,0.56,1,-0.24,1,9,Slovakia
Karlen-pypm,inc case,2,SK,341,97,216,29,0.55,540,0.64,0.38,0.88,-0.3,1,8,Slovakia
Karlen-pypm,inc case,3,SK,657,95,481,81,0.71,959,0.7,0,0.71,-0.32,1,7,Slovakia
Karlen-pypm,inc case,4,SK,838,143,508,187,0.75,1318,0.76,0,0.67,-0.24,1,6,Slovakia
EuroCOVIDhub-baseline,inc death,1,SK,27,3,4,20,1,36,1,0.39,0.93,0.19,1,28,Slovakia
EuroCOVIDhub-ensemble,inc death,1,SK,20,8,5,7,0.72,34,0.92,0.5,0.96,0.13,1,28,Slovakia
IEM_Health-CovidProject,inc death,1,SK,25,7,5,12,0.91,38,1.05,0.39,0.64,0.1,1,28,Slovakia
ILM-EKF,inc death,1,SK,23,16,3,4,0.83,32,0.9,0.79,1,0.12,1,28,Slovakia
LANL-GrowthRate,inc death,1,SK,25,5,13,8,0.9,36,1.04,0.33,0.67,0.03,1,27,Slovakia
RobertWalraven-ESG,inc death,1,SK,28,6,7,16,0.95,41,1.1,0.54,0.82,0.2,1,28,Slovakia
USC-SIkJalpha,inc death,1,SK,24,7,4,14,0.89,38,1.02,0.36,0.57,0.27,1,28,Slovakia
EuroCOVIDhub-baseline,inc death,2,SK,45,7,3,35,1,61,1,0.59,0.93,0.33,1,27,Slovakia
EuroCOVIDhub-ensemble,inc death,2,SK,31,9,8,13,0.63,49,0.76,0.41,0.93,0.21,1,27,Slovakia
IEM_Health-CovidProject,inc death,2,SK,41,10,9,23,0.86,63,0.99,0.22,0.67,0.17,1,27,Slovakia
ILM-EKF,inc death,2,SK,30,15,7,8,0.61,50,0.76,0.52,0.96,0.13,1,27,Slovakia
LANL-GrowthRate,inc death,2,SK,45,7,26,13,0.88,63,0.96,0.23,0.58,0.11,1,26,Slovakia
