model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
epiforecasts-EpiExpert,11,inc death,4,NL,0.6960176252751724,1.4367452255316773,0.12199441975889527
epiforecasts-EpiNow2,11,inc death,4,NL,1.717230554231276,0.5823329881569999,0.04944604912147002
LANL-GrowthRate,11,inc death,5,NL,0.4419561009936075,2.2626681648964593,0.8365924218874211
UMass-MechBayes,8,inc death,2,NL,1.2332890493913982,0.8108399247471456,0.06995502987659397
UMass-SemiMech,8,inc death,2,NL,2.119766375609537,0.47175010015547153,0.040700132471835807
USC-SIkJalpha,11,inc death,5,NL,2.2626681648964593,0.44195610099360744,0.1634075781125789
UMass-MechBayes,8,inc death,3,NL,1.77947006986661,0.5619650574257541,0.05035404735258147
UMass-SemiMech,8,inc death,3,NL,3.1294855925394245,0.31954133368882165,0.02863202833532007
UMass-MechBayes,8,inc death,4,NL,1.766543084729006,0.5660773341134805,0.04806577720714601
UMass-SemiMech,8,inc death,4,NL,2.862638184137514,0.34932811472340874,0.029661543260309554
IEM_Health-CovidProject,11,inc case,1,NO,0.8832405092195729,1.1321944471088574,0.14440767910436425
ILM-EKF,11,inc case,1,NO,1.3857378913465126,0.721637191452062,0.09204245104636564
LANL-GrowthRate,11,inc case,1,NO,0.8561280563381166,1.168049560573054,0.1489808809360903
RobertWalraven-ESG,11,inc case,1,NO,0.7541780282531625,1.3259468753236072,0.16912016427047177
USC-SIkJalpha,11,inc case,1,NO,1.2088079302029076,0.8272612836285268,0.10551445671434805
epiforecasts-EpiNow2,11,inc case,1,NO,0.7130711563556356,1.4023845882517538,0.17886954322934775
IEM_Health-CovidProject,11,inc case,2,NO,0.984949591258558,1.0152803847780787,0.13104392374181442
ILM-EKF,11,inc case,2,NO,1.4512305755158823,0.6890703771483871,0.08893945683340874
LANL-GrowthRate,11,inc case,2,NO,0.8926610712517443,1.120246006244832,0.14459201065576383
RobertWalraven-ESG,11,inc case,2,NO,0.6300638304740419,1.5871407810342466,0.2048548938752887
USC-SIkJalpha,11,inc case,2,NO,1.03681966249191,0.9644878817176201,0.12448805110061739
epiforecasts-EpiNow2,11,inc case,2,NO,0.981390450893598,1.0189624314048065,0.13151917160890703
IEM_Health-CovidProject,11,inc case,3,NO,1.1666386228472232,0.8571634612605781,0.09916018329916117
ILM-EKF,11,inc case,3,NO,1.571461932236734,0.6363501269016768,0.07361559151531791
LANL-GrowthRate,11,inc case,3,NO,0.7312140255902343,1.3675886471034282,0.15820826138015018
RobertWalraven-ESG,11,inc case,3,NO,0.39552403664395813,2.5282913485740375,0.2924831084022027
USC-SIkJalpha,11,inc case,3,NO,0.9081197655730308,1.1011763402914065,0.12738859352148782
epiforecasts-EpiNow2,11,inc case,3,NO,1.2042778231744329,0.8303731753226478,0.09606097319011696
IEM_Health-CovidProject,11,inc case,4,NO,1.2987397269752956,0.7699772165505043,0.08045281315650901
ILM-EKF,11,inc case,4,NO,1.717454088705686,0.5822571948654672,0.06083846158124847
LANL-GrowthRate,11,inc case,4,NO,0.5643647255900633,1.7719037967060478,0.1851413808402604
RobertWalraven-ESG,11,inc case,4,NO,0.286685535961221,3.488142492599511,0.36446646756330475
UMass-SemiMech,8,inc case,1,NO,0.7918967550221262,1.262790879818745,0.16106482469901218
USC-SIkJalpha,11,inc case,4,NO,0.9504569404565314,1.0521255171430193,0.10993371729506313
epiforecasts-EpiNow2,11,inc case,4,NO,1.4481578413007183,0.6905324623328434,0.07215184810202026
LANL-GrowthRate,11,inc case,5,NO,0.6657441506801395,1.502078537195373,0.6928973230128082
UMass-SemiMech,8,inc case,2,NO,0.7394008730708326,1.3524463338092416,0.17456249218419984
USC-SIkJalpha,11,inc case,5,NO,1.502078537195373,0.6657441506801395,0.3071026769871918
UMass-SemiMech,8,inc case,3,NO,0.7556938492384715,1.3232872028900604,0.15308328869156324
UMass-SemiMech,8,inc case,4,NO,0.8226351877653196,1.2156056717151744,0.12701531146159406
IEM_Health-CovidProject,11,inc death,1,NO,1.0045377165954357,0.9954827812629925,0.12699056607359852
ILM-EKF,11,inc death,1,NO,1.383723691243041,0.7226876336139548,0.0921909584117457
LANL-GrowthRate,11,inc death,1,NO,1.099453756637771,0.9095425741761896,0.1160274477235362
RobertWalraven-ESG,11,inc death,1,NO,1.1705391388804245,0.8543071878454755,0.10898124550943865
USC-SIkJalpha,11,inc death,1,NO,1.362029449821884,0.7341985154071173,0.09365936492005858
epiforecasts-EpiNow2,11,inc death,1,NO,0.9321221139064328,1.0728208086482334,0.13685633177193315
IEM_Health-CovidProject,11,inc death,2,NO,1.3107041989000805,0.7629486506865409,0.10458696012662093
ILM-EKF,11,inc death,2,NO,1.5120316603495976,0.6613618128662659,0.09066117554473853
LANL-GrowthRate,11,inc death,2,NO,1.3120810506916507,0.7621480391572303,0.10447721024238223
RobertWalraven-ESG,11,inc death,2,NO,1.6141392973784097,0.6195252179437929,0.08492610768525294
USC-SIkJalpha,11,inc death,2,NO,1.1943868373193485,0.8372496822255465,0.11477233631929668
epiforecasts-EpiNow2,11,inc death,2,NO,1.2166948973216145,0.82189873747425235,0.11266798939481514
IEM_Health-CovidProject,11,inc death,3,NO,1.4111581263468662,0.7086378070108619,0.08541848568701148
ILM-EKF,11,inc death,3,NO,1.4297163660060517,0.6994394299293957,0.08430972260197203
LANL-GrowthRate,11,inc death,3,NO,1.1221362034113929,0.8911574165060462,0.1074192151104479
RobertWalraven-ESG,11,inc death,3,NO,1.764772408912193,0.5666453050546052,0.0683028528827522
USC-SIkJalpha,11,inc death,3,NO,1.09580719037242,0.9125692994039772,0.11000018185361922
epiforecasts-EpiNow2,11,inc death,3,NO,1.371737966123872,0.729002203551824,0.08787318948244718
IEM_Health-CovidProject,11,inc death,4,NO,1.6358237441193912,0.6113128040810579,0.06987620029149258
ILM-EKF,11,inc death,4,NO,1.5854869665759876,0.6307210472752083,0.07209466239417843
LANL-GrowthRate,11,inc death,4,NO,1.0550110576952618,0.9478573638693067,0.1083449758672413
RobertWalraven-ESG,11,inc death,4,NO,1.666372956888137,0.6001057541568887,0.06859517679591048
UMass-MechBayes,8,inc death,1,NO,0.7345149084247389,1.361442754299743,0.1736749136192726
UMass-SemiMech,8,inc death,1,NO,0.8413633422139041,1.188547147025292,0.15161917197041666
USC-SIkJalpha,11,inc death,4,NO,0.8632730503357275,1.158382043330438,0.1324090304234709
epiforecasts-EpiNow2,11,inc death,4,NO,1.516184766365691,0.6595502224949861,0.07538998552244815
LANL-GrowthRate,11,inc death,5,NO,0.9619648958871152,1.0395389730701234,0.5193789475968946
UMass-MechBayes,8,inc death,2,NO,0.718871361293978,1.3910694650569841,0.19069137424170982
UMass-SemiMech,8,inc death,2,NO,0.695085487163285,1.4386719597341937,0.19721684644518378
USC-SIkJalpha,11,inc death,5,NO,1.0395389730701237,0.9619648958871151,0.4806210524031053
UMass-MechBayes,8,inc death,3,NO,0.5692191974016131,1.7567924703959856,0.2117619904031862
UMass-SemiMech,8,inc death,3,NO,0.4921679122599594,2.031826892997054,0.24491436197856384
UMass-MechBayes,8,inc death,4,NO,0.38524316659011393,2.5957631094439817,0.2967090853224213
UMass-SemiMech,8,inc death,4,NO,0.6473245880067675,1.5448200462756798,0.17658088338283676
IEM_Health-CovidProject,11,inc case,1,PL,1.667338848204876,0.599758112201752,0.04478761000265762
ILM-EKF,11,inc case,1,PL,0.7656250407820427,1.306122379407231,0.09753615425039246
ITWW-county_repro,11,inc case,1,PL,1.9553528082671976,0.5114166588106338,0.03819061284487945
LANL-GrowthRate,11,inc case,1,PL,0.6649533929851794,1.5038647979683113,0.11230279123839997
MIMUW-StochSEIR,11,inc case,1,PL,2.2368353306117146,0.4470601775261332,0.033384720392116846
MIT_CovidAnalytics-DELPHI,8,inc case,1,PL,2.010827353731596,0.497307736611126,0.03713701324835273
MOCOS-agent1,11,inc case,1,PL,0.47788260758160694,2.092564123772243,0.15626457395800508
RobertWalraven-ESG,11,inc case,1,PL,1.0185723352177916,0.9817663070401177,0.0733145005943177
USC-SIkJalpha,11,inc case,1,PL,1.6577700367669213,0.6032199749189928,0.04504612848553954
epiforecasts-EpiNow2,11,inc case,1,PL,0.4836464552455964,2.0676260296215725,0.1544022937948748
IEM_Health-CovidProject,11,inc case,2,PL,1.889043170050963,0.5293685268045102,0.03993468948647375
ILM-EKF,11,inc case,2,PL,0.775728002560956,1.2891116431257372,0.09724845844610511
ITWW-county_repro,11,inc case,2,PL,1.5916923972737735,0.6282620949329059,0.04739505733126507
LANL-GrowthRate,11,inc case,2,PL,0.7123436229847205,1.4038168767623678,0.10590163228589379
MIMUW-StochSEIR,11,inc case,2,PL,1.9648602156375783,0.5089420570691893,0.03839375026383249
MIT_CovidAnalytics-DELPHI,8,inc case,2,PL,1.7537058826254754,0.5702210444221688,0.04301653610786227
MOCOS-agent1,11,inc case,2,PL,0.3900688629967186,2.5636498958605993,0.19339752433191226
RobertWalraven-ESG,11,inc case,2,PL,1.0014818625812067,0.998520330086271,0.07532672856210833
USC-SIkJalpha,11,inc case,2,PL,1.3113660649722647,0.7625635790881549,0.057526540023837475
epiforecasts-EpiNow2,11,inc case,2,PL,0.6103475191195047,1.6384108539387743,0.12359901541233033
IEM_Health-CovidProject,11,inc case,3,PL,2.1809574685527373,0.45851421424719047,0.029997563623522603
ILM-EKF,11,inc case,3,PL,1.034977849998506,0.9662042525851577,0.06321237736943064
ITWW-county_repro,11,inc case,3,PL,1.7711366912165798,0.5646091602975646,0.03693865682279368
LANL-GrowthRate,11,inc case,3,PL,0.7717190763239131,1.295808320254961,0.08477619956571789
MIMUW-StochSEIR,11,inc case,3,PL,1.7752743475558903,0.5632932179619169,0.03685256338727546
MIT_CovidAnalytics-DELPHI,8,inc case,3,PL,1.7835112462743932,0.5606917265528417,0.036682364947107346
MOCOS-agent1,11,inc case,3,PL,0.3222643039030789,3.1030430236566016,0.20301165729724643
RobertWalraven-ESG,11,inc case,3,PL,0.8900612161134277,1.123518227618809,0.0735043941233477
USC-SIkJalpha,11,inc case,3,PL,1.0900441628216335,0.917394023203106,0.06001904569972264
epiforecasts-EpiNow2,11,inc case,3,PL,0.694353602739684,1.4401883940031979,0.09422203638746732
IEM_Health-CovidProject,11,inc case,4,PL,2.5527692880698556,0.3917314442293758,0.02121946577261941
ILM-EKF,11,inc case,4,PL,1.2658374682308708,0.7899908361834129,0.04279254003225063
ITWW-county_repro,11,inc case,4,PL,2.201562391680478,0.4542228754356076,0.024604526648116007
LANL-GrowthRate,11,inc case,4,PL,0.8074425396314836,1.2384782209473377,0.06708638432440624
MIMUW-StochSEIR,11,inc case,4,PL,1.661870364754649,0.6017316520038164,0.03259484113948292
MIT_CovidAnalytics-DELPHI,8,inc case,4,PL,1.5394732691438988,0.6495728247078302,0.0351863209445107
MOCOS-agent1,11,inc case,4,PL,0.2975851042851594,3.3603832503718167,0.18202658585251544
RobertWalraven-ESG,11,inc case,4,PL,0.7023581665480544,1.4237750020260942,0.07712361457946569
UMass-SemiMech,8,inc case,1,PL,1.3156712530304528,0.7600682903853443,0.05675895243866962
USC-SIkJalpha,11,inc case,4,PL,1.0030979154189137,0.9969116520219066,0.05400110966332785
epiforecasts-EpiNow2,11,inc case,4,PL,0.728698669819587,1.3723093528461943,0.07433580268096752
LANL-GrowthRate,11,inc case,5,PL,0.9278579922121168,1.0777511304460379,0.537368482357933
UMass-SemiMech,8,inc case,2,PL,1.3838591277981929,0.7226169050827183,0.05451302875210746
USC-SIkJalpha,11,inc case,5,PL,1.077751130446038,0.9278579922121167,0.4626315176420671
UMass-SemiMech,8,inc case,3,PL,1.4230774010559897,0.7027024666809785,0.045973191882999705
UMass-SemiMech,8,inc case,4,PL,1.507687228466306,0.6632675405874794,0.03592814179947329
PL_GRedlarski-DistrictsSum,4,inc case,1,PL,0.4949547368857906,2.020386765650345,0.15087464875179413
PL_GRedlarski-DistrictsSum,4,inc case,2,PL,0.6096174343597999,1.6403730333765258,0.12374703899627167
PL_GRedlarski-DistrictsSum,4,inc case,3,PL,0.2786228212707353,3.5890814522630543,0.23480994889336865
PL_GRedlarski-DistrictsSum,4,inc case,4,PL,0.15340781160476358,6.518572877999051,0.35310066656286426
IEM_Health-CovidProject,11,inc death,1,PL,1.439847818884095,0.6945178420140372,0.04345691561678771
ILM-EKF,11,inc death,1,PL,0.6551476902712422,1.5263733885499666,0.09550723614755684
ITWW-county_repro,11,inc death,1,PL,1.6932174069459551,0.5905916132788248,0.03695411168676885
LANL-GrowthRate,11,inc death,1,PL,0.4722095710533905,2.117703793612719,0.13250757503004382
MIMUW-StochSEIR,11,inc death,1,PL,1.0334966593888586,0.9675890008114141,0.06054334534884951
MIT_CovidAnalytics-DELPHI,11,inc death,1,PL,1.049383864554479,0.9529401335178284,0.059626746017127794
MOCOS-agent1,11,inc death,1,PL,0.42851915638433674,2.333617961067544,0.14601761492814574
RobertWalraven-ESG,11,inc death,1,PL,1.2208096508393853,0.8191285179572717,0.05125397323263305
USC-SIkJalpha,11,inc death,1,PL,1.126340401332891,0.8878310667153713,0.05555278412477804
epiforecasts-EpiExpert,11,inc death,1,PL,0.6510486761780502,1.535983462665882,0.09610855141213713
epiforecasts-EpiNow2,11,inc death,1,PL,1.1050794626752822,0.904912301581557,0.056621579967456134
IEM_Health-CovidProject,11,inc death,2,PL,1.875104429619512,0.5333036305625471,0.03500993403908792
ILM-EKF,11,inc death,2,PL,0.7224534721042136,1.3841721835558574,0.09086714222049044
ITWW-county_repro,11,inc death,2,PL,1.698366376160389,0.588801105601706,0.03865319245532516
LANL-GrowthRate,11,inc death,2,PL,0.6355160725515003,1.57352432643466,0.10329759581660437
MIMUW-StochSEIR,11,inc death,2,PL,1.0459643284995104,0.9560555486959593,0.0627624485928264
MIT_CovidAnalytics-DELPHI,11,inc death,2,PL,1.0490913073667334,0.9532058772939843,0.062575375409561207
MOCOS-agent1,11,inc death,2,PL,0.43348180294229494,2.306901911942818,0.15144184127636764
RobertWalraven-ESG,11,inc death,2,PL,1.846486742543004,0.5415690115504365,0.03555253383892183
USC-SIkJalpha,11,inc death,2,PL,0.8628261999956136,1.1589819595245066,0.07608401599037493
epiforecasts-EpiExpert,11,inc death,2,PL,0.8815662125871235,1.1343447442992511,0.07446664976499753
epiforecasts-EpiNow2,11,inc death,2,PL,1.1086910185973695,0.9019645538980942,0.059211521782175695
IEM_Health-CovidProject,11,inc death,3,PL,2.1156470191480823,0.47266864034940703,0.032138246155935
ILM-EKF,11,inc death,3,PL,0.8443684181472557,1.1843171517407494,0.08052549481853472
ITWW-county_repro,11,inc death,3,PL,1.6093285193105202,0.6213771694224539,0.042249412636756925
LANL-GrowthRate,11,inc death,3,PL,0.7009619140427851,1.4266110325916543,0.09699982740617354
MIMUW-StochSEIR,11,inc death,3,PL,1.0529755734573212,0.949689646376713,0.06457242351520424
MIT_CovidAnalytics-DELPHI,11,inc death,3,PL,1.1059748052847105,0.9041797292503155,0.06147805931523707
MOCOS-agent1,11,inc death,3,PL,0.3341298363724584,2.9928485610763844,0.20349330493388923
RobertWalraven-ESG,11,inc death,3,PL,2.171286321003987,0.4605564868743829,0.03131470226782972
USC-SIkJalpha,11,inc death,3,PL,0.779775310513888,1.2824207005746044,0.0871958675322027
epiforecasts-EpiExpert,11,inc death,3,PL,0.9627238671703456,1.0387194439660221,0.07062584298475733
epiforecasts-EpiNow2,11,inc death,3,PL,1.2306609383639802,0.8125714961989312,0.05524932380712448
IEM_Health-CovidProject,11,inc death,4,PL,2.140204633747863,0.46724504013844215,0.029831327907775262
ILM-EKF,11,inc death,4,PL,1.0057888264329515,0.9942444912084759,0.06347768491871254
ITWW-county_repro,11,inc death,4,PL,1.6509444774495716,0.6057138890248023,0.03867189181171159
LANL-GrowthRate,11,inc death,4,PL,0.5747471361058987,1.7398955769929185,0.11108388751903049
MIMUW-StochSEIR,11,inc death,4,PL,0.7936594824273803,1.2599862058493074,0.08044400354646349
MIT_CovidAnalytics-DELPHI,11,inc death,4,PL,1.0673934620716623,0.9368616499291077,0.05981406902676544
MOCOS-agent1,11,inc death,4,PL,0.24345393203923776,4.107553292007741,0.262247340530867
RobertWalraven-ESG,11,inc death,4,PL,1.9446043431376656,0.5142434261904795,0.032831946737328005
UMass-MechBayes,8,inc death,1,PL,0.6644256636966188,1.5050592634191304,0.09417358266707838
UMass-SemiMech,8,inc death,1,PL,0.872975044512,1.1455081176564537,0.07167598382063697
USC-SIkJalpha,11,inc death,4,PL,0.8040647302470078,1.243680965452621,0.07940299308919992
epiforecasts-EpiExpert,11,inc death,4,PL,0.9925405239363976,1.0075155380397147,0.06432497684413314
epiforecasts-EpiNow2,11,inc death,4,PL,1.1804114234739955,0.8471622521721809,0.0540871978612117
LANL-GrowthRate,11,inc death,5,PL,0.7909101739408282,1.2643660847316587,0.6151806013408238
UMass-MechBayes,8,inc death,2,PL,0.5447524525792967,1.8356961868922201,0.12050846597670851
UMass-SemiMech,8,inc death,2,PL,0.7329218267513725,1.3644019914544419,0.08956928283655835
USC-SIkJalpha,11,inc death,5,PL,1.264366084731659,0.790910173940828,0.3848193986591763
UMass-MechBayes,8,inc death,3,PL,0.6843685106887204,1.4612010698645983,0.09935171419857651
UMass-SemiMech,8,inc death,3,PL,0.9089295545294848,1.1001952736784522,0.07480578042777855
UMass-MechBayes,8,inc death,4,PL,0.8898450965855524,1.1237911000882352,0.07174860710482578
UMass-SemiMech,8,inc death,4,PL,1.2269872876172838,0.8150043689058296,0.05203407310197564
IEM_Health-CovidProject,11,inc case,1,PT,1.0967317098698377,0.9118000245645145,0.1128620592090231
ILM-EKF,11,inc case,1,PT,0.9960306532731544,1.003985165229405,0.12427268053345458
LANL-GrowthRate,11,inc case,1,PT,0.930611714609904,1.0745620158233042,0.1330086406956836
RobertWalraven-ESG,11,inc case,1,PT,1.5468310822292672,0.6464830009485047,0.08002127743473707
USC-SIkJalpha,11,inc case,1,PT,0.9989287099826388,1.0010724389104602,0.12391214501973222
epiforecasts-EpiNow2,11,inc case,1,PT,0.8919837912640297,1.1210966048866209,0.13876866417083103
IEM_Health-CovidProject,11,inc case,2,PT,0.9508664933422306,1.0516723504317294,0.129377906342345
ILM-EKF,11,inc case,2,PT,0.926801259012298,1.0789799757778822,0.13273732089100748
LANL-GrowthRate,11,inc case,2,PT,0.8512999573276686,1.1746740868390484,0.14450971723983516
Priesemann-bayes,4,inc case,1,PT,0.9019743360357768,1.1086789945654674,0.13723161982608015
RobertWalraven-ESG,11,inc case,2,PT,1.0584716163093038,0.944758446605131,0.11622523856488205
USC-SIkJalpha,11,inc case,2,PT,0.825086722350873,1.2119938097546359,0.14910083120618886
epiforecasts-EpiNow2,11,inc case,2,PT,1.32846286392243,0.752749683229678,0.09260410618966947
IEM_Health-CovidProject,11,inc case,3,PT,0.9900641623258388,1.0100355492626054,0.1346862758727291
ILM-EKF,11,inc case,3,PT,0.9975805069572572,1.0024253611872616,0.13367147209546856
LANL-GrowthRate,11,inc case,3,PT,0.7407957513729237,1.3498997505678056,0.1800065060464847
Priesemann-bayes,4,inc case,2,PT,1.3563232406609769,0.7372873737035355,0.09070191561397507
RobertWalraven-ESG,11,inc case,3,PT,0.9925178161413188,1.00753858896737,0.13435331107420012
USC-SIkJalpha,11,inc case,3,PT,0.6911830600798599,1.4467947172843894,0.19292726138761737
epiforecasts-EpiNow2,11,inc case,3,PT,1.670959623079623,0.5984585062306732,0.079803277743454
IEM_Health-CovidProject,11,inc case,4,PT,0.9420968731682354,1.0614619668962901,0.12188768059673118
ILM-EKF,11,inc case,4,PT,0.965429676420034,1.035808225523125,0.1189418614038434
LANL-GrowthRate,11,inc case,4,PT,0.5287217582273419,1.8913539767168348,0.21718418238148993
RobertWalraven-ESG,11,inc case,4,PT,0.7984583018303296,1.252413554606008,0.1438146519419747
UMass-SemiMech,8,inc case,1,PT,0.8256202911728789,1.2112105415667493,0.14992291311045824
USC-SIkJalpha,11,inc case,4,PT,0.5949492190816726,1.680815719942517,0.19300807377334428
epiforecasts-EpiNow2,11,inc case,4,PT,2.101062858609068,0.4759495870875627,0.054653292402649996
LANL-GrowthRate,11,inc case,5,PT,0.8684818414954973,1.151434551905003,0.5700406985492006
UMass-SemiMech,8,inc case,2,PT,0.8499281261120183,1.1765700760774713,0.1447429639520969
USC-SIkJalpha,11,inc case,5,PT,1.151434551905003,0.8684818414954975,0.42995930145079947
UMass-SemiMech,8,inc case,3,PT,0.9224926050200418,1.084019529867423,0.14455189578004615
UMass-SemiMech,8,inc case,4,PT,0.7629380526967378,1.310722405921851,0.15051025749996655
IEM_Health-CovidProject,11,inc death,1,PT,0.7195282311837162,1.3897995334455073,0.168413789783815
ILM-EKF,11,inc death,1,PT,1.2644210622482406,0.790875784860718,0.09583712252833698
LANL-GrowthRate,11,inc death,1,PT,0.939893627032947,1.063950186742724,0.1289278624567659
RobertWalraven-ESG,11,inc death,1,PT,1.2218373193449568,0.8184395616071977,0.09917725899472446
USC-SIkJalpha,11,inc death,1,PT,0.8456286184354902,1.1825522199687548,0.14329987612563147
epiforecasts-EpiNow2,11,inc death,1,PT,0.9768123989815388,1.0237380289630205,0.12405501444948883
IEM_Health-CovidProject,11,inc death,2,PT,0.5166875236197332,1.9354057419353723,0.19750875532589865
ILM-EKF,11,inc death,2,PT,0.9571705226324518,1.0447459218131339,0.10661664486061603
LANL-GrowthRate,11,inc death,2,PT,0.9711583473510498,1.0296981977528374,0.10508101996024516
RobertWalraven-ESG,11,inc death,2,PT,0.7765805955943802,1.2876963520246327,0.1314098115012093
USC-SIkJalpha,11,inc death,2,PT,0.717317468015961,1.394082877649578,0.14226658938728598
epiforecasts-EpiNow2,11,inc death,2,PT,0.9990294263058296,1.0009715166226478,0.10214945325475733
IEM_Health-CovidProject,11,inc death,3,PT,0.4920039804750345,2.032503881441143,0.22856771767201065
ILM-EKF,11,inc death,3,PT,0.9661273486316784,1.035060234467325,0.1163989685852433
LANL-GrowthRate,11,inc death,3,PT,0.9525359359160568,1.0498291584540556,0.11805982605220415
RobertWalraven-ESG,11,inc death,3,PT,0.6584105783551725,1.5188091335017415,0.17079954453900015
USC-SIkJalpha,11,inc death,3,PT,1.1476360969491834,0.8713563495069111,0.0979894473532777
epiforecasts-EpiNow2,11,inc death,3,PT,1.457610002389389,0.686054567655785,0.07715110812794858
IEM_Health-CovidProject,11,inc death,4,PT,0.4500091116310601,2.222177227424341,0.23174813109807113
ILM-EKF,11,inc death,4,PT,0.8667159180476852,1.153780586207004,0.12032635887490838
LANL-GrowthRate,11,inc death,4,PT,0.772083238253454,1.2951971373735833,0.13507451713822374
RobertWalraven-ESG,11,inc death,4,PT,0.5075100872077815,1.9704041854651582,0.20549103008252964
UMass-MechBayes,8,inc death,1,PT,0.9120452233299204,1.0964368590725715,0.1328645479087827
UMass-SemiMech,8,inc death,1,PT,1.128033595356679,0.8864984200083196,0.10742452775245454
USC-SIkJalpha,11,inc death,4,PT,1.1141952131938977,0.8975087921383621,0.09360008853264802
epiforecasts-EpiNow2,11,inc death,4,PT,1.9937860735872208,0.5015583232562155,0.0523069009153851
LANL-GrowthRate,11,inc death,5,PT,0.749940178507562,1.3334396911365332,0.6400367549698583
UMass-MechBayes,8,inc death,2,PT,0.8199013016956975,1.2196589978962433,0.12446657844242555
UMass-SemiMech,8,inc death,2,PT,1.1276134365550945,0.886828737208951,0.09050114726756206
USC-SIkJalpha,11,inc death,5,PT,1.3334396911365332,0.749940178507562,0.35996324503014165
UMass-MechBayes,8,inc death,3,PT,1.0025708183390942,0.9974357738205933,0.11216786370166187
UMass-SemiMech,8,inc death,3,PT,1.4259237908242457,0.7012997513857011,0.07886552396865372
UMass-MechBayes,8,inc death,4,PT,1.2030300412883537,0.8312344377776935,0.08668841759422409
UMass-SemiMech,8,inc death,4,PT,1.394895877222665,0.7168993874948356,0.07476455576400991
IEM_Health-CovidProject,11,inc case,1,RO,1.3259882831036482,0.7541544768852481,0.08348537419168243
ILM-EKF,11,inc case,1,RO,0.8397318046159866,1.190856407370809,0.13182855214030928
LANL-GrowthRate,11,inc case,1,RO,0.5949682813274116,1.6807618681267127,0.1860613943010786
RobertWalraven-ESG,11,inc case,1,RO,0.945233589243524,1.057939552063851,0.11711457278754658
USC-SIkJalpha,11,inc case,1,RO,1.69509388296009,0.5899378258941805,0.06530648780077097
epiforecasts-EpiNow2,11,inc case,1,RO,0.5439696344267382,1.8383379084272764,0.20350516091832285
IEM_Health-CovidProject,11,inc case,2,RO,1.40539120021903,0.7115456535120969,0.0792242077842852
ILM-EKF,11,inc case,2,RO,0.8968548649059016,1.1150076106293079,0.12414606735287137
LANL-GrowthRate,11,inc case,2,RO,0.5304341215970243,1.8852482509782982,0.20990543392859856
Priesemann-bayes,6,inc case,1,RO,0.8687711365946358,1.1510511317396528,0.1274220831306772
RobertWalraven-ESG,11,inc case,2,RO,0.8212255901599778,1.2176922053843893,0.13557907327591773
USC-SIkJalpha,11,inc case,2,RO,1.1914006782299813,0.8393481876186792,0.0934538703048025
epiforecasts-EpiNow2,11,inc case,2,RO,0.7022585821127543,1.4239769017724022,0.1585470185773843
IEM_Health-CovidProject,11,inc case,3,RO,1.3767651519463606,0.7263402901985715,0.09193366405648312
ILM-EKF,11,inc case,3,RO,1.1349241549194824,0.8811161483041529,0.11152380924757857
LANL-GrowthRate,11,inc case,3,RO,0.6009025753820088,1.6641632786550715,0.2106349184528711
Priesemann-bayes,6,inc case,2,RO,1.0052414819157407,0.9947858479678418,0.11076045553966803
RobertWalraven-ESG,11,inc case,3,RO,0.8066439604151519,1.2397043169892878,0.15691069564144247
USC-SIkJalpha,11,inc case,3,RO,0.944738220163008,1.058494277734902,0.13397474799089923
epiforecasts-EpiNow2,11,inc case,3,RO,0.7141436780849524,1.4002784463227342,0.17723473419679722
IEM_Health-CovidProject,11,inc case,4,RO,1.437634807400535,0.6955869424225711,0.08836990452631466
ILM-EKF,11,inc case,4,RO,1.2623060499959164,0.7922009088075234,0.10064409552192435
LANL-GrowthRate,11,inc case,4,RO,0.6529095583506489,1.5316056982320116,0.19458077929602385
RobertWalraven-ESG,11,inc case,4,RO,0.6275696427923021,1.5934486498591773,0.20243753363917552
UMass-SemiMech,8,inc case,1,RO,1.2981394710984833,0.770333251752835,0.08527637472961201
USC-SIkJalpha,11,inc case,4,RO,0.8961150370083076,1.1159281550932498,0.14177158671260445
epiforecasts-EpiNow2,11,inc case,4,RO,0.8269309785469285,1.2092907702613656,0.15363271418000488
LANL-GrowthRate,11,inc case,5,RO,0.8809190168147737,1.1351781275148303,0.5630572567931996
UMass-SemiMech,8,inc case,2,RO,1.2597434394673326,0.7938124293172251,0.08838387323647234
USC-SIkJalpha,11,inc case,5,RO,1.13517812751483,0.8809190168147738,0.4369427432068004
UMass-SemiMech,8,inc case,3,RO,1.074571917554479,0.9306031394118409,0.11778743041392828
UMass-SemiMech,8,inc case,4,RO,1.071525154830464,0.933249206042409,0.11856338612395224
IEM_Health-CovidProject,11,inc death,1,RO,0.8982697383308631,1.1132513512680156,0.11377666703650567
ILM-EKF,11,inc death,1,RO,0.8958140877961607,1.1163030517416315,0.11408855734617047
LANL-GrowthRate,11,inc death,1,RO,0.7152210570681925,1.3981691256395088,0.14289587242576843
RobertWalraven-ESG,11,inc death,1,RO,0.9658027924890092,1.0354080644381445,0.10582091677706837
USC-SIkJalpha,11,inc death,1,RO,0.9004921738069869,1.110503821229591,0.11349586359530746
epiforecasts-EpiNow2,11,inc death,1,RO,0.6762998333001595,1.478634106887579,0.15111956545711538
IEM_Health-CovidProject,11,inc death,2,RO,1.3158030270116918,0.7599921716786826,0.07236446734802013
ILM-EKF,11,inc death,2,RO,0.7288520702699351,1.372020524864042,0.13064020679717522
